Wavelength, nm	Absorbance, a.u. - curve 4	Wavelength, nm	Absorbance, a.u. - curve 1	Wavelength, nm	Absorbance, a.u. - curve 3	Wavelength, nm	Absorbance, a.u. - curve 2
264,8	-0,0388	368,80301	-0,0017	368,80301	-0,01047	368,80301	-0,01907
265	-0,03875	369,39905	-0,00188	369,39905	-0,0102	369,39905	-0,0188
265,2	-0,03871	369,99506	-0,00192	369,99506	-0,00975	369,99506	-0,01851
265,4	-0,03866	370,59106	-0,00182	370,59106	-0,00948	370,59106	-0,01831
265,6	-0,0386	371,18701	-0,00199	371,18701	-0,0091	371,18701	-0,01803
265,8	-0,03856	371,78293	-0,00214	371,78293	-0,00891	371,78293	-0,01789
266	-0,03848	372,37881	-0,00239	372,37881	-0,00863	372,37881	-0,01754
266,2	-0,03841	372,97467	-0,00228	372,97467	-0,00836	372,97467	-0,01728
266,4	-0,03838	373,57053	-0,00247	373,57053	-0,00799	373,57053	-0,01699
266,6	-0,03836	374,16632	-0,00244	374,16632	-0,00757	374,16632	-0,01658
266,8	-0,03834	374,76208	-0,00273	374,76208	-0,00717	374,76208	-0,01625
267	-0,03834	375,35785	-0,00284	375,35785	-0,00688	375,35785	-0,01597
267,2	-0,03831	375,95355	-0,00309	375,95355	-0,00662	375,95355	-0,01573
267,4	-0,03831	376,54922	-0,0032	376,54922	-0,00642	376,54922	-0,01542
267,6	-0,03826	377,1449	-0,00333	377,1449	-0,0061	377,1449	-0,01507
267,8	-0,03823	377,74051	-0,00359	377,74051	-0,00583	377,74051	-0,0148
268	-0,03821	378,33612	-0,00375	378,33612	-0,00556	378,33612	-0,01446
268,2	-0,03822	378,93167	-0,0041	378,93167	-0,00528	378,93167	-0,01419
268,4	-0,0382	379,52722	-0,00437	379,52722	-0,00501	379,52722	-0,01376
268,6	-0,03819	380,12271	-0,00462	380,12271	-0,00487	380,12271	-0,01353
268,8	-0,03819	380,7182	-0,00483	380,7182	-0,00453	380,7182	-0,01319
269	-0,0382	381,31366	-0,00507	381,31366	-0,00442	381,31366	-0,01287
269,2	-0,03816	381,90906	-0,00533	381,90906	-0,00426	381,90906	-0,01247
269,4	-0,03817	382,50446	-0,00558	382,50446	-0,00401	382,50446	-0,01217
269,6	-0,03816	383,09979	-0,00592	383,09979	-0,00376	383,09979	-0,01179
269,8	-0,03816	383,69513	-0,00602	383,69513	-0,00364	383,69513	-0,0115
270	-0,03814	384,29044	-0,0064	384,29044	-0,00349	384,29044	-0,01119
270,2	-0,03818	384,88571	-0,0067	384,88571	-0,00343	384,88571	-0,01101
270,4	-0,03818	385,48093	-0,00701	385,48093	-0,00333	385,48093	-0,01075
270,6	-0,03819	386,07614	-0,00725	386,07614	-0,00344	386,07614	-0,01045
270,8	-0,03815	386,67133	-0,00768	386,67133	-0,0033	386,67133	-0,01026
271	-0,03808	387,26648	-0,00772	387,26648	-0,00325	387,26648	-0,01004
271,2	-0,03806	387,86157	-0,00805	387,86157	-0,00326	387,86157	-0,00981
271,4	-0,03804	388,45667	-0,00819	388,45667	-0,0034	388,45667	-0,00954
271,6	-0,03805	389,05173	-0,00867	389,05173	-0,00341	389,05173	-0,00932
271,8	-0,03803	389,64676	-0,00916	389,64676	-0,00346	389,64676	-0,00933
272	-0,03803	390,24176	-0,00938	390,24176	-0,00342	390,24176	-0,00925
272,2	-0,03804	390,83673	-0,0097	390,83673	-0,00355	390,83673	-0,00919
272,4	-0,03802	391,43167	-0,00987	391,43167	-0,00365	391,43167	-0,00918
272,6	-0,038	392,02658	-0,00997	392,02658	-0,00374	392,02658	-0,00908
272,8	-0,03799	392,62143	-0,01014	392,62143	-0,00398	392,62143	-0,00894
273	-0,03801	393,21628	-0,01043	393,21628	-0,00421	393,21628	-0,00898
273,2	-0,03798	393,8111	-0,01083	393,8111	-0,00451	393,8111	-0,00897
273,4	-0,03796	394,40588	-0,01111	394,40588	-0,00471	394,40588	-0,00902
273,6	-0,03792	395,00064	-0,01143	395,00064	-0,00487	395,00064	-0,00904
273,8	-0,03789	395,59537	-0,01187	395,59537	-0,00525	395,59537	-0,00908
274	-0,03784	396,19006	-0,01225	396,19006	-0,00545	396,19006	-0,00909
274,2	-0,0378	396,78473	-0,01243	396,78473	-0,0057	396,78473	-0,00921
274,4	-0,03775	397,37936	-0,01271	397,37936	-0,00606	397,37936	-0,0094
274,6	-0,03772	397,97397	-0,01311	397,97397	-0,00655	397,97397	-0,00969
274,8	-0,03765	398,56854	-0,01368	398,56854	-0,00697	398,56854	-0,00976
275	-0,03762	399,16309	-0,01394	399,16309	-0,00761	399,16309	-0,00995
275,2	-0,03762	399,7576	-0,01437	399,7576	-0,00787	399,7576	-0,01016
275,4	-0,03762	400,35208	-0,01473	400,35208	-0,00829	400,35208	-0,01046
275,6	-0,03758	400,94653	-0,01525	400,94653	-0,00884	400,94653	-0,01057
275,8	-0,03757	401,54095	-0,01555	401,54095	-0,00934	401,54095	-0,01084
276	-0,03754	402,13535	-0,0159	402,13535	-0,00977	402,13535	-0,01121
276,2	-0,0375	402,72971	-0,0162	402,72971	-0,01038	402,72971	-0,01158
276,4	-0,03745	403,32404	-0,01649	403,32404	-0,01084	403,32404	-0,01181
276,6	-0,0374	403,91837	-0,017	403,91837	-0,01144	403,91837	-0,01221
276,8	-0,03736	404,51263	-0,01736	404,51263	-0,01182	404,51263	-0,01265
277	-0,03732	405,10687	-0,0178	405,10687	-0,01233	405,10687	-0,01313
277,2	-0,03726	405,70108	-0,01815	405,70108	-0,01303	405,70108	-0,01356
277,4	-0,03727	406,29526	-0,0185	406,29526	-0,01359	406,29526	-0,01402
277,6	-0,03728	406,8894	-0,01882	406,8894	-0,01416	406,8894	-0,01451
277,8	-0,0373	407,48352	-0,01908	407,48352	-0,01478	407,48352	-0,01502
278	-0,03729	408,07761	-0,01942	408,07761	-0,01546	408,07761	-0,0156
278,2	-0,03728	408,67166	-0,01994	408,67166	-0,01619	408,67166	-0,01619
278,4	-0,03733	409,26569	-0,02035	409,26569	-0,01682	409,26569	-0,01682
278,6	-0,03735	409,85968	-0,02073	409,85968	-0,01748	409,85968	-0,0174
278,8	-0,03733	410,45364	-0,02102	410,45364	-0,01815	410,45364	-0,01799
279	-0,03737	411,04758	-0,02125	411,04758	-0,01867	411,04758	-0,01847
279,2	-0,03739	411,64148	-0,02152	411,64148	-0,01938	411,64148	-0,01894
279,4	-0,03738	412,23535	-0,02194	412,23535	-0,01997	412,23535	-0,01954
279,6	-0,03736	412,82919	-0,02223	412,82919	-0,0205	412,82919	-0,02023
279,8	-0,03735	413,423	-0,02247	413,423	-0,02121	413,423	-0,02091
280	-0,03732	414,01678	-0,02258	414,01678	-0,02182	414,01678	-0,02165
280,2	-0,03734	414,61053	-0,0227	414,61053	-0,02272	414,61053	-0,02246
280,4	-0,03732	415,20425	-0,02304	415,20425	-0,02347	415,20425	-0,02322
280,6	-0,03731	415,79794	-0,02324	415,79794	-0,02422	415,79794	-0,02409
280,8	-0,03732	416,3916	-0,02346	416,3916	-0,02489	416,3916	-0,02486
281	-0,03731	416,98523	-0,0239	416,98523	-0,02556	416,98523	-0,02574
281,2	-0,03731	417,57883	-0,02429	417,57883	-0,02612	417,57883	-0,02636
281,4	-0,03734	418,17239	-0,02444	418,17239	-0,02696	418,17239	-0,02701
281,6	-0,03736	418,76593	-0,02464	418,76593	-0,0276	418,76593	-0,02776
281,8	-0,03736	419,35941	-0,02482	419,35941	-0,02817	419,35941	-0,0286
282	-0,03736	419,95288	-0,02523	419,95288	-0,02894	419,95288	-0,02931
282,2	-0,03738	420,54633	-0,02539	420,54633	-0,02977	420,54633	-0,03006
282,4	-0,0374	421,13974	-0,02551	421,13974	-0,03033	421,13974	-0,03088
282,6	-0,03739	421,73312	-0,02538	421,73312	-0,03099	421,73312	-0,03187
282,8	-0,03737	422,32648	-0,02539	422,32648	-0,03179	422,32648	-0,03286
283	-0,03736	422,9198	-0,02554	422,9198	-0,03269	422,9198	-0,03376
283,2	-0,0373	423,51306	-0,02564	423,51306	-0,03351	423,51306	-0,03456
283,4	-0,03729	424,10632	-0,0258	424,10632	-0,03416	424,10632	-0,03537
283,6	-0,03726	424,69955	-0,02585	424,69955	-0,03478	424,69955	-0,03618
283,8	-0,03725	425,29276	-0,026	425,29276	-0,03529	425,29276	-0,03699
284	-0,03726	425,88589	-0,02621	425,88589	-0,03603	425,88589	-0,03771
284,2	-0,03724	426,47903	-0,0266	426,47903	-0,03675	426,47903	-0,03848
284,4	-0,03723	427,07214	-0,02681	427,07214	-0,03732	427,07214	-0,03925
284,6	-0,03725	427,66519	-0,02682	427,66519	-0,03799	427,66519	-0,04007
284,8	-0,03727	428,25824	-0,02678	428,25824	-0,03851	428,25824	-0,04081
285	-0,03727	428,85126	-0,02678	428,85126	-0,03917	428,85126	-0,04158
285,2	-0,0373	429,44421	-0,02687	429,44421	-0,03985	429,44421	-0,04226
285,4	-0,03729	430,03717	-0,02679	430,03717	-0,04042	430,03717	-0,04306
285,6	-0,03723	430,63007	-0,02688	430,63007	-0,04094	430,63007	-0,04386
285,8	-0,03719	431,22296	-0,02673	431,22296	-0,0416	431,22296	-0,04462
286	-0,0372	431,8158	-0,02664	431,8158	-0,04216	431,8158	-0,04532
286,2	-0,03716	432,40863	-0,02656	432,40863	-0,04263	432,40863	-0,04623
286,4	-0,03719	433,0014	-0,0265	433,0014	-0,04287	433,0014	-0,04705
286,6	-0,03717	433,59418	-0,02633	433,59418	-0,04336	433,59418	-0,04791
286,8	-0,03713	434,18689	-0,02655	434,18689	-0,04399	434,18689	-0,04867
287	-0,03712	434,77957	-0,02656	434,77957	-0,04449	434,77957	-0,04948
287,2	-0,03715	435,37225	-0,02652	435,37225	-0,04489	435,37225	-0,05026
287,4	-0,03715	435,96487	-0,02622	435,96487	-0,04539	435,96487	-0,05097
287,6	-0,03714	436,55746	-0,02616	436,55746	-0,04584	436,55746	-0,05169
287,8	-0,0372	437,15005	-0,02631	437,15005	-0,04648	437,15005	-0,05234
288	-0,03721	437,74258	-0,02624	437,74258	-0,0471	437,74258	-0,05301
288,2	-0,03718	438,33508	-0,02599	438,33508	-0,04744	438,33508	-0,05387
288,4	-0,03723	438,92755	-0,0258	438,92755	-0,04787	438,92755	-0,05474
288,6	-0,03725	439,51999	-0,02569	439,51999	-0,04855	439,51999	-0,05541
288,8	-0,03726	440,1124	-0,02559	440,1124	-0,0491	440,1124	-0,05609
289	-0,03726	440,70477	-0,02591	440,70477	-0,04947	440,70477	-0,05694
289,2	-0,03726	441,29712	-0,02579	441,29712	-0,04974	441,29712	-0,05785
289,4	-0,03722	441,88943	-0,02565	441,88943	-0,05013	441,88943	-0,05853
289,6	-0,03725	442,48172	-0,02557	442,48172	-0,05049	442,48172	-0,05918
289,8	-0,03723	443,07397	-0,02547	443,07397	-0,05096	443,07397	-0,05977
290	-0,03724	443,6662	-0,02545	443,6662	-0,05157	443,6662	-0,06044
290,2	-0,03725	444,25839	-0,02545	444,25839	-0,05185	444,25839	-0,06128
290,4	-0,03729	444,85056	-0,0254	444,85056	-0,0522	444,85056	-0,06213
290,6	-0,03723	445,44269	-0,02539	445,44269	-0,05267	445,44269	-0,06287
290,8	-0,03722	446,03476	-0,02538	446,03476	-0,0529	446,03476	-0,06347
291	-0,03723	446,62683	-0,02525	446,62683	-0,05331	446,62683	-0,06435
291,2	-0,03722	447,21887	-0,0252	447,21887	-0,05367	447,21887	-0,06499
291,4	-0,03717	447,81085	-0,02521	447,81085	-0,05408	447,81085	-0,0657
291,6	-0,0372	448,40283	-0,02535	448,40283	-0,05436	448,40283	-0,06639
291,8	-0,03725	448,99478	-0,02538	448,99478	-0,05476	448,99478	-0,06707
292	-0,0372	449,58667	-0,02508	449,58667	-0,05511	449,58667	-0,06776
292,2	-0,03721	450,17856	-0,02492	450,17856	-0,0554	450,17856	-0,0685
292,4	-0,03726	450,77039	-0,02495	450,77039	-0,05577	450,77039	-0,06907
292,6	-0,03721	451,36218	-0,02481	451,36218	-0,05628	451,36218	-0,06976
292,8	-0,03719	451,95398	-0,02464	451,95398	-0,0566	451,95398	-0,07036
293	-0,03725	452,54572	-0,02468	452,54572	-0,05669	452,54572	-0,07117
293,2	-0,03728	453,13742	-0,02436	453,13742	-0,05682	453,13742	-0,07175
293,4	-0,03727	453,72913	-0,02437	453,72913	-0,05718	453,72913	-0,07204
293,6	-0,03732	454,32077	-0,0241	454,32077	-0,05742	454,32077	-0,07237
293,8	-0,03731	454,91238	-0,02394	454,91238	-0,05735	454,91238	-0,07282
294	-0,03739	455,50397	-0,0238	455,50397	-0,05738	455,50397	-0,0732
294,2	-0,03742	456,09552	-0,02369	456,09552	-0,05746	456,09552	-0,07349
294,4	-0,03743	456,68704	-0,02359	456,68704	-0,05766	456,68704	-0,07396
294,6	-0,03745	457,27853	-0,02343	457,27853	-0,05768	457,27853	-0,07438
294,8	-0,03752	457,87	-0,02303	457,87	-0,0577	457,87	-0,07479
295	-0,0376	458,46143	-0,02268	458,46143	-0,05781	458,46143	-0,07503
295,2	-0,03766	459,0528	-0,02255	459,0528	-0,05789	459,0528	-0,07518
295,4	-0,03771	459,64417	-0,02237	459,64417	-0,05795	459,64417	-0,07546
295,6	-0,03778	460,2355	-0,02203	460,2355	-0,05786	460,2355	-0,07584
295,8	-0,03784	460,82678	-0,02186	460,82678	-0,05794	460,82678	-0,07618
296	-0,03787	461,41806	-0,02178	461,41806	-0,05797	461,41806	-0,07636
296,2	-0,03792	462,00928	-0,02161	462,00928	-0,05798	462,00928	-0,0764
296,4	-0,03793	462,60049	-0,02128	462,60049	-0,05803	462,60049	-0,07647
296,6	-0,03796	463,19165	-0,02091	463,19165	-0,05785	463,19165	-0,0765
296,8	-0,03799	463,78281	-0,02084	463,78281	-0,05763	463,78281	-0,07652
297	-0,03803	464,3739	-0,02075	464,3739	-0,05751	464,3739	-0,07666
297,2	-0,03801	464,96497	-0,02036	464,96497	-0,05739	464,96497	-0,07675
297,4	-0,03804	465,55603	-0,02016	465,55603	-0,0573	465,55603	-0,07678
297,6	-0,03809	466,14703	-0,01977	466,14703	-0,05719	466,14703	-0,07674
297,8	-0,03811	466,73801	-0,01956	466,73801	-0,0571	466,73801	-0,07688
298	-0,03816	467,32895	-0,01927	467,32895	-0,05692	467,32895	-0,07671
298,2	-0,03824	467,91986	-0,01896	467,91986	-0,05687	467,91986	-0,07675
298,4	-0,03832	468,51074	-0,01878	468,51074	-0,0567	468,51074	-0,07662
298,6	-0,03838	469,10159	-0,01858	469,10159	-0,05653	469,10159	-0,07652
298,8	-0,0384	469,69238	-0,01827	469,69238	-0,0562	469,69238	-0,07655
299	-0,03842	470,28317	-0,01803	470,28317	-0,05598	470,28317	-0,0764
299,2	-0,03843	470,87393	-0,01796	470,87393	-0,05581	470,87393	-0,07626
299,4	-0,03847	471,46463	-0,01768	471,46463	-0,05563	471,46463	-0,07622
299,6	-0,03852	472,05533	-0,01753	472,05533	-0,05531	472,05533	-0,07608
299,8	-0,03861	472,64597	-0,0173	472,64597	-0,05508	472,64597	-0,07603
300	-0,03868	473,2366	-0,01704	473,2366	-0,0551	473,2366	-0,07592
300,2	-0,03871	473,82718	-0,01667	473,82718	-0,05497	473,82718	-0,07579
300,4	-0,03876	474,41776	-0,01631	474,41776	-0,05488	474,41776	-0,07576
300,6	-0,03881	475,00827	-0,01624	475,00827	-0,05472	475,00827	-0,07527
300,8	-0,03884	475,59875	-0,01608	475,59875	-0,05455	475,59875	-0,07555
301	-0,03889	476,18921	-0,01568	476,18921	-0,05433	476,18921	-0,07514
301,2	-0,03896	476,77963	-0,01538	476,77963	-0,05401	476,77963	-0,07523
301,4	-0,03902	477,37003	-0,01541	477,37003	-0,05372	477,37003	-0,07474
301,6	-0,03905	477,96039	-0,01523	477,96039	-0,05342	477,96039	-0,07482
301,8	-0,0391	478,55072	-0,01504	478,55072	-0,05312	478,55072	-0,07483
302	-0,03917	479,14102	-0,01489	479,14102	-0,05316	479,14102	-0,07491
302,2	-0,03924	479,73126	-0,01478	479,73126	-0,05301	479,73126	-0,07492
302,4	-0,03924	480,3215	-0,01432	480,3215	-0,05292	480,3215	-0,0747
302,6	-0,03925	480,91168	-0,01418	480,91168	-0,05276	480,91168	-0,07448
302,8	-0,03929	481,50186	-0,01386	481,50186	-0,05261	481,50186	-0,07441
303	-0,03938	482,09198	-0,01425	482,09198	-0,0526	482,09198	-0,07437
303,2	-0,03947	482,6821	-0,01374	482,6821	-0,05261	482,6821	-0,0743
303,4	-0,03955	483,27216	-0,01385	483,27216	-0,05255	483,27216	-0,0743
303,6	-0,03973	483,86218	-0,01372	483,86218	-0,05243	483,86218	-0,07433
303,8	-0,03986	484,45218	-0,01352	484,45218	-0,05221	484,45218	-0,07435
304	-0,0399	485,04214	-0,01349	485,04214	-0,05208	485,04214	-0,07421
304,2	-0,03995	485,63208	-0,01342	485,63208	-0,05199	485,63208	-0,07412
304,4	-0,03998	486,22198	-0,01336	486,22198	-0,05179	486,22198	-0,07412
304,6	-0,04004	486,81186	-0,01335	486,81186	-0,05174	486,81186	-0,07408
304,8	-0,04015	487,4017	-0,01325	487,4017	-0,05166	487,4017	-0,07392
305	-0,04026	487,99152	-0,01307	487,99152	-0,05151	487,99152	-0,07403
305,2	-0,04039	488,58127	-0,01298	488,58127	-0,05146	488,58127	-0,07392
305,4	-0,04044	489,17102	-0,0129	489,17102	-0,05148	489,17102	-0,07394
305,6	-0,04051	489,76071	-0,01271	489,76071	-0,05137	489,76071	-0,07392
305,8	-0,0406	490,3504	-0,01272	490,3504	-0,05124	490,3504	-0,0738
306	-0,04067	490,94003	-0,01255	490,94003	-0,05113	490,94003	-0,07379
306,2	-0,04076	491,52963	-0,01238	491,52963	-0,05096	491,52963	-0,07364
306,4	-0,04084	492,1192	-0,01244	492,1192	-0,05086	492,1192	-0,07349
306,6	-0,04092	492,70874	-0,01238	492,70874	-0,05059	492,70874	-0,07344
306,8	-0,04098	493,29825	-0,01225	493,29825	-0,05043	493,29825	-0,0733
307	-0,04106	493,88773	-0,0121	493,88773	-0,05037	493,88773	-0,07308
307,2	-0,04106	494,47717	-0,01214	494,47717	-0,05018	494,47717	-0,0729
307,4	-0,04109	495,06659	-0,01202	495,06659	-0,0499	495,06659	-0,07285
307,6	-0,04118	495,65594	-0,01176	495,65594	-0,04999	495,65594	-0,07266
307,8	-0,04114	496,2453	-0,01154	496,2453	-0,04987	496,2453	-0,07256
308	-0,04112	496,83459	-0,01157	496,83459	-0,04995	496,83459	-0,07264
308,2	-0,04115	497,42389	-0,01146	497,42389	-0,04948	497,42389	-0,07243
308,4	-0,04118	498,01312	-0,01124	498,01312	-0,04919	498,01312	-0,07215
308,6	-0,0413	498,60233	-0,01101	498,60233	-0,04883	498,60233	-0,07173
308,8	-0,04138	499,1915	-0,01099	499,1915	-0,0486	499,1915	-0,07136
309	-0,04151	499,78064	-0,01077	499,78064	-0,04839	499,78064	-0,07102
309,2	-0,04159	500,36975	-0,01067	500,36975	-0,04812	500,36975	-0,07071
309,4	-0,0417	500,95883	-0,01063	500,95883	-0,04781	500,95883	-0,07037
309,6	-0,04186	501,54788	-0,01048	501,54788	-0,04755	501,54788	-0,07003
309,8	-0,04196	502,1369	-0,0102	502,1369	-0,04721	502,1369	-0,0696
310	-0,04204	502,72586	-0,00986	502,72586	-0,04692	502,72586	-0,06913
310,2	-0,04211	503,31482	-0,00977	503,31482	-0,04667	503,31482	-0,06873
310,4	-0,04211	503,90372	-0,00971	503,90372	-0,04634	503,90372	-0,0683
310,6	-0,04216	504,49258	-0,00941	504,49258	-0,04597	504,49258	-0,06779
310,8	-0,04226	505,08145	-0,00917	505,08145	-0,04559	505,08145	-0,06728
311	-0,04236	505,67026	-0,00909	505,67026	-0,04522	505,67026	-0,06672
311,2	-0,04245	506,25903	-0,00894	506,25903	-0,04495	506,25903	-0,06605
311,4	-0,04256	506,84778	-0,00873	506,84778	-0,04451	506,84778	-0,06538
311,6	-0,04266	507,43649	-0,00851	507,43649	-0,04391	507,43649	-0,06492
311,8	-0,04278	508,02515	-0,00834	508,02515	-0,04354	508,02515	-0,06432
312	-0,04288	508,6138	-0,00826	508,6138	-0,04328	508,6138	-0,06358
312,2	-0,04301	509,20242	-0,00795	509,20242	-0,04294	509,20242	-0,06299
312,4	-0,04316	509,79099	-0,00772	509,79099	-0,04261	509,79099	-0,0623
312,6	-0,04328	510,37952	-0,00749	510,37952	-0,04228	510,37952	-0,06167
312,8	-0,04339	510,96805	-0,00739	510,96805	-0,04191	510,96805	-0,06109
313	-0,04346	511,55652	-0,00721	511,55652	-0,04154	511,55652	-0,06044
313,2	-0,04353	512,14496	-0,00713	512,14496	-0,04113	512,14496	-0,0598
313,4	-0,04364	512,73334	-0,00706	512,73334	-0,04079	512,73334	-0,05923
313,6	-0,04374	513,32172	-0,00701	513,32172	-0,04037	513,32172	-0,05864
313,8	-0,04381	513,9101	-0,00672	513,9101	-0,04002	513,9101	-0,05797
314	-0,04385	514,49841	-0,00664	514,49841	-0,03966	514,49841	-0,0574
314,2	-0,04391	515,08667	-0,00659	515,08667	-0,03933	515,08667	-0,05687
314,4	-0,04401	515,67493	-0,00655	515,67493	-0,03902	515,67493	-0,05632
314,6	-0,04414	516,26312	-0,00645	516,26312	-0,0388	516,26312	-0,05586
314,8	-0,0442	516,85126	-0,00651	516,85126	-0,03859	516,85126	-0,05548
315	-0,04423	517,43939	-0,00669	517,43939	-0,03841	517,43939	-0,05515
315,2	-0,04428	518,02753	-0,00665	518,02753	-0,03833	518,02753	-0,05488
315,4	-0,04432	518,6156	-0,00665	518,6156	-0,03819	518,6156	-0,0546
315,6	-0,04442	519,20361	-0,00683	519,20361	-0,0382	519,20361	-0,05449
315,8	-0,04452	519,79163	-0,00695	519,79163	-0,03819	519,79163	-0,05427
316	-0,04456	520,37964	-0,00707	520,37964	-0,03829	520,37964	-0,05416
316,2	-0,04462	520,96753	-0,00718	520,96753	-0,03829	520,96753	-0,05415
316,4	-0,0447	521,55548	-0,0073	521,55548	-0,03838	521,55548	-0,05421
316,6	-0,04475	522,14331	-0,00757	522,14331	-0,03856	522,14331	-0,05425
316,8	-0,04481	522,73114	-0,00794	522,73114	-0,03868	522,73114	-0,05444
317	-0,04483	523,31897	-0,00831	523,31897	-0,03888	523,31897	-0,05469
317,2	-0,04485	523,90674	-0,00846	523,90674	-0,03912	523,90674	-0,0549
317,4	-0,04481	524,49445	-0,00877	524,49445	-0,03953	524,49445	-0,05534
317,6	-0,04476	525,08215	-0,00905	525,08215	-0,03982	525,08215	-0,05581
317,8	-0,0447	525,6698	-0,00921	525,6698	-0,04025	525,6698	-0,05627
318	-0,04463	526,25745	-0,00959	526,25745	-0,04071	526,25745	-0,05687
318,2	-0,04463	526,84503	-0,00997	526,84503	-0,04107	526,84503	-0,05762
318,4	-0,04466	527,43262	-0,01031	527,43262	-0,04154	527,43262	-0,05833
318,6	-0,04462	528,02014	-0,01046	528,02014	-0,04204	528,02014	-0,05893
318,8	-0,04461	528,60767	-0,01075	528,60767	-0,04243	528,60767	-0,05966
319	-0,04467	529,19513	-0,01101	529,19513	-0,04296	529,19513	-0,06054
319,2	-0,04475	529,78253	-0,01122	529,78253	-0,04348	529,78253	-0,06141
319,4	-0,04484	530,36993	-0,01164	530,36993	-0,04409	530,36993	-0,06235
319,6	-0,04485	530,95728	-0,01196	530,95728	-0,04465	530,95728	-0,06329
319,8	-0,04487	531,54462	-0,01219	531,54462	-0,04528	531,54462	-0,06417
320	-0,04488	532,1319	-0,01244	532,1319	-0,04592	532,1319	-0,06515
320,2	-0,04486	532,71918	-0,0127	532,71918	-0,04646	532,71918	-0,06628
320,4	-0,04478	533,3064	-0,01309	533,3064	-0,04702	533,3064	-0,06725
320,6	-0,0447	533,89355	-0,01337	533,89355	-0,04764	533,89355	-0,06817
320,8	-0,04465	534,48071	-0,01359	534,48071	-0,0481	534,48071	-0,06924
321	-0,04459	535,06787	-0,01383	535,06787	-0,04861	535,06787	-0,07028
321,2	-0,04456	535,65497	-0,01375	535,65497	-0,04911	535,65497	-0,07128
321,4	-0,0446	536,242	-0,0139	536,242	-0,04951	536,242	-0,07227
321,6	-0,0446	536,82904	-0,01404	536,82904	-0,04996	536,82904	-0,07342
321,8	-0,0446	537,41602	-0,01398	537,41602	-0,05027	537,41602	-0,07426
322	-0,04453	538,00293	-0,01406	538,00293	-0,05069	538,00293	-0,07512
322,2	-0,04455	538,58984	-0,01416	538,58984	-0,05092	538,58984	-0,07596
322,4	-0,04455	539,17676	-0,01417	539,17676	-0,05134	539,17676	-0,07684
322,6	-0,04453	539,76361	-0,01421	539,76361	-0,05162	539,76361	-0,07774
322,8	-0,04453	540,3504	-0,0144	540,3504	-0,05196	540,3504	-0,07869
323	-0,0445	540,93719	-0,01454	540,93719	-0,05244	540,93719	-0,07937
323,2	-0,04443	541,52393	-0,01445	541,52393	-0,05281	541,52393	-0,08005
323,4	-0,04431	542,11066	-0,01439	542,11066	-0,05301	542,11066	-0,08077
323,6	-0,04413	542,69733	-0,01423	542,69733	-0,05317	542,69733	-0,08134
323,8	-0,04408	543,28394	-0,01421	543,28394	-0,05345	543,28394	-0,08184
324	-0,04391	543,87054	-0,01426	543,87054	-0,05356	543,87054	-0,08238
324,2	-0,04371	544,45715	-0,01432	544,45715	-0,05363	544,45715	-0,08286
324,4	-0,04354	545,04364	-0,01426	545,04364	-0,05374	545,04364	-0,08324
324,6	-0,0434	545,63019	-0,01407	545,63019	-0,05375	545,63019	-0,08349
324,8	-0,04328	546,21661	-0,01406	546,21661	-0,05378	546,21661	-0,08384
325	-0,04315	546,80304	-0,01389	546,80304	-0,05382	546,80304	-0,08411
325,2	-0,04297	547,38947	-0,01362	547,38947	-0,05382	547,38947	-0,08428
325,4	-0,04287	547,97583	-0,01366	547,97583	-0,05383	547,97583	-0,08443
325,6	-0,04272	548,56213	-0,01358	548,56213	-0,05373	548,56213	-0,08468
325,8	-0,04254	549,14844	-0,01349	549,14844	-0,05365	549,14844	-0,08485
326	-0,04238	549,73474	-0,01352	549,73474	-0,05364	549,73474	-0,08488
326,2	-0,04223	550,32092	-0,01341	550,32092	-0,05355	550,32092	-0,08496
326,4	-0,04202	550,9071	-0,01334	550,9071	-0,05355	550,9071	-0,0851
326,6	-0,04181	551,49329	-0,01333	551,49329	-0,05352	551,49329	-0,08519
326,8	-0,04163	552,07941	-0,01315	552,07941	-0,05343	552,07941	-0,08529
327	-0,04144	552,66553	-0,0131	552,66553	-0,05349	552,66553	-0,08547
327,2	-0,04123	553,25153	-0,0129	553,25153	-0,05343	553,25153	-0,08553
327,4	-0,04102	553,83759	-0,01292	553,83759	-0,05348	553,83759	-0,08571
327,6	-0,04081	554,42358	-0,0129	554,42358	-0,05352	554,42358	-0,08591
327,8	-0,04064	555,00952	-0,013	555,00952	-0,05362	555,00952	-0,08611
328	-0,04039	555,5954	-0,01302	555,5954	-0,05372	555,5954	-0,08625
328,2	-0,04025	556,18127	-0,01302	556,18127	-0,0537	556,18127	-0,08655
328,4	-0,0401	556,76715	-0,01307	556,76715	-0,05378	556,76715	-0,08672
328,6	-0,03991	557,35297	-0,01314	557,35297	-0,05389	557,35297	-0,08668
328,8	-0,03977	557,93872	-0,01323	557,93872	-0,05389	557,93872	-0,08679
329	-0,03959	558,52448	-0,01328	558,52448	-0,05379	558,52448	-0,08697
329,2	-0,03939	559,11017	-0,01343	559,11017	-0,05364	559,11017	-0,08717
329,4	-0,0392	559,69586	-0,01359	559,69586	-0,05354	559,69586	-0,08734
329,6	-0,03893	560,28149	-0,01363	560,28149	-0,0536	560,28149	-0,08737
329,8	-0,03865	560,86707	-0,01381	560,86707	-0,05361	560,86707	-0,08744
