Wavelength, nm	Absorbance, a.u. - curve 4	Wavelength, nm	Absorbance, a.u. - curve 1	Wavelength, nm	Absorbance, a.u. - curve 3	Wavelength, nm	Absorbance, a.u. - curve 2
209,2	-0,14723	202,01993	-0,03701	202,01993	-0,06578	202,01993	-0,09237
209,4	-0,14584	202,62352	-0,02995	202,62352	-0,06536	202,62352	-0,095
209,6	-0,14445	203,22708	-0,03442	203,22708	-0,07105	203,22708	-0,09039
209,8	-0,14295	203,83063	-0,03405	203,83063	-0,07319	203,83063	-0,08854
210	-0,14161	204,43416	-0,02666	204,43416	-0,06804	204,43416	-0,09304
210,2	-0,14038	205,03764	-0,03853	205,03764	-0,06792	205,03764	-0,09133
210,4	-0,13902	205,64111	-0,03918	205,64111	-0,06244	205,64111	-0,08655
210,6	-0,13769	206,24457	-0,04395	206,24457	-0,0672	206,24457	-0,08462
210,8	-0,13633	206,84798	-0,04683	206,84798	-0,06156	206,84798	-0,07792
211	-0,13496	207,45139	-0,04512	207,45139	-0,06275	207,45139	-0,07738
211,2	-0,13368	208,05475	-0,0456	208,05475	-0,05857	208,05475	-0,07604
211,4	-0,1324	208,6581	-0,04907	208,6581	-0,06976	208,6581	-0,07846
211,6	-0,13106	209,26141	-0,0507	209,26141	-0,07219	209,26141	-0,07963
211,8	-0,12983	209,86472	-0,03162	209,86472	-0,07322	209,86472	-0,0841
212	-0,12852	210,46799	-0,02901	210,46799	-0,07041	210,46799	-0,08615
212,2	-0,12718	211,07123	-0,02072	211,07123	-0,07391	211,07123	-0,0875
212,4	-0,12593	211,67445	-0,02422	211,67445	-0,07118	211,67445	-0,0929
212,6	-0,12463	212,27765	-0,01859	212,27765	-0,07268	212,27765	-0,09771
212,8	-0,12333	212,88081	-0,02044	212,88081	-0,06869	212,88081	-0,09693
213	-0,12218	213,48396	-0,0147	213,48396	-0,0698	213,48396	-0,09933
213,2	-0,12093	214,08708	-0,01902	214,08708	-0,06908	214,08708	-0,0904
213,4	-0,11976	214,69017	-0,00967	214,69017	-0,06453	214,69017	-0,08567
213,6	-0,11862	215,29324	-0,02222	215,29324	-0,06183	215,29324	-0,08846
213,8	-0,11748	215,89629	-0,02715	215,89629	-0,05915	215,89629	-0,08711
214	-0,11642	216,49931	-0,02543	216,49931	-0,05029	216,49931	-0,08614
214,2	-0,11528	217,10229	-0,02019	217,10229	-0,0575	217,10229	-0,09098
214,4	-0,11401	217,70526	-0,01262	217,70526	-0,05655	217,70526	-0,08203
214,6	-0,11282	218,30821	-0,02039	218,30821	-0,06025	218,30821	-0,08487
214,8	-0,11162	218,91113	-0,00875	218,91113	-0,06012	218,91113	-0,08625
215	-0,11038	219,51402	-0,00788	219,51402	-0,06165	219,51402	-0,08559
215,2	-0,10925	220,11688	-0,01548	220,11688	-0,05779	220,11688	-0,0804
215,4	-0,10811	220,71973	-0,02098	220,71973	-0,05872	220,71973	-0,08332
215,6	-0,10697	221,32256	-0,01591	221,32256	-0,05472	221,32256	-0,07783
215,8	-0,10582	221,92534	-0,01389	221,92534	-0,0484	221,92534	-0,07511
216	-0,10466	222,52811	-0,02356	222,52811	-0,04679	222,52811	-0,07634
216,2	-0,10355	223,13084	-0,02385	223,13084	-0,04785	223,13084	-0,07274
216,4	-0,10243	223,73357	-0,03206	223,73357	-0,04556	223,73357	-0,07114
216,6	-0,10134	224,33626	-0,02307	224,33626	-0,04396	224,33626	-0,07159
216,8	-0,10028	224,93892	-0,02264	224,93892	-0,03978	224,93892	-0,06835
217	-0,09926	225,54155	-0,0196	225,54155	-0,04054	225,54155	-0,06697
217,2	-0,09817	226,14417	-0,01695	226,14417	-0,03852	226,14417	-0,06561
217,4	-0,09715	226,74675	-0,01384	226,74675	-0,04244	226,74675	-0,06733
217,6	-0,09609	227,34932	-0,01703	227,34932	-0,03377	227,34932	-0,06603
217,8	-0,09502	227,95186	-0,00952	227,95186	-0,03159	227,95186	-0,06702
218	-0,09403	228,55437	-0,00126	228,55437	-0,02826	228,55437	-0,0639
218,2	-0,09293	229,15685	-0,00203	229,15685	-0,02832	229,15685	-0,06111
218,4	-0,09191	229,75931	-0,00663	229,75931	-0,0252	229,75931	-0,05932
218,6	-0,09094	230,36174	-0,00912	230,36174	-0,02705	230,36174	-0,05505
218,8	-0,08994	230,96416	-0,00703	230,96416	-0,02167	230,96416	-0,05146
219	-0,08906	231,56654	-0,0105	231,56654	-0,0199	231,56654	-0,05163
219,2	-0,0882	232,1689	-0,00869	232,1689	-0,02095	232,1689	-0,04859
219,4	-0,08734	232,77122	-0,00319	232,77122	-0,02028	232,77122	-0,04174
219,6	-0,08648	233,37354	8,5626E-4	233,37354	-0,02004	233,37354	-0,03671
219,8	-0,08562	233,97581	-0,00165	233,97581	-0,01806	233,97581	-0,03563
220	-0,08486	234,57806	-6,60992E-4	234,57806	-0,01909	234,57806	-0,03319
220,2	-0,08407	235,1803	1,14824E-4	235,1803	-0,01786	235,1803	-0,0326
220,4	-0,08334	235,7825	-0,00124	235,7825	-0,01268	235,7825	-0,0335
220,6	-0,08262	236,38467	0,00227	236,38467	-0,01045	236,38467	-0,0302
220,8	-0,08182	236,98683	4,43131E-4	236,98683	-0,00935	236,98683	-0,02907
221	-0,08109	237,58896	8,65744E-4	237,58896	-0,00842	237,58896	-0,02389
221,2	-0,08042	238,19106	-5,92551E-4	238,19106	-0,00414	238,19106	-0,02028
221,4	-0,07972	238,79312	7,87533E-4	238,79312	-0,00412	238,79312	-0,02071
221,6	-0,07905	239,39517	-3,96432E-4	239,39517	-0,00178	239,39517	-0,01723
221,8	-0,07845	239,99719	5,98739E-4	239,99719	-0,0047	239,99719	-0,01512
222	-0,07785	240,5992	1,24025E-4	240,5992	-0,00515	240,5992	-0,01596
222,2	-0,07718	241,20117	-0,00107	241,20117	-0,0061	241,20117	-0,01823
222,4	-0,07659	241,80312	-2,82088E-4	241,80312	-0,00591	241,80312	-0,01521
222,6	-0,07599	242,40503	-3,5116E-4	242,40503	-0,00628	242,40503	-0,01614
222,8	-0,07543	243,00693	-0,00143	243,00693	-0,00579	243,00693	-0,01506
223	-0,07487	243,6088	-0,00144	243,6088	-0,00591	243,6088	-0,01394
223,2	-0,0743	244,21063	-0,00194	244,21063	-0,00646	244,21063	-0,0127
223,4	-0,07372	244,81244	-0,00242	244,81244	-0,00626	244,81244	-0,01271
223,6	-0,07311	245,41423	-0,00193	245,41423	-0,00596	245,41423	-0,01243
223,8	-0,07257	246,01599	-0,00148	246,01599	-0,00723	246,01599	-0,01264
224	-0,07206	246,61774	-0,00162	246,61774	-0,00747	246,61774	-0,01195
224,2	-0,07151	247,21944	-0,00179	247,21944	-0,00837	247,21944	-0,01217
224,4	-0,07099	247,82112	-0,0022	247,82112	-0,00894	247,82112	-0,01211
224,6	-0,07047	248,42279	-0,00212	248,42279	-0,00924	248,42279	-0,01243
224,8	-0,06998	249,02441	-0,00257	249,02441	-0,00908	249,02441	-0,01238
225	-0,06957	249,62602	-0,00268	249,62602	-0,00942	249,62602	-0,01263
225,2	-0,06909	250,2276	-0,00296	250,2276	-0,00985	250,2276	-0,01267
225,4	-0,06861	250,82916	-0,00319	250,82916	-0,01018	250,82916	-0,01286
225,6	-0,0682	251,43068	-0,0034	251,43068	-0,01034	251,43068	-0,01315
225,8	-0,0677	252,03218	-0,00355	252,03218	-0,01082	252,03218	-0,0135
226	-0,06721	252,63367	-0,00366	252,63367	-0,01107	252,63367	-0,01368
226,2	-0,06674	253,23511	-0,00382	253,23511	-0,0115	253,23511	-0,01395
226,4	-0,06632	253,83653	-0,00382	253,83653	-0,01174	253,83653	-0,01408
226,6	-0,06595	254,43793	-0,00375	254,43793	-0,01215	254,43793	-0,01425
226,8	-0,06558	255,03931	-0,00388	255,03931	-0,01232	255,03931	-0,01441
227	-0,06521	255,64064	-0,00386	255,64064	-0,01263	255,64064	-0,0148
227,2	-0,06485	256,24197	-0,00388	256,24197	-0,01279	256,24197	-0,01489
227,4	-0,06453	256,84326	-0,00387	256,84326	-0,01304	256,84326	-0,01516
227,6	-0,06424	257,44452	-0,00397	257,44452	-0,01297	257,44452	-0,01524
227,8	-0,06399	258,04575	-0,00403	258,04575	-0,01324	258,04575	-0,01543
228	-0,06372	258,64697	-0,00409	258,64697	-0,01314	258,64697	-0,01554
228,2	-0,06341	259,24814	-0,0041	259,24814	-0,01335	259,24814	-0,01561
228,4	-0,06313	259,8493	-0,00406	259,8493	-0,01341	259,8493	-0,01555
228,6	-0,06283	260,45044	-0,00402	260,45044	-0,01354	260,45044	-0,01574
228,8	-0,06255	261,05154	-0,00425	261,05154	-0,01361	261,05154	-0,01573
229	-0,06227	261,65262	-0,00415	261,65262	-0,0137	261,65262	-0,01587
229,2	-0,06195	262,25369	-0,00419	262,25369	-0,01376	262,25369	-0,01605
229,4	-0,06166	262,85471	-0,00414	262,85471	-0,01383	262,85471	-0,01605
229,6	-0,06137	263,45572	-0,00402	263,45572	-0,01391	263,45572	-0,01604
229,8	-0,06101	264,05667	-0,00411	264,05667	-0,01399	264,05667	-0,01616
230	-0,0608	264,65762	-0,0042	264,65762	-0,014	264,65762	-0,01617
230,2	-0,06058	265,25854	-0,00417	265,25854	-0,01417	265,25854	-0,01618
230,4	-0,06037	265,85944	-0,00423	265,85944	-0,01437	265,85944	-0,01629
230,6	-0,06017	266,46033	-0,00438	266,46033	-0,01439	266,46033	-0,01624
230,8	-0,05993	267,06116	-0,00446	267,06116	-0,0145	267,06116	-0,01631
231	-0,05974	267,66196	-0,00426	267,66196	-0,01454	267,66196	-0,01636
231,2	-0,0596	268,26276	-0,00421	268,26276	-0,01466	268,26276	-0,01649
231,4	-0,05941	268,86353	-0,00426	268,86353	-0,01472	268,86353	-0,01649
231,6	-0,05918	269,46423	-0,00426	269,46423	-0,01483	269,46423	-0,01649
231,8	-0,05898	270,06494	-0,00425	270,06494	-0,01493	270,06494	-0,01656
232	-0,05878	270,66565	-0,00436	270,66565	-0,01494	270,66565	-0,01661
232,2	-0,0586	271,2663	-0,00433	271,2663	-0,01502	271,2663	-0,01671
232,4	-0,05841	271,86691	-0,00428	271,86691	-0,01504	271,86691	-0,0167
232,6	-0,0582	272,46753	-0,00436	272,46753	-0,01518	272,46753	-0,01675
232,8	-0,05807	273,06808	-0,00439	273,06808	-0,01516	273,06808	-0,01679
233	-0,05792	273,66864	-0,00437	273,66864	-0,01533	273,66864	-0,01681
233,2	-0,05774	274,26917	-0,00441	274,26917	-0,01528	274,26917	-0,0168
233,4	-0,05759	274,86966	-0,00451	274,86966	-0,01529	274,86966	-0,01681
233,6	-0,05745	275,47012	-0,00474	275,47012	-0,01524	275,47012	-0,01687
233,8	-0,0573	276,07056	-0,00497	276,07056	-0,01539	276,07056	-0,0169
234	-0,0572	276,67096	-0,00501	276,67096	-0,01538	276,67096	-0,01698
234,2	-0,05701	277,27136	-0,00492	277,27136	-0,01552	277,27136	-0,01698
234,4	-0,05684	277,8717	-0,00501	277,8717	-0,01547	277,8717	-0,01684
234,6	-0,05666	278,47205	-0,00482	278,47205	-0,01553	278,47205	-0,01688
234,8	-0,05646	279,07236	-0,0048	279,07236	-0,01559	279,07236	-0,01684
235	-0,05632	279,67264	-0,00478	279,67264	-0,01567	279,67264	-0,01689
235,2	-0,05613	280,27289	-0,00491	280,27289	-0,01568	280,27289	-0,01694
235,4	-0,05598	280,87311	-0,00505	280,87311	-0,01576	280,87311	-0,017
235,6	-0,05583	281,4733	-0,00508	281,4733	-0,01585	281,4733	-0,0169
235,8	-0,05571	282,07346	-0,0051	282,07346	-0,0159	282,07346	-0,017
236	-0,05558	282,67361	-0,00515	282,67361	-0,01592	282,67361	-0,01697
236,2	-0,05542	283,27371	-0,00522	283,27371	-0,01606	283,27371	-0,01701
236,4	-0,05527	283,87381	-0,00525	283,87381	-0,01612	283,87381	-0,01711
236,6	-0,05516	284,47388	-0,00541	284,47388	-0,01614	284,47388	-0,01725
236,8	-0,05507	285,07391	-0,00543	285,07391	-0,01625	285,07391	-0,01727
237	-0,0549	285,67392	-0,00553	285,67392	-0,0164	285,67392	-0,0173
237,2	-0,05476	286,2739	-0,00562	286,2739	-0,01652	286,2739	-0,01746
237,4	-0,05468	286,87384	-0,00572	286,87384	-0,01658	286,87384	-0,01757
237,6	-0,05455	287,47375	-0,00582	287,47375	-0,01672	287,47375	-0,01771
237,8	-0,0544	288,07367	-0,00592	288,07367	-0,01682	288,07367	-0,01781
238	-0,05429	288,67355	-0,0061	288,67355	-0,0169	288,67355	-0,01787
238,2	-0,05418	289,27338	-0,00634	289,27338	-0,01704	289,27338	-0,01797
238,4	-0,0541	289,8732	-0,00651	289,8732	-0,01714	289,8732	-0,01801
238,6	-0,05399	290,47299	-0,00691	290,47299	-0,01729	290,47299	-0,01815
238,8	-0,05389	291,07275	-0,00735	291,07275	-0,01731	291,07275	-0,01828
239	-0,05383	291,67249	-0,00772	291,67249	-0,01748	291,67249	-0,01832
239,2	-0,05376	292,27219	-0,00805	292,27219	-0,01757	292,27219	-0,01827
239,4	-0,05369	292,87186	-0,00836	292,87186	-0,01775	292,87186	-0,01842
239,6	-0,05357	293,47153	-0,00848	293,47153	-0,01784	293,47153	-0,01846
239,8	-0,05348	294,07114	-0,0089	294,07114	-0,01811	294,07114	-0,0186
240	-0,0534	294,67075	-0,00947	294,67075	-0,01825	294,67075	-0,01873
240,2	-0,05332	295,27032	-0,01001	295,27032	-0,0185	295,27032	-0,01883
240,4	-0,05326	295,86987	-0,01036	295,86987	-0,01872	295,86987	-0,01891
240,6	-0,05313	296,46936	-0,01077	296,46936	-0,01891	296,46936	-0,01895
240,8	-0,05302	297,06885	-0,01126	297,06885	-0,01914	297,06885	-0,01905
241	-0,05293	297,66833	-0,01179	297,66833	-0,01936	297,66833	-0,01919
241,2	-0,05285	298,26776	-0,01247	298,26776	-0,01959	298,26776	-0,01936
241,4	-0,05271	298,86716	-0,01295	298,86716	-0,0198	298,86716	-0,01954
241,6	-0,05258	299,46652	-0,01346	299,46652	-0,01999	299,46652	-0,01975
241,8	-0,05249	300,06589	-0,01389	300,06589	-0,02016	300,06589	-0,01994
242	-0,0524	300,66522	-0,01429	300,66522	-0,02036	300,66522	-0,02016
242,2	-0,05229	301,2645	-0,01475	301,2645	-0,02074	301,2645	-0,0203
242,4	-0,05217	301,86377	-0,01531	301,86377	-0,02103	301,86377	-0,02052
242,6	-0,05204	302,46301	-0,01596	302,46301	-0,02123	302,46301	-0,02076
242,8	-0,05191	303,06223	-0,01646	303,06223	-0,02143	303,06223	-0,02096
243	-0,05181	303,66141	-0,01712	303,66141	-0,0217	303,66141	-0,02117
243,2	-0,05168	304,26056	-0,01774	304,26056	-0,02194	304,26056	-0,0213
243,4	-0,05152	304,85968	-0,01843	304,85968	-0,02225	304,85968	-0,02148
243,6	-0,05135	305,4588	-0,01913	305,4588	-0,02252	305,4588	-0,02164
243,8	-0,0512	306,05786	-0,01987	306,05786	-0,02279	306,05786	-0,02183
244	-0,05104	306,65692	-0,02058	306,65692	-0,02307	306,65692	-0,022
244,2	-0,05089	307,25592	-0,02118	307,25592	-0,02335	307,25592	-0,02213
244,4	-0,05074	307,85492	-0,0217	307,85492	-0,02364	307,85492	-0,0223
244,6	-0,05061	308,45389	-0,02247	308,45389	-0,02394	308,45389	-0,02249
244,8	-0,05049	309,05283	-0,02337	309,05283	-0,02421	309,05283	-0,0226
245	-0,05034	309,65173	-0,02405	309,65173	-0,02462	309,65173	-0,02272
245,2	-0,05018	310,25061	-0,02491	310,25061	-0,02479	310,25061	-0,02289
245,4	-0,05	310,84946	-0,0257	310,84946	-0,02498	310,84946	-0,02309
245,6	-0,04987	311,44827	-0,02649	311,44827	-0,02529	311,44827	-0,02328
245,8	-0,04968	312,04709	-0,02742	312,04709	-0,02566	312,04709	-0,02342
246	-0,0495	312,64584	-0,02831	312,64584	-0,02589	312,64584	-0,02361
246,2	-0,04935	313,2446	-0,02915	313,2446	-0,02619	313,2446	-0,02379
246,4	-0,04918	313,84329	-0,02995	313,84329	-0,02639	313,84329	-0,02392
246,6	-0,04901	314,44199	-0,03071	314,44199	-0,02655	314,44199	-0,02417
246,8	-0,04888	315,04065	-0,03158	315,04065	-0,02681	315,04065	-0,02426
247	-0,04874	315,63925	-0,0324	315,63925	-0,02699	315,63925	-0,0244
247,2	-0,04857	316,23785	-0,0331	316,23785	-0,02714	316,23785	-0,0246
247,4	-0,04838	316,83643	-0,03389	316,83643	-0,0273	316,83643	-0,02482
247,6	-0,04818	317,43497	-0,03432	317,43497	-0,02734	317,43497	-0,02503
247,8	-0,04802	318,03351	-0,0349	318,03351	-0,02745	318,03351	-0,02516
248	-0,04785	318,63199	-0,03549	318,63199	-0,02756	318,63199	-0,02525
248,2	-0,04767	319,23044	-0,03576	319,23044	-0,0276	319,23044	-0,02536
248,4	-0,0475	319,82889	-0,03604	319,82889	-0,02751	319,82889	-0,02545
248,6	-0,0473	320,42728	-0,03631	320,42728	-0,02748	320,42728	-0,02548
248,8	-0,04707	321,02567	-0,03647	321,02567	-0,02748	321,02567	-0,02551
249	-0,04686	321,62399	-0,03636	321,62399	-0,02743	321,62399	-0,02543
249,2	-0,04669	322,22232	-0,03628	322,22232	-0,0274	322,22232	-0,02551
249,4	-0,04647	322,82062	-0,03596	322,82062	-0,0272	322,82062	-0,02558
249,6	-0,0463	323,41888	-0,03545	323,41888	-0,02705	323,41888	-0,0256
249,8	-0,04613	324,01712	-0,03497	324,01712	-0,02699	324,01712	-0,02551
250	-0,04598	324,61533	-0,03437	324,61533	-0,02677	324,61533	-0,02546
250,2	-0,04583	325,2135	-0,03372	325,2135	-0,02661	325,2135	-0,02544
250,4	-0,04567	325,81165	-0,03293	325,81165	-0,02639	325,81165	-0,02534
250,6	-0,04553	326,40976	-0,03209	326,40976	-0,02616	326,40976	-0,02527
250,8	-0,04537	327,00784	-0,03125	327,00784	-0,0259	327,00784	-0,02526
251	-0,04522	327,60593	-0,03015	327,60593	-0,02569	327,60593	-0,02522
251,2	-0,04507	328,20395	-0,02902	328,20395	-0,02529	328,20395	-0,02515
251,4	-0,04491	328,80197	-0,02785	328,80197	-0,02513	328,80197	-0,02508
251,6	-0,04477	329,39993	-0,02646	329,39993	-0,02487	329,39993	-0,02493
251,8	-0,04468	329,99789	-0,02533	329,99789	-0,02462	329,99789	-0,02492
252	-0,04453	330,59583	-0,02408	330,59583	-0,02437	330,59583	-0,02492
252,2	-0,04439	331,19373	-0,02275	331,19373	-0,02404	331,19373	-0,02482
252,4	-0,04426	331,79156	-0,02163	331,79156	-0,02375	331,79156	-0,02468
252,6	-0,04411	332,3894	-0,02047	332,3894	-0,02341	332,3894	-0,02453
252,8	-0,04396	332,98721	-0,01937	332,98721	-0,02307	332,98721	-0,02447
253	-0,04385	333,58499	-0,01825	333,58499	-0,02272	333,58499	-0,02437
253,2	-0,04376	334,18277	-0,01718	334,18277	-0,02248	334,18277	-0,0243
253,4	-0,0436	334,78049	-0,01612	334,78049	-0,0223	334,78049	-0,02414
253,6	-0,04351	335,37817	-0,01521	335,37817	-0,02198	335,37817	-0,02406
253,8	-0,04343	335,97583	-0,01424	335,97583	-0,02185	335,97583	-0,02407
254	-0,04329	336,57349	-0,01338	336,57349	-0,02165	336,57349	-0,02397
254,2	-0,04314	337,17108	-0,0126	337,17108	-0,02146	337,17108	-0,02386
254,4	-0,04302	337,76868	-0,01178	337,76868	-0,02123	337,76868	-0,02374
254,6	-0,0429	338,36621	-0,01106	338,36621	-0,02105	338,36621	-0,02362
254,8	-0,04276	338,96375	-0,0103	338,96375	-0,02086	338,96375	-0,02361
255	-0,04264	339,56125	-0,00962	339,56125	-0,02061	339,56125	-0,0235
255,2	-0,04253	340,15869	-0,0091	340,15869	-0,02052	340,15869	-0,02341
255,4	-0,04241	340,75613	-0,00854	340,75613	-0,02028	340,75613	-0,02337
255,6	-0,04232	341,35355	-0,00812	341,35355	-0,02014	341,35355	-0,02333
255,8	-0,04222	341,95093	-0,00774	341,95093	-0,01996	341,95093	-0,02337
256	-0,04208	342,54828	-0,00725	342,54828	-0,01971	342,54828	-0,02339
256,2	-0,04199	343,1456	-0,0069	343,1456	-0,0197	343,1456	-0,02332
256,4	-0,04188	343,74289	-0,00654	343,74289	-0,01951	343,74289	-0,02319
256,6	-0,04177	344,34015	-0,00613	344,34015	-0,01929	344,34015	-0,02315
256,8	-0,04166	344,93741	-0,00587	344,93741	-0,01903	344,93741	-0,02315
257	-0,04155	345,53461	-0,00553	345,53461	-0,01896	345,53461	-0,02311
257,2	-0,0414	346,13177	-0,00541	346,13177	-0,01876	346,13177	-0,02306
257,4	-0,04127	346,72894	-0,00519	346,72894	-0,0187	346,72894	-0,02308
257,6	-0,04117	347,32605	-0,00493	347,32605	-0,01858	347,32605	-0,02299
257,8	-0,04106	347,92316	-0,00471	347,92316	-0,01846	347,92316	-0,02296
258	-0,04097	348,5202	-0,00457	348,5202	-0,01822	348,5202	-0,02294
258,2	-0,04093	349,11725	-0,00428	349,11725	-0,018	349,11725	-0,02293
258,4	-0,0409	349,71423	-0,00402	349,71423	-0,01787	349,71423	-0,02283
258,6	-0,04083	350,31122	-0,00377	350,31122	-0,01766	350,31122	-0,02287
258,8	-0,04075	350,90817	-0,00368	350,90817	-0,01746	350,90817	-0,02277
259	-0,04069	351,5051	-0,00354	351,5051	-0,01739	351,5051	-0,02272
259,2	-0,04062	352,10199	-0,00349	352,10199	-0,01718	352,10199	-0,02265
259,4	-0,04054	352,69882	-0,00335	352,69882	-0,017	352,69882	-0,02263
259,6	-0,04046	353,29565	-0,00315	353,29565	-0,01666	353,29565	-0,02264
259,8	-0,04039	353,89246	-0,00289	353,89246	-0,0165	353,89246	-0,02261
260	-0,04033	354,48926	-0,0027	354,48926	-0,01628	354,48926	-0,02254
260,2	-0,04025	355,086	-0,00262	355,086	-0,01612	355,086	-0,02253
260,4	-0,04018	355,68271	-0,00247	355,68271	-0,01599	355,68271	-0,02248
260,6	-0,04013	356,27939	-0,00237	356,27939	-0,01584	356,27939	-0,02235
260,8	-0,04005	356,87604	-0,00226	356,87604	-0,01557	356,87604	-0,02218
261	-0,03998	357,47266	-0,00211	357,47266	-0,01536	357,47266	-0,02215
261,2	-0,03992	358,06927	-0,00205	358,06927	-0,01518	358,06927	-0,022
261,4	-0,03989	358,66583	-0,0018	358,66583	-0,01493	358,66583	-0,02198
261,6	-0,03985	359,26239	-0,00173	359,26239	-0,01474	359,26239	-0,02191
261,8	-0,03983	359,85889	-0,00156	359,85889	-0,01456	359,85889	-0,02173
262	-0,0398	360,45535	-0,00153	360,45535	-0,01432	360,45535	-0,0216
262,2	-0,0397	361,05182	-0,00137	361,05182	-0,01413	361,05182	-0,0215
262,4	-0,03962	361,64825	-0,00148	361,64825	-0,01372	361,64825	-0,02139
262,6	-0,03957	362,24463	-0,00137	362,24463	-0,0135	362,24463	-0,02123
262,8	-0,03946	362,841	-0,00143	362,841	-0,01334	362,841	-0,02102
263	-0,03942	363,43735	-0,00138	363,43735	-0,01313	363,43735	-0,02086
263,2	-0,03932	364,03363	-0,00138	364,03363	-0,01285	364,03363	-0,02068
263,4	-0,03928	364,62991	-0,00125	364,62991	-0,01261	364,62991	-0,02056
263,6	-0,0392	365,22617	-0,00117	365,22617	-0,01229	365,22617	-0,02038
263,8	-0,03913	365,82239	-0,00129	365,82239	-0,01189	365,82239	-0,02017
264	-0,03906	366,41858	-0,00129	366,41858	-0,01162	366,41858	-0,01996
264,2	-0,03901	367,01471	-0,00145	367,01471	-0,01131	367,01471	-0,01983
264,4	-0,03896	367,61084	-0,00153	367,61084	-0,01092	367,61084	-0,01959
264,6	-0,03888	368,20694	-0,00161	368,20694	-0,01072	368,20694	-0,01946
