Mean molecule area A2/molecule	Surface pressure, mN/m	Mean molecule area A2/molecule	Cs-1, mN/m
228,53	0,663	228,53	4,25025
228,48	0,671	228,48	4,26079
228,44	0,682	228,44	4,27117
228,38	0,68	228,38	4,28136
228,34	0,678	228,34	4,29136
228,28	0,678	228,28	4,30118
228,24	0,671	228,24	4,3109
228,19	0,67	228,19	4,32054
228,14	0,674	228,14	4,33012
228,09	0,675	228,09	4,33967
228,05	0,678	228,05	4,34914
227,99	0,679	227,99	4,35853
227,95	0,68	227,95	4,36788
227,9	0,684	227,9	4,37723
227,85	0,685	227,85	4,3866
227,8	0,688	227,8	4,39597
227,75	0,687	227,75	4,40528
227,7	0,68	227,7	4,41447
227,66	0,678	227,66	4,42344
227,6	0,68	227,6	4,43217
227,56	0,685	227,56	4,44068
227,5	0,686	227,5	4,44902
227,46	0,686	227,46	4,45723
227,41	0,684	227,41	4,46535
227,37	0,683	227,37	4,47343
227,31	0,685	227,31	4,48149
227,27	0,686	227,27	4,48951
227,21	0,689	227,21	4,4975
227,16	0,692	227,16	4,50544
227,12	0,69	227,12	4,51335
227,06	0,688	227,06	4,52122
227,02	0,692	227,02	4,52908
226,96	0,693	226,96	4,53691
226,92	0,695	226,92	4,54469
226,87	0,696	226,87	4,5524
226,83	0,69	226,83	4,56
226,77	0,683	226,77	4,56749
226,73	0,686	226,73	4,57487
226,67	0,689	226,67	4,58218
226,63	0,69	226,63	4,58948
226,57	0,691	226,57	4,59681
226,53	0,691	226,53	4,60419
226,48	0,69	226,48	4,61164
226,44	0,697	226,44	4,61917
226,38	0,699	226,38	4,62678
226,34	0,694	226,34	4,63445
226,28	0,692	226,28	4,64217
226,24	0,697	226,24	4,64991
226,19	0,704	226,19	4,65764
226,14	0,692	226,14	4,66534
226,09	0,687	226,09	4,67301
226,05	0,696	226,05	4,68067
225,99	0,698	225,99	4,68835
225,95	0,692	225,95	4,69608
225,89	0,691	225,89	4,70388
225,85	0,696	225,85	4,71177
225,8	0,697	225,8	4,71971
225,76	0,698	225,76	4,72767
225,73	0,698	225,73	4,7356
225,67	0,696	225,67	4,7435
225,63	0,702	225,63	4,75139
225,58	0,71	225,58	4,75932
225,53	0,716	225,53	4,76733
225,48	0,718	225,48	4,77542
225,44	0,709	225,44	4,78357
225,38	0,711	225,38	4,79174
225,34	0,711	225,34	4,79995
225,29	0,71	225,29	4,80819
225,24	0,71	225,24	4,81651
225,19	0,708	225,19	4,82497
225,14	0,709	225,14	4,8336
225,09	0,72	225,09	4,84239
225,05	0,724	225,05	4,85133
224,99	0,723	224,99	4,86044
224,95	0,722	224,95	4,8697
224,9	0,722	224,9	4,8791
224,85	0,719	224,85	4,88862
224,8	0,719	224,8	4,89824
224,76	0,724	224,76	4,90798
224,7	0,722	224,7	4,91784
224,66	0,72	224,66	4,92784
224,61	0,725	224,61	4,93799
224,55	0,728	224,55	4,9483
224,51	0,73	224,51	4,95881
224,45	0,724	224,45	4,9695
224,41	0,725	224,41	4,98037
224,37	0,732	224,37	4,99149
224,31	0,727	224,31	5,00287
224,27	0,724	224,27	5,01452
224,22	0,733	224,22	5,0264
224,16	0,737	224,16	5,03849
224,12	0,735	224,12	5,05076
224,06	0,727	224,06	5,06315
224,02	0,728	224,02	5,07562
223,97	0,736	223,97	5,08811
223,93	0,744	223,93	5,10064
223,87	0,746	223,87	5,11321
223,83	0,739	223,83	5,12581
223,77	0,733	223,77	5,13847
223,73	0,738	223,73	5,15122
223,68	0,75	223,68	5,16409
223,63	0,753	223,63	5,1771
223,58	0,751	223,58	5,19024
223,54	0,75	223,54	5,20352
223,48	0,753	223,48	5,21689
223,44	0,746	223,44	5,23032
223,38	0,744	223,38	5,24375
223,34	0,741	223,34	5,25718
223,29	0,74	223,29	5,2706
223,25	0,743	223,25	5,28404
223,19	0,75	223,19	5,2975
223,15	0,75	223,15	5,31097
223,09	0,745	223,09	5,32443
223,05	0,744	223,05	5,33784
223	0,744	223	5,3512
222,95	0,746	222,95	5,36455
222,9	0,746	222,9	5,37795
222,86	0,75	222,86	5,39147
222,8	0,752	222,8	5,40513
222,76	0,753	222,76	5,41891
222,7	0,75	222,7	5,43277
222,66	0,75	222,66	5,44665
222,61	0,754	222,61	5,4605
222,56	0,754	222,56	5,47431
222,51	0,759	222,51	5,48807
222,47	0,763	222,47	5,50179
222,41	0,767	222,41	5,51551
222,37	0,76	222,37	5,52925
222,32	0,757	222,32	5,54304
222,27	0,754	222,27	5,5569
222,22	0,754	222,22	5,57085
222,16	0,768	222,16	5,58486
222,12	0,758	222,12	5,59892
222,06	0,755	222,06	5,61298
222,02	0,758	222,02	5,62699
221,97	0,762	221,97	5,64092
221,93	0,765	221,93	5,65476
221,87	0,759	221,87	5,66846
221,83	0,756	221,83	5,68199
221,77	0,756	221,77	5,6954
221,73	0,756	221,73	5,70869
221,68	0,765	221,68	5,72186
221,64	0,772	221,64	5,73494
221,58	0,775	221,58	5,74793
221,54	0,767	221,54	5,76085
221,48	0,767	221,48	5,7737
221,44	0,767	221,44	5,7865
221,38	0,769	221,38	5,79929
221,34	0,773	221,34	5,81212
221,29	0,777	221,29	5,82499
221,25	0,78	221,25	5,8379
221,19	0,782	221,19	5,85083
221,15	0,78	221,15	5,86373
221,09	0,776	221,09	5,87655
221,05	0,778	221,05	5,88927
221	0,781	221	5,90189
220,96	0,782	220,96	5,91444
220,9	0,785	220,9	5,927
220,86	0,787	220,86	5,93963
220,8	0,778	220,8	5,95236
220,76	0,774	220,76	5,9652
220,7	0,777	220,7	5,97813
220,66	0,789	220,66	5,99113
220,61	0,804	220,61	6,00417
220,55	0,797	220,55	6,01717
220,51	0,777	220,51	6,03011
220,46	0,778	220,46	6,04299
220,41	0,793	220,41	6,05579
220,36	0,796	220,36	6,06852
220,32	0,798	220,32	6,08123
220,26	0,799	220,26	6,09398
220,22	0,795	220,22	6,10685
220,17	0,794	220,17	6,11988
220,12	0,795	220,12	6,13311
220,07	0,797	220,07	6,14656
220,03	0,799	220,03	6,16018
219,97	0,797	219,97	6,1739
219,93	0,79	219,93	6,18768
219,87	0,786	219,87	6,2015
219,83	0,794	219,83	6,21534
219,78	0,798	219,78	6,22923
219,73	0,798	219,73	6,24318
219,68	0,802	219,68	6,25718
219,64	0,81	219,64	6,27124
219,58	0,806	219,58	6,28536
219,54	0,805	219,54	6,29953
219,48	0,8	219,48	6,31379
219,44	0,798	219,44	6,32819
219,39	0,8	219,39	6,34278
219,34	0,805	219,34	6,3576
219,29	0,806	219,29	6,37272
219,25	0,808	219,25	6,38821
219,19	0,806	219,19	6,40408
219,14	0,803	219,14	6,42035
219,09	0,803	219,09	6,43704
219,04	0,808	219,04	6,45416
219	0,815	219	6,47169
218,94	0,816	218,94	6,48955
218,9	0,816	218,9	6,50767
218,84	0,81	218,84	6,52602
218,8	0,812	218,8	6,54456
218,75	0,816	218,75	6,56333
218,71	0,812	218,71	6,58239
218,65	0,809	218,65	6,60178
218,61	0,814	218,61	6,6215
218,55	0,822	218,55	6,64156
218,51	0,841	218,51	6,66195
218,46	0,836	218,46	6,68262
218,42	0,822	218,42	6,70353
218,36	0,821	218,36	6,72464
218,32	0,822	218,32	6,74594
218,26	0,829	218,26	6,76744
218,22	0,834	218,22	6,78917
218,16	0,835	218,16	6,81119
218,11	0,834	218,11	6,83359
218,07	0,83	218,07	6,85646
218,01	0,828	218,01	6,87985
217,97	0,83	217,97	6,90375
217,92	0,833	217,92	6,92817
217,87	0,834	217,87	6,95306
217,82	0,831	217,82	6,97837
217,78	0,828	217,78	7,00404
217,72	0,83	217,72	7,03004
217,68	0,832	217,68	7,05635
217,62	0,836	217,62	7,08294
217,58	0,837	217,58	7,10981
217,53	0,839	217,53	7,13699
217,49	0,848	217,49	7,16452
217,43	0,851	217,43	7,19243
217,39	0,857	217,39	7,22074
217,33	0,854	217,33	7,24943
217,29	0,844	217,29	7,27845
217,24	0,842	217,24	7,30779
217,18	0,846	217,18	7,33743
217,14	0,849	217,14	7,36739
217,08	0,848	217,08	7,39768
217,04	0,846	217,04	7,42831
216,99	0,849	216,99	7,45929
216,95	0,852	216,95	7,49056
216,89	0,853	216,89	7,52206
216,85	0,855	216,85	7,55371
216,79	0,855	216,79	7,58537
216,75	0,855	216,75	7,61698
216,7	0,855	216,7	7,64857
216,65	0,856	216,65	7,68015
216,6	0,86	216,6	7,71174
216,56	0,865	216,56	7,74339
216,5	0,866	216,5	7,77506
216,46	0,865	216,46	7,80677
216,4	0,87	216,4	7,8385
216,36	0,884	216,36	7,87023
216,31	0,879	216,31	7,90197
216,25	0,881	216,25	7,93368
216,21	0,88	216,21	7,96533
216,15	0,876	216,15	7,99692
216,11	0,874	216,11	8,02849
216,06	0,879	216,06	8,06009
216,02	0,873	216,02	8,09179
215,96	0,868	215,96	8,12363
215,92	0,874	215,92	8,15567
215,86	0,876	215,86	8,18788
215,82	0,877	215,82	8,22021
215,76	0,891	215,76	8,25259
215,72	0,896	215,72	8,28496
215,67	0,897	215,67	8,31728
215,63	0,892	215,63	8,34955
215,57	0,881	215,57	8,38178
215,53	0,884	215,53	8,41401
215,47	0,89	215,47	8,44626
215,43	0,894	215,43	8,47853
215,37	0,891	215,37	8,51081
215,32	0,887	215,32	8,543
215,28	0,886	215,28	8,57502
215,22	0,882	215,22	8,60684
215,18	0,881	215,18	8,63843
215,13	0,887	215,13	8,66976
215,08	0,887	215,08	8,70085
215,03	0,886	215,03	8,7317
214,99	0,89	214,99	8,76233
214,93	0,894	214,93	8,79274
214,89	0,895	214,89	8,82294
214,83	0,895	214,83	8,85292
214,79	0,896	214,79	8,88269
214,74	0,91	214,74	8,91219
214,69	0,916	214,69	8,9414
214,64	0,907	214,64	8,97031
214,58	0,901	214,58	8,99892
214,54	0,911	214,54	9,02718
214,49	0,909	214,49	9,05513
214,45	0,908	214,45	9,08283
214,39	0,912	214,39	9,11034
214,35	0,919	214,35	9,13776
214,29	0,92	214,29	9,16515
214,25	0,919	214,25	9,19253
214,2	0,922	214,2	9,21985
214,16	0,922	214,16	9,24704
214,1	0,92	214,1	9,27398
214,06	0,93	214,06	9,30061
214	0,933	214	9,32694
213,96	0,926	213,96	9,353
213,91	0,917	213,91	9,37884
213,86	0,926	213,86	9,40449
213,81	0,93	213,81	9,42998
213,75	0,937	213,75	9,45533
213,71	0,926	213,71	9,48052
213,66	0,924	213,66	9,50558
213,61	0,932	213,61	9,5305
213,56	0,934	213,56	9,55525
213,52	0,928	213,52	9,57979
213,46	0,93	213,46	9,60408
213,42	0,934	213,42	9,62814
213,36	0,938	213,36	9,652
213,32	0,935	213,32	9,67569
213,27	0,938	213,27	9,69929
213,23	0,939	213,23	9,72282
213,17	0,94	213,17	9,74628
213,13	0,94	213,13	9,76962
213,07	0,941	213,07	9,79276
213,03	0,947	213,03	9,81563
212,98	0,945	212,98	9,83822
212,93	0,944	212,93	9,86049
212,88	0,948	212,88	9,8825
212,82	0,952	212,82	9,90437
212,78	0,95	212,78	9,92618
212,72	0,95	212,72	9,94795
212,69	0,966	212,69	9,9697
212,63	0,969	212,63	9,99144
212,59	0,974	212,59	10,01315
212,53	0,967	212,53	10,03482
212,49	0,955	212,49	10,05643
212,43	0,951	212,43	10,07794
212,39	0,95	212,39	10,09931
212,34	0,959	212,34	10,12048
212,3	0,968	212,3	10,14148
212,24	0,973	212,24	10,16235
212,2	0,993	212,2	10,18315
212,14	0,994	212,14	10,20389
212,1	0,991	212,1	10,22461
212,04	0,987	212,04	10,24532
212	0,985	212	10,26599
211,95	0,98	211,95	10,28657
211,91	0,979	211,91	10,30704
211,85	0,981	211,85	10,32741
211,81	0,983	211,81	10,34766
211,75	0,986	211,75	10,3678
211,71	0,987	211,71	10,38786
211,66	0,984	211,66	10,40784
211,61	0,986	211,61	10,42776
211,56	0,993	211,56	10,44763
211,52	0,999	211,52	10,46744
211,46	0,995	211,46	10,48723
211,42	0,996	211,42	10,507
211,36	0,997	211,36	10,52675
211,32	0,998	211,32	10,5465
211,27	0,999	211,27	10,56625
211,21	0,994	211,21	10,58599
211,2	0,998	211,2	10,60571
210,73	1,017	210,73	10,62536
210,68	1,017	210,68	10,64492
210,63	1,016	210,63	10,66434
210,59	1,021	210,59	10,68363
210,53	1,024	210,53	10,70275
210,49	1,022	210,49	10,72171
210,44	1,024	210,44	10,74054
210,39	1,02	210,39	10,75928
210,34	1,02	210,34	10,77799
210,28	1,024	210,28	10,79667
210,24	1,025	210,24	10,81535
210,19	1,032	210,19	10,83405
210,14	1,042	210,14	10,8527
210,09	1,043	210,09	10,87122
210,05	1,037	210,05	10,88953
209,99	1,037	209,99	10,90754
209,95	1,04	209,95	10,92517
209,9	1,035	209,9	10,9424
209,85	1,03	209,85	10,95928
209,8	1,029	209,8	10,97585
209,76	1,034	209,76	10,9922
209,7	1,039	209,7	11,00839
209,66	1,044	209,66	11,02445
209,6	1,051	209,6	11,04039
209,56	1,054	209,56	11,05626
209,51	1,054	209,51	11,07206
209,45	1,054	209,45	11,0878
209,41	1,055	209,41	11,10346
209,35	1,058	209,35	11,11901
209,31	1,069	209,31	11,13442
209,26	1,066	209,26	11,14966
209,22	1,067	209,22	11,16471
209,16	1,067	209,16	11,17955
209,12	1,069	209,12	11,19416
209,06	1,069	209,06	11,20843
209,02	1,072	209,02	11,22223
208,97	1,073	208,97	11,23551
208,92	1,075	208,92	11,24823
208,87	1,076	208,87	11,26036
208,83	1,079	208,83	11,27193
208,77	1,08	208,77	11,28301
208,73	1,081	208,73	11,2937
208,67	1,087	208,67	11,30406
208,62	1,087	208,62	11,31411
208,58	1,079	208,58	11,32385
208,52	1,077	208,52	11,33326
208,48	1,086	208,48	11,34226
208,42	1,091	208,42	11,35082
208,38	1,092	208,38	11,35892
208,33	1,093	208,33	11,36657
208,29	1,093	208,29	11,37378
208,23	1,09	208,23	11,38059
208,19	1,094	208,19	11,38708
208,13	1,101	208,13	11,3933
208,09	1,106	208,09	11,39931
208,03	1,108	208,03	11,40517
207,99	1,103	207,99	11,41089
207,94	1,102	207,94	11,41642
207,88	1,108	207,88	11,42168
207,84	1,117	207,84	11,42659
207,78	1,123	207,78	11,43107
207,74	1,12	207,74	11,43508
207,69	1,116	207,69	11,43863
207,65	1,118	207,65	11,44177
207,59	1,121	207,59	11,44458
207,55	1,122	207,55	11,44709
207,49	1,129	207,49	11,44932
207,45	1,13	207,45	11,45131
207,4	1,129	207,4	11,45306
207,35	1,129	207,35	11,45457
207,3	1,127	207,3	11,45582
207,26	1,125	207,26	11,45679
207,2	1,127	207,2	11,45746
207,15	1,14	207,15	11,45781
207,1	1,139	207,1	11,4578
207,05	1,142	207,05	11,45743
207,01	1,144	207,01	11,4567
206,95	1,145	206,95	11,45566
206,91	1,147	206,91	11,45434
206,85	1,15	206,85	11,45277
206,81	1,155	206,81	11,45098
206,76	1,149	206,76	11,44897
206,72	1,148	206,72	11,44676
206,66	1,148	206,66	11,44439
206,62	1,153	206,62	11,44191
206,56	1,158	206,56	11,43947
206,52	1,161	206,52	11,43717
206,47	1,159	206,47	11,435
206,41	1,152	206,41	11,43294
206,37	1,15	206,37	11,43096
206,31	1,16	206,31	11,429
206,27	1,168	206,27	11,42703
206,22	1,173	206,22	11,42503
206,18	1,169	206,18	11,42302
206,12	1,165	206,12	11,42104
206,08	1,168	206,08	11,41913
206,02	1,173	206,02	11,41734
205,98	1,174	205,98	11,41576
205,93	1,172	205,93	11,41439
205,89	1,172	205,89	11,41319
205,83	1,186	205,83	11,41213
205,79	1,191	205,79	11,41115
205,73	1,192	205,73	11,41021
205,68	1,194	205,68	11,40924
205,63	1,189	205,63	11,40824
205,58	1,189	205,58	11,40718
205,54	1,189	205,54	11,40602
205,48	1,191	205,48	11,40475
205,44	1,191	205,44	11,4034
205,38	1,19	205,38	11,402
205,34	1,189	205,34	11,40059
205,29	1,194	205,29	11,3992
205,25	1,212	205,25	11,39783
205,19	1,215	205,19	11,39652
205,15	1,208	205,15	11,39529
205,09	1,206	205,09	11,39427
205,05	1,209	205,05	11,39358
205	1,213	205	11,3933
204,94	1,215	204,94	11,39349
204,9	1,211	204,9	11,39413
204,84	1,214	204,84	11,39519
204,8	1,22	204,8	11,39665
204,75	1,221	204,75	11,39844
204,7	1,224	204,7	11,40054
204,65	1,227	204,65	11,40295
204,61	1,228	204,61	11,40566
204,55	1,225	204,55	11,40872
204,51	1,227	204,51	11,41216
204,46	1,235	204,46	11,41601
204,41	1,238	204,41	11,42025
204,36	1,236	204,36	11,42486
204,31	1,241	204,31	11,42983
204,26	1,241	204,26	11,43511
204,22	1,239	204,22	11,44066
204,16	1,242	204,16	11,44642
204,12	1,256	204,12	11,45234
204,06	1,257	204,06	11,45836
204,01	1,251	204,01	11,46446
203,97	1,247	203,97	11,4707
203,91	1,255	203,91	11,47716
203,87	1,252	203,87	11,48393
203,82	1,249	203,82	11,49107
203,77	1,248	203,77	11,49861
203,72	1,252	203,72	11,50655
203,68	1,258	203,68	11,51486
203,62	1,268	203,62	11,52351
203,58	1,273	203,58	11,53246
203,52	1,271	203,52	11,54168
203,48	1,27	203,48	11,55114
203,43	1,269	203,43	11,56084
203,37	1,272	203,37	11,57079
203,33	1,277	203,33	11,58106
203,28	1,274	203,28	11,59167
203,23	1,27	203,23	11,60263
203,18	1,274	203,18	11,61392
203,14	1,276	203,14	11,62555
203,08	1,275	203,08	11,6375
203,04	1,274	203,04	11,64974
202,98	1,277	202,98	11,66228
202,94	1,285	202,94	11,6751
202,89	1,289	202,89	11,68818
202,85	1,292	202,85	11,70149
202,79	1,292	202,79	11,71505
202,75	1,291	202,75	11,72887
202,69	1,295	202,69	11,74296
202,65	1,301	202,65	11,7573
202,6	1,299	202,6	11,77178
202,54	1,298	202,54	11,78631
202,5	1,293	202,5	11,80082
202,44	1,299	202,44	11,81525
202,4	1,308	202,4	11,82961
202,34	1,31	202,34	11,84394
202,3	1,311	202,3	11,8583
202,25	1,314	202,25	11,87274
202,21	1,315	202,21	11,8873
202,15	1,316	202,15	11,90202
202,11	1,312	202,11	11,91694
202,05	1,31	202,05	11,93201
202,01	1,319	202,01	11,94721
201,96	1,318	201,96	11,96247
201,92	1,316	201,92	11,97778
201,86	1,316	201,86	11,99315
201,82	1,321	201,82	12,00861
201,76	1,324	201,76	12,02421
201,72	1,324	201,72	12,04001
201,67	1,329	201,67	12,05605
201,62	1,326	201,62	12,07233
201,57	1,323	201,57	12,08887
201,53	1,329	201,53	12,1057
201,47	1,331	201,47	12,12277
201,43	1,336	201,43	12,14004
201,37	1,337	201,37	12,1575
201,32	1,333	201,32	12,17512
201,28	1,336	201,28	12,1929
201,22	1,347	201,22	12,2108
201,18	1,348	201,18	12,22879
201,12	1,348	201,12	12,24685
201,08	1,346	201,08	12,26496
201,03	1,352	201,03	12,28311
200,98	1,351	200,98	12,30129
200,93	1,341	200,93	12,31952
200,89	1,339	200,89	12,33783
200,83	1,342	200,83	12,35621
200,79	1,351	200,79	12,37465
200,73	1,357	200,73	12,39314
200,69	1,357	200,69	12,41169
200,64	1,354	200,64	12,43027
200,6	1,361	200,6	12,44888
200,54	1,372	200,54	12,46751
200,5	1,374	200,5	12,48617
200,44	1,365	200,44	12,50491
200,4	1,36	200,4	12,52374
200,35	1,373	200,35	12,54269
200,3	1,378	200,3	12,5618
200,25	1,376	200,25	12,58106
200,21	1,38	200,21	12,60046
200,15	1,384	200,15	12,62
200,1	1,387	200,1	12,63971
200,05	1,388	200,05	12,65957
200	1,388	200	12,67958
199,96	1,394	199,96	12,69972
199,9	1,397	199,9	12,71996
199,86	1,406	199,86	12,74026
199,8	1,409	199,8	12,76058
199,76	1,408	199,76	12,78091
199,71	1,405	199,71	12,80122
199,67	1,409	199,67	12,82148
199,61	1,412	199,61	12,8417
199,57	1,414	199,57	12,86191
199,51	1,416	199,51	12,88211
199,47	1,41	199,47	12,90233
199,42	1,405	199,42	12,92261
199,38	1,412	199,38	12,94294
199,32	1,412	199,32	12,96332
199,28	1,411	199,28	12,98376
199,22	1,41	199,22	13,00425
199,18	1,42	199,18	13,0248
199,12	1,424	199,12	13,04541
199,08	1,425	199,08	13,06606
199,03	1,44	199,03	13,08674
198,97	1,44	198,97	13,10744
198,93	1,434	198,93	13,12814
198,88	1,436	198,88	13,14883
198,83	1,438	198,83	13,1695
198,78	1,444	198,78	13,19016
198,74	1,444	198,74	13,2108
198,68	1,44	198,68	13,23144
198,64	1,449	198,64	13,25209
198,58	1,452	198,58	13,27275
198,54	1,448	198,54	13,29341
198,49	1,445	198,49	13,3141
198,45	1,453	198,45	13,33482
198,39	1,459	198,39	13,35552
198,35	1,465	198,35	13,37616
198,29	1,467	198,29	13,39675
198,25	1,467	198,25	13,41723
198,2	1,463	198,2	13,43757
198,15	1,462	198,15	13,45777
198,1	1,463	198,1	13,47787
198,06	1,463	198,06	13,49788
198	1,469	198	13,51783
197,94	1,471	197,94	13,53774
197,9	1,481	197,9	13,55764
197,85	1,49	197,85	13,5775
197,81	1,495	197,81	13,59731
197,77	1,488	197,77	13,61705
197,71	1,485	197,71	13,63671
197,65	1,485	197,65	13,65633
197,61	1,486	197,61	13,67593
197,56	1,489	197,56	13,69553
197,52	1,491	197,52	13,71515
197,46	1,492	197,46	13,73484
197,42	1,496	197,42	13,75457
197,36	1,503	197,36	13,77432
197,32	1,505	197,32	13,79405
197,27	1,506	197,27	13,81375
197,23	1,511	197,23	13,83341
197,17	1,521	197,17	13,85303
197,11	1,516	197,11	13,87258
197,07	1,511	197,07	13,89206
197,03	1,516	197,03	13,91146
196,97	1,521	196,97	13,93078
196,92	1,521	196,92	13,95
196,88	1,521	196,88	13,96914
196,82	1,534	196,82	13,98817
196,78	1,539	196,78	14,00709
196,72	1,535	196,72	14,02587
196,68	1,531	196,68	14,0445
196,63	1,536	196,63	14,06299
196,59	1,543	196,59	14,08136
196,53	1,544	196,53	14,09961
196,49	1,546	196,49	14,11776
196,43	1,546	196,43	14,13582
196,39	1,554	196,39	14,15381
196,34	1,556	196,34	14,1717
196,29	1,557	196,29	14,18948
196,24	1,551	196,24	14,20716
196,2	1,553	196,2	14,22473
196,14	1,559	196,14	14,24214
196,09	1,562	196,09	14,25943
196,04	1,564	196,04	14,2766
195,99	1,565	195,99	14,29365
195,95	1,575	195,95	14,31058
195,89	1,579	195,89	14,32744
195,85	1,578	195,85	14,34424
195,8	1,585	195,8	14,36101
195,75	1,59	195,75	14,3778
195,7	1,589	195,7	14,39462
195,66	1,589	195,66	14,41148
195,6	1,594	195,6	14,42836
195,56	1,598	195,56	14,44523
195,5	1,599	195,5	14,46203
195,46	1,599	195,46	14,47873
195,41	1,6	195,41	14,49529
195,36	1,604	195,36	14,51168
195,31	1,605	195,31	14,52787
195,27	1,605	195,27	14,54387
195,21	1,606	195,21	14,55967
195,17	1,618	195,17	14,57525
195,11	1,619	195,11	14,59059
195,06	1,616	195,06	14,6057
195,02	1,623	195,02	14,62058
194,96	1,629	194,96	14,63526
194,92	1,63	194,92	14,64979
194,86	1,63	194,86	14,66423
194,82	1,634	194,82	14,67861
194,77	1,633	194,77	14,69293
194,73	1,632	194,73	14,70719
194,67	1,637	194,67	14,72138
194,63	1,632	194,63	14,73548
194,57	1,631	194,57	14,7495
194,53	1,648	194,53	14,76346
194,48	1,644	194,48	14,77738
194,44	1,641	194,44	14,79129
194,38	1,639	194,38	14,80522
194,34	1,652	194,34	14,81916
194,28	1,656	194,28	14,83312
194,24	1,655	194,24	14,84708
194,18	1,659	194,18	14,86105
194,14	1,663	194,14	14,87497
194,09	1,667	194,09	14,88881
194,05	1,667	194,05	14,90253
193,99	1,674	193,99	14,91611
193,95	1,683	193,95	14,92952
193,89	1,679	193,89	14,94276
193,84	1,676	193,84	14,95582
193,8	1,69	193,8	14,96869
193,74	1,69	193,74	14,98137
193,7	1,688	193,7	14,99379
193,64	1,688	193,64	15,00595
193,6	1,693	193,6	15,01786
193,55	1,7	193,55	15,02953
193,5	1,702	193,5	15,04095
193,45	1,697	193,45	15,05212
193,41	1,701	193,41	15,0631
193,35	1,704	193,35	15,0739
193,31	1,704	193,31	15,08454
193,26	1,705	193,26	15,09505
193,2	1,713	193,2	15,10545
193,16	1,718	193,16	15,11574
193,1	1,721	193,1	15,1259
193,06	1,723	193,06	15,13594
193	1,721	193	15,14588
192,96	1,719	192,96	15,15571
192,91	1,729	192,91	15,16547
192,85	1,744	192,85	15,17517
192,81	1,743	192,81	15,18484
192,75	1,739	192,75	15,19451
192,71	1,738	192,71	15,20419
192,66	1,744	192,66	15,21394
192,62	1,747	192,62	15,22379
192,56	1,748	192,56	15,2337
192,52	1,748	192,52	15,24366
192,46	1,755	192,46	15,25359
192,42	1,756	192,42	15,26344
192,37	1,757	192,37	15,27316
192,32	1,76	192,32	15,28272
192,27	1,764	192,27	15,2921
192,23	1,766	192,23	15,30129
192,17	1,769	192,17	15,3103
192,13	1,77	192,13	15,31912
192,08	1,768	192,08	15,32774
192,03	1,765	192,03	15,33618
191,98	1,767	191,98	15,34443
191,94	1,776	191,94	15,35247
191,88	1,777	191,88	15,36029
191,84	1,774	191,84	15,36788
191,78	1,77	191,78	15,37522
191,73	1,777	191,73	15,38231
191,69	1,786	191,69	15,3892
191,63	1,789	191,63	15,39594
191,59	1,801	191,59	15,40264
191,53	1,806	191,53	15,40932
191,49	1,803	191,49	15,41603
191,44	1,8	191,44	15,42278
191,4	1,803	191,4	15,42955
191,34	1,8	191,34	15,43635
191,3	1,798	191,3	15,44316
191,24	1,811	191,24	15,44998
191,2	1,823	191,2	15,45689
191,15	1,829	191,15	15,46391
191,1	1,819	191,1	15,47104
191,05	1,82	191,05	15,47827
191,01	1,821	191,01	15,4856
190,95	1,821	190,95	15,49299
190,9	1,823	190,9	15,50037
190,86	1,826	190,86	15,50773
190,8	1,828	190,8	15,51508
190,76	1,83	190,76	15,5224
190,7	1,837	190,7	15,52969
190,66	1,84	190,66	15,53703
190,61	1,838	190,61	15,54441
190,56	1,838	190,56	15,55182
190,51	1,84	190,51	15,55926
190,46	1,843	190,46	15,56671
190,41	1,844	190,41	15,57421
190,37	1,847	190,37	15,5818
190,31	1,857	190,31	15,58953
190,27	1,859	190,27	15,59743
190,22	1,85	190,22	15,60547
190,16	1,849	190,16	15,61363
190,12	1,848	190,12	15,62188
190,06	1,862	190,06	15,6302
190,02	1,866	190,02	15,63862
189,97	1,873	189,97	15,64715
189,92	1,885	189,92	15,65579
189,87	1,892	189,87	15,66455
189,83	1,894	189,83	15,67346
189,77	1,897	189,77	15,68259
189,73	1,888	189,73	15,69198
189,67	1,884	189,67	15,70167
189,63	1,896	189,63	15,71169
189,58	1,9	189,58	15,72201
189,54	1,889	189,54	15,73256
189,48	1,892	189,48	15,74332
189,43	1,916	189,43	15,75426
189,38	1,925	189,38	15,76537
189,33	1,914	189,33	15,77669
189,29	1,918	189,29	15,78823
189,23	1,922	189,23	15,80002
189,19	1,92	189,19	15,81209
189,13	1,926	189,13	15,82441
189,09	1,93	189,09	15,83697
189,04	1,922	189,04	15,84975
188,99	1,929	188,99	15,86272
188,94	1,942	188,94	15,8759
188,88	1,944	188,88	15,88929
188,84	1,939	188,84	15,90291
188,79	1,939	188,79	15,91677
188,74	1,946	188,74	15,93086
188,69	1,949	188,69	15,94516
188,65	1,952	188,65	15,95962
188,59	1,956	188,59	15,97423
188,55	1,957	188,55	15,98902
188,49	1,955	188,49	16,00401
188,45	1,953	188,45	16,01925
188,4	1,963	188,4	16,0348
188,36	1,969	188,36	16,05067
188,3	1,974	188,3	16,06689
188,26	1,961	188,26	16,08343
188,2	1,967	188,2	16,10029
188,16	1,981	188,16	16,11745
188,11	1,983	188,11	16,13492
188,05	1,983	188,05	16,1527
188,01	1,985	188,01	16,1708
187,95	1,986	187,95	16,1892
