Mean molecule area A2/molecule	Surface pressure, mN/m	Mean molecule area A2/molecule	Cs-1, mN/m
147,3	5,093	147,3	16,63126
147,26	5,1	147,26	16,61516
147,21	5,112	147,21	16,59917
147,17	5,115	147,17	16,58332
147,11	5,121	147,11	16,56761
147,07	5,131	147,07	16,55203
147,01	5,133	147,01	16,53657
146,97	5,133	146,97	16,5212
146,92	5,134	146,92	16,50587
146,86	5,137	146,86	16,49056
146,82	5,136	146,82	16,47528
146,76	5,137	146,76	16,46008
146,72	5,14	146,72	16,44497
146,67	5,143	146,67	16,42997
146,62	5,148	146,62	16,41507
146,57	5,158	146,57	16,40026
146,53	5,163	146,53	16,3855
146,47	5,153	146,47	16,37078
146,43	5,15	146,43	16,35612
146,38	5,172	146,38	16,34153
146,33	5,176	146,33	16,32704
146,28	5,183	146,28	16,31268
146,24	5,189	146,24	16,29842
146,18	5,18	146,18	16,28425
146,14	5,185	146,14	16,27014
146,09	5,187	146,09	16,25608
146,04	5,194	146,04	16,24204
145,99	5,198	145,99	16,22803
145,94	5,194	145,94	16,21407
145,89	5,193	145,89	16,20013
145,85	5,197	145,85	16,18621
145,79	5,208	145,79	16,1723
145,75	5,209	145,75	16,15838
145,7	5,21	145,7	16,14446
145,65	5,212	145,65	16,13051
145,61	5,212	145,61	16,11657
145,56	5,227	145,56	16,10265
145,52	5,239	145,52	16,08874
145,46	5,239	145,46	16,07485
145,42	5,239	145,42	16,06095
145,36	5,239	145,36	16,04705
145,32	5,236	145,32	16,03314
145,27	5,24	145,27	16,01923
145,22	5,244	145,22	16,00531
145,17	5,252	145,17	15,99135
145,13	5,26	145,13	15,97737
145,07	5,269	145,07	15,96335
145,03	5,272	145,03	15,94929
144,97	5,264	144,97	15,93518
144,93	5,264	144,93	15,92101
144,88	5,267	144,88	15,90679
144,82	5,275	144,82	15,8925
144,78	5,279	144,78	15,87815
144,72	5,288	144,72	15,86372
144,68	5,293	144,68	15,84918
144,63	5,299	144,63	15,83451
144,59	5,302	144,59	15,81971
144,54	5,301	144,54	15,80481
144,49	5,297	144,49	15,78983
144,45	5,301	144,45	15,77481
144,39	5,304	144,39	15,75978
144,35	5,307	144,35	15,74474
144,29	5,314	144,29	15,72966
144,25	5,32	144,25	15,71452
144,2	5,323	144,2	15,69932
144,16	5,323	144,16	15,68403
144,1	5,326	144,1	15,66867
144,06	5,327	144,06	15,65325
144	5,33	144	15,63778
143,96	5,339	143,96	15,62228
143,92	5,344	143,92	15,60673
143,86	5,351	143,86	15,59111
143,82	5,355	143,82	15,57538
143,77	5,357	143,77	15,55952
143,71	5,357	143,71	15,54355
143,67	5,36	143,67	15,5275
143,61	5,369	143,61	15,5114
143,57	5,369	143,57	15,49528
143,52	5,367	143,52	15,47915
143,48	5,367	143,48	15,463
143,42	5,37	143,42	15,44682
143,36	5,37	143,36	15,4306
143,32	5,375	143,32	15,41437
143,27	5,383	143,27	15,39816
143,22	5,385	143,22	15,38198
143,17	5,39	143,17	15,36585
143,13	5,395	143,13	15,34976
143,07	5,387	143,07	15,33372
143,03	5,383	143,03	15,31769
142,98	5,387	142,98	15,30169
142,93	5,4	142,93	15,28573
142,88	5,413	142,88	15,26982
142,84	5,414	142,84	15,25397
142,78	5,413	142,78	15,23819
142,74	5,426	142,74	15,22249
142,69	5,429	142,69	15,20688
142,64	5,428	142,64	15,19135
142,59	5,422	142,59	15,17589
142,54	5,42	142,54	15,16052
142,49	5,429	142,49	15,14522
142,44	5,43	142,44	15,13002
142,39	5,437	142,39	15,11489
142,34	5,439	142,34	15,09985
142,3	5,449	142,3	15,08487
142,24	5,448	142,24	15,06998
142,2	5,447	142,2	15,05516
142,14	5,45	142,14	15,04044
142,1	5,451	142,1	15,02579
142,05	5,464	142,05	15,0112
141,99	5,472	141,99	14,99666
141,95	5,467	141,95	14,98215
141,89	5,465	141,89	14,9677
141,85	5,467	141,85	--
141,85	5,467	141,85	--
141,41	5,5	141,41	14,95335
141,35	5,501	141,35	14,93913
141,31	5,502	141,31	14,92509
141,26	5,51	141,26	14,91121
141,21	5,513	141,21	14,89751
141,16	5,521	141,16	14,88397
141,12	5,523	141,12	14,8706
141,06	5,537	141,06	14,8574
141	5,543	141	14,84437
140,96	5,55	140,96	14,83151
140,91	5,544	140,91	14,81884
140,87	5,543	140,87	14,80638
140,81	5,545	140,81	14,79415
140,77	5,547	140,77	14,7821
140,71	5,548	140,71	14,77018
140,66	5,549	140,66	14,75834
140,62	5,554	140,62	14,74654
140,56	5,558	140,56	14,73477
140,52	5,573	140,52	14,72309
140,46	5,576	140,46	14,71152
140,42	5,582	140,42	14,70008
140,37	5,588	140,37	14,68878
140,32	5,587	140,32	14,67759
140,27	5,59	140,27	14,66652
140,21	5,591	140,21	14,65557
140,17	5,591	140,17	14,64476
140,12	5,605	140,12	14,63411
140,08	5,613	140,08	14,62361
140,02	5,615	140,02	14,61326
139,98	5,615	139,98	14,60305
139,95	5,614	139,95	14,59296
139,89	5,614	139,89	14,58297
139,84	5,614	139,84	14,57306
139,8	5,617	139,8	14,56319
139,74	5,62	139,74	14,55334
139,69	5,625	139,69	14,5435
139,65	5,628	139,65	14,53366
139,59	5,627	139,59	14,52377
139,55	5,638	139,55	14,51384
139,49	5,642	139,49	14,50388
139,45	5,644	139,45	14,49394
139,4	5,646	139,4	14,48401
139,35	5,65	139,35	14,47412
139,3	5,648	139,3	14,46423
139,24	5,646	139,24	14,45433
139,2	5,654	139,2	14,4444
139,15	5,657	139,15	14,43444
139,1	5,667	139,1	14,42446
139,05	5,669	139,05	14,41448
139,01	5,656	139,01	14,40453
138,95	5,664	138,95	14,39462
138,9	5,675	138,9	14,38469
138,86	5,675	138,86	14,37472
138,8	5,679	138,8	14,36464
138,76	5,681	138,76	14,35444
138,7	5,685	138,7	14,34411
138,66	5,692	138,66	14,33366
138,61	5,688	138,61	14,32311
138,56	5,689	138,56	14,31249
138,51	5,703	138,51	14,30178
138,47	5,71	138,47	14,29097
138,41	5,706	138,41	14,28001
138,37	5,707	138,37	14,26888
138,31	5,708	138,31	14,25757
138,26	5,709	138,26	14,24609
138,22	5,716	138,22	14,23449
138,16	5,72	138,16	14,22283
138,12	5,731	138,12	14,21113
138,06	5,732	138,06	14,19942
138,02	5,73	138,02	14,18769
137,97	5,741	137,97	14,17594
137,92	5,741	137,92	14,16417
137,87	5,74	137,87	14,15238
137,81	5,75	137,81	14,14052
137,77	5,742	137,77	14,1286
137,72	5,747	137,72	14,11659
137,67	5,755	137,67	14,10447
137,62	5,756	137,62	14,09229
137,58	5,756	137,58	14,08005
137,52	5,762	137,52	14,06778
137,48	5,768	137,48	14,05547
137,42	5,777	137,42	14,0431
137,37	5,781	137,37	14,03066
137,33	5,782	137,33	14,01815
137,27	5,778	137,27	14,00555
137,23	5,783	137,23	13,99288
137,17	5,793	137,17	13,98017
137,12	5,784	137,12	13,96744
137,08	5,786	137,08	13,95472
137,02	5,791	137,02	13,94207
136,98	5,793	136,98	13,92948
136,92	5,795	136,92	13,91693
136,88	5,799	136,88	13,9044
136,83	5,805	136,83	13,89188
136,79	5,814	136,79	13,87938
136,73	5,818	136,73	13,86694
136,69	5,82	136,69	13,8546
136,63	5,826	136,63	13,84237
136,59	5,828	136,59	13,83027
136,53	5,831	136,53	13,81825
136,49	5,837	136,49	13,80627
136,44	5,841	136,44	13,79428
136,38	5,834	136,38	13,78229
136,34	5,819	136,34	13,7703
136,29	5,832	136,29	13,7583
136,25	5,846	136,25	13,74631
136,19	5,85	136,19	13,73433
136,15	5,853	136,15	13,72233
136,09	5,851	136,09	13,7103
136,05	5,851	136,05	13,69823
136	5,861	136	13,68612
135,95	5,868	135,95	13,67398
135,9	5,876	135,9	13,66189
135,84	5,876	135,84	13,64987
135,8	5,877	135,8	13,63796
135,75	5,871	135,75	13,62619
135,7	5,869	135,7	13,61454
135,65	5,873	135,65	13,60299
135,61	5,874	135,61	13,59151
135,55	5,885	135,55	13,58007
135,5	5,89	135,5	13,56865
135,45	5,896	135,45	13,55725
135,4	5,9	135,4	13,54588
135,36	5,903	135,36	13,53459
135,3	5,912	135,3	13,52341
135,26	5,907	135,26	13,51239
135,2	5,905	135,2	13,50153
135,16	5,907	135,16	13,49082
135,14	5,908	135,14	13,48023
135,08	5,91	135,08	13,4697
135,02	5,922	135,02	13,45922
134,98	5,925	134,98	13,44878
134,93	5,928	134,93	13,4384
134,87	5,926	134,87	13,42811
134,83	5,929	134,83	13,41794
134,77	5,934	134,77	13,40793
134,73	5,937	134,73	13,39811
134,68	5,941	134,68	13,38849
134,64	5,948	134,64	13,37907
134,58	5,95	134,58	13,36984
134,54	5,945	134,54	13,36079
134,48	5,946	134,48	13,35191
134,44	5,947	134,44	13,34321
134,39	5,953	134,39	13,33472
134,33	5,965	134,33	13,32646
134,29	5,97	134,29	13,3184
134,23	5,974	134,23	13,31052
134,19	5,978	134,19	13,30278
134,13	5,98	134,13	13,29514
134,09	5,981	134,09	13,28759
134,04	5,987	134,04	13,28015
134	5,992	134	13,27283
133,94	5,995	133,94	13,26566
133,89	5,993	133,89	13,25866
133,84	5,988	133,84	13,25184
133,79	5,986	133,79	13,24523
133,75	5,999	133,75	13,23886
133,69	6,007	133,69	13,23273
133,65	6,006	133,65	13,22683
133,6	6,01	133,6	13,22113
133,55	6,016	133,55	13,21563
133,5	6,018	133,5	13,21032
133,44	6,02	133,44	13,20517
133,4	6,027	133,4	13,20015
133,35	6,028	133,35	13,19522
133,3	6,032	133,3	13,19037
133,25	6,038	133,25	13,18559
133,21	6,048	133,21	13,18086
133,15	6,055	133,15	13,17619
133,11	6,053	133,11	13,17158
133,05	6,057	133,05	13,16701
133	6,061	133	13,16246
132,96	6,068	132,96	13,15793
132,9	6,066	132,9	13,15336
132,86	6,066	132,86	13,14873
132,8	6,075	132,8	13,14403
132,76	6,069	132,76	13,13922
132,71	6,061	132,71	13,13431
132,67	6,078	132,67	13,12931
132,61	6,083	132,61	13,12425
132,55	6,082	132,55	13,11916
132,51	6,076	132,51	13,11409
132,46	6,089	132,46	13,10904
132,42	6,092	132,42	13,104
132,36	6,094	132,36	13,09898
132,32	6,096	132,32	13,09393
132,26	6,097	132,26	13,08884
132,22	6,095	132,22	13,0837
132,17	6,108	132,17	13,07852
132,11	6,111	132,11	13,0733
132,07	6,119	132,07	13,06806
132,01	6,121	132,01	13,0628
131,97	6,119	131,97	13,05749
131,92	6,119	131,92	13,05213
131,87	6,122	131,87	13,04667
131,82	6,126	131,82	13,04112
131,78	6,133	131,78	13,03548
131,72	6,137	131,72	13,02978
131,67	6,135	131,67	13,02408
131,62	6,133	131,62	13,01841
131,57	6,133	131,57	13,01278
131,53	6,135	131,53	13,00718
131,47	6,138	131,47	13,00157
131,43	6,142	131,43	12,99592
131,37	6,147	131,37	12,99019
131,33	6,148	131,33	12,98435
131,28	6,158	131,28	12,9784
131,24	6,161	131,24	12,97232
131,18	6,166	131,18	12,96613
131,13	6,171	131,13	12,95988
131,08	6,173	131,08	12,95361
131,03	6,172	131,03	12,94735
130,99	6,17	130,99	12,9411
130,93	6,172	130,93	12,93488
130,89	6,178	130,89	12,9287
130,83	6,18	130,83	12,92258
130,79	6,186	130,79	12,91651
130,74	6,188	130,74	12,91048
130,7	6,188	130,7	12,9045
130,64	6,19	130,64	12,89855
130,6	6,198	130,6	12,89264
130,54	6,21	130,54	12,88677
130,5	6,218	130,5	12,88096
130,45	6,217	130,45	12,87524
130,4	6,216	130,4	12,86958
130,35	6,221	130,35	12,86398
130,31	6,226	130,31	12,85845
130,25	6,228	130,25	12,85301
130,2	6,229	130,2	12,84768
130,15	6,231	130,15	12,84251
130,1	6,234	130,1	12,83748
130,06	6,235	130,06	12,83257
130	6,246	130	12,82775
129,96	6,249	129,96	12,82301
129,9	6,252	129,9	12,81836
129,86	6,253	129,86	12,81384
129,81	6,255	129,81	12,80946
129,76	6,263	129,76	12,80523
129,71	6,271	129,71	12,80115
129,65	6,268	129,65	12,79715
129,61	6,267	129,61	12,7932
129,56	6,269	129,56	12,78928
129,52	6,268	129,52	12,78537
129,46	6,271	129,46	12,78149
129,42	6,283	129,42	12,77766
129,36	6,288	129,36	12,77394
129,31	6,288	129,31	12,77031
129,26	6,288	129,26	12,76677
129,21	6,303	129,21	12,76332
129,17	6,31	129,17	12,75996
129,11	6,31	129,11	12,75666
129,07	6,309	129,07	12,75343
129,01	6,309	129,01	12,75031
128,97	6,312	128,97	12,74735
128,92	6,322	128,92	12,7446
128,88	6,324	128,88	12,74206
128,82	6,331	128,82	12,73975
128,78	6,337	128,78	12,73764
128,72	6,337	128,72	12,73567
128,68	6,338	128,68	12,73384
128,63	6,349	128,63	12,7321
128,58	6,349	128,58	12,73042
128,53	6,348	128,53	12,7288
128,49	6,346	128,49	12,72723
128,43	6,343	128,43	12,72572
128,39	6,349	128,39	12,72428
128,33	6,354	128,33	12,72292
128,28	6,354	128,28	12,72166
128,24	6,358	128,24	12,72049
128,18	6,364	128,18	12,71941
128,14	6,367	128,14	12,71838
128,09	6,369	128,09	12,71742
128,04	6,368	128,04	12,71652
127,99	6,372	127,99	12,71568
127,95	6,375	127,95	12,71491
127,89	6,376	127,89	12,71426
127,85	6,383	127,85	12,71373
127,79	6,386	127,79	12,7133
127,74	6,387	127,74	12,71295
127,7	6,393	127,7	12,71265
127,64	6,401	127,64	12,71237
127,6	6,404	127,6	12,71211
127,54	6,41	127,54	12,71191
127,5	6,411	127,5	12,71183
127,45	6,403	127,45	12,71187
127,41	6,397	127,41	12,71203
127,35	6,399	127,35	12,71227
127,31	6,406	127,31	12,71256
127,25	6,409	127,25	12,71287
127,2	6,419	127,2	12,7132
127,16	6,43	127,16	12,71355
127,1	6,434	127,1	12,71392
127,06	6,435	127,06	12,71433
127	6,43	127	12,71478
126,96	6,431	126,96	12,71527
126,91	6,434	126,91	12,71576
126,87	6,439	126,87	12,71623
126,81	6,44	126,81	12,71667
126,75	6,454	126,75	12,71711
126,71	6,461	126,71	12,71753
126,66	6,464	126,66	12,71796
126,62	6,468	126,62	12,7184
126,56	6,47	126,56	12,71884
126,52	6,472	126,52	12,71924
126,46	6,479	126,46	12,7196
126,42	6,476	126,42	12,71992
126,37	6,478	126,37	12,72021
126,31	6,49	126,31	12,72047
126,27	6,492	126,27	12,72074
126,21	6,497	126,21	12,72102
126,17	6,502	126,17	12,72131
126,12	6,504	126,12	12,72161
126,07	6,504	126,07	12,72196
126,02	6,508	126,02	12,72237
125,98	6,511	125,98	12,72281
125,92	6,512	125,92	12,72328
125,88	6,516	125,88	12,72374
125,82	6,517	125,82	12,72416
125,78	6,511	125,78	12,72453
125,73	6,519	125,73	12,72488
125,67	6,522	125,67	12,72529
125,63	6,53	125,63	12,72585
125,57	6,53	125,57	12,72658
125,53	6,538	125,53	12,72751
125,48	6,548	125,48	12,72861
125,43	6,552	125,43	12,72984
125,38	6,547	125,38	12,73113
125,34	6,547	125,34	12,73246
125,28	6,548	125,28	12,73384
125,24	6,548	125,24	12,73527
125,18	6,545	125,18	12,73676
125,14	6,558	125,14	12,73829
125,09	6,563	125,09	12,73985
125,03	6,564	125,03	12,74137
124,99	6,564	124,99	12,74282
124,96	6,565	124,96	12,74416
124,93	6,567	124,93	12,74541
124,88	6,567	124,88	12,74659
124,84	6,567	124,84	12,74775
124,78	6,575	124,78	12,74895
124,74	6,578	124,74	12,75021
124,69	6,579	124,69	12,75157
124,63	6,577	124,63	12,75303
124,59	6,577	124,59	12,7546
124,53	6,582	124,53	12,75624
124,49	6,582	124,49	12,75794
124,44	6,59	124,44	12,7597
124,39	6,606	124,39	12,76152
124,34	6,616	124,34	12,76341
124,28	6,609	124,28	12,76539
124,24	6,604	124,24	12,76747
124,19	6,61	124,19	12,76965
124,14	6,619	124,14	12,77194
124,09	6,623	124,09	12,77436
124,05	6,624	124,05	12,77691
123,99	6,629	123,99	12,77959
123,95	6,631	123,95	12,78238
123,89	6,634	123,89	12,78523
123,85	6,637	123,85	12,78812
123,8	6,642	123,8	12,79103
123,74	6,649	123,74	12,79398
123,7	6,652	123,7	12,79701
123,65	6,656	123,65	12,80011
123,6	6,663	123,6	12,80328
123,55	6,665	123,55	12,80654
123,51	6,666	123,51	12,8099
123,45	6,666	123,45	12,81342
123,41	6,669	123,41	12,81713
123,35	6,672	123,35	12,82106
123,3	6,665	123,3	12,82522
123,26	6,667	123,26	12,8296
123,2	6,68	123,2	12,83415
123,16	6,682	123,16	12,83881
123,11	6,689	123,11	12,84355
123,06	6,695	123,06	12,84837
123,01	6,7	123,01	12,85328
122,96	6,7	122,96	12,85837
122,91	6,705	122,91	12,86369
122,87	6,712	122,87	12,86925
122,81	6,708	122,81	12,87506
122,76	6,712	122,76	12,88108
122,72	6,717	122,72	12,88728
122,66	6,719	122,66	12,89364
122,62	6,723	122,62	12,90016
122,56	6,735	122,56	12,90686
122,52	6,74	122,52	12,91377
122,46	6,74	122,46	12,9209
122,42	6,737	122,42	12,92826
122,37	6,739	122,37	12,93582
122,33	6,745	122,33	12,94354
122,27	6,749	122,27	12,95139
122,22	6,748	122,22	12,95933
122,17	6,755	122,17	12,96735
122,12	6,771	122,12	12,97541
122,08	6,778	122,08	12,98353
122,02	6,781	122,02	12,99172
121,98	6,783	121,98	13,00001
121,92	6,783	121,92	13,00839
121,88	6,784	121,88	13,01686
121,83	6,788	121,83	13,02543
121,77	6,789	121,77	13,03406
121,73	6,793	121,73	13,04272
121,67	6,816	121,67	13,05137
121,63	6,814	121,63	13,06001
121,58	6,808	121,58	13,0686
121,53	6,801	121,53	13,07715
121,48	6,798	121,48	13,08571
121,44	6,8	121,44	13,0943
121,38	6,811	121,38	13,10296
121,33	6,824	121,33	13,11172
121,29	6,829	121,29	13,12059
121,23	6,829	121,23	13,12957
121,19	6,829	121,19	13,13865
121,13	6,83	121,13	13,14782
121,09	6,832	121,09	13,15709
121,04	6,837	121,04	13,16645
120,99	6,843	120,99	13,17589
120,94	6,844	120,94	13,18541
120,9	6,85	120,9	13,19496
120,84	6,86	120,84	13,20454
120,78	6,865	120,78	13,21415
120,75	6,873	120,75	13,22376
120,69	6,876	120,69	13,23337
120,65	6,859	120,65	13,24297
120,59	6,85	120,59	13,25259
120,54	6,862	120,54	13,26224
120,49	6,869	120,49	13,27193
120,44	6,877	120,44	13,28164
120,4	6,879	120,4	13,29133
120,34	6,881	120,34	13,30097
120,3	6,881	120,3	13,31052
120,25	6,885	120,25	13,31999
120,2	6,892	120,2	13,32941
120,15	6,893	120,15	13,33881
120,09	6,897	120,09	13,3482
120,05	6,9	120,05	13,35758
120	6,908	120	13,36694
119,95	6,91	119,95	13,37628
119,9	6,913	119,9	13,38561
119,86	6,915	119,86	13,39498
119,8	6,92	119,8	13,40441
119,75	6,921	119,75	13,41393
119,7	6,926	119,7	13,42356
119,65	6,934	119,65	13,43328
119,61	6,939	119,61	13,44308
119,55	6,938	119,55	13,45295
119,51	6,942	119,51	13,46286
119,45	6,944	119,45	13,47281
119,43	6,948	119,43	13,48281
119,37	6,955	119,37	13,49286
119,33	6,958	119,33	13,50295
119,27	6,958	119,27	13,5131
119,23	6,961	119,23	13,52331
119,18	6,968	119,18	13,53358
119,13	6,966	119,13	13,54391
119,08	6,962	119,08	13,55429
119,04	6,973	119,04	13,56471
118,98	6,979	118,98	13,57513
118,93	6,982	118,93	13,58556
118,88	6,986	118,88	13,59598
118,83	6,993	118,83	13,60642
118,79	6,995	118,79	13,61687
118,73	6,99	118,73	13,62738
118,69	6,99	118,69	13,63793
118,64	7,002	118,64	13,64853
118,59	7,015	118,59	13,65916
118,54	7,017	118,54	13,6698
118,48	7,023	118,48	13,68044
118,44	7,023	118,44	13,69105
118,39	7,023	118,39	13,70165
118,34	7,024	118,34	13,71224
118,29	7,03	118,29	13,72282
118,25	7,042	118,25	13,73341
118,19	7,032	118,19	13,744
118,13	7,031	118,13	13,75459
118,09	7,043	118,09	13,76517
118,04	7,055	118,04	13,77572
118	7,061	118	13,78623
117,94	7,065	117,94	13,79671
117,9	7,075	117,9	13,80718
117,84	7,083	117,84	13,81765
117,79	7,083	117,79	13,82816
117,75	7,079	117,75	13,83871
117,69	7,087	117,69	13,84927
117,65	7,093	117,65	13,85981
117,59	7,085	117,59	13,87034
117,55	7,08	117,55	13,88088
117,5	7,112	117,5	13,89142
117,44	7,124	117,44	13,90197
117,4	7,12	117,4	13,91253
117,34	7,113	117,34	13,92305
117,3	7,108	117,3	13,93349
117,25	7,111	117,25	13,94384
117,2	7,118	117,2	13,95411
117,15	7,119	117,15	13,96431
117,1	7,126	117,1	13,97449
117,05	7,13	117,05	13,98471
117	7,133	117	13,99499
116,96	7,122	116,96	14,00533
116,9	7,121	116,9	14,01571
116,86	7,144	116,86	14,02613
116,8	7,147	116,8	14,03657
116,76	7,147	116,76	14,04703
116,71	7,153	116,71	14,05752
116,67	7,164	116,67	14,06805
116,61	7,16	116,61	14,07863
116,57	7,156	116,57	14,08925
116,51	7,17	116,51	14,09995
116,47	7,179	116,47	14,11072
116,42	7,178	116,42	14,12159
116,36	7,176	116,36	14,13257
116,32	7,176	116,32	14,14367
116,26	7,172	116,26	14,15484
116,22	7,176	116,22	14,16604
116,17	7,188	116,17	14,17722
116,12	7,197	116,12	14,18834
116,07	7,217	116,07	14,19938
116,03	7,214	116,03	14,21039
115,97	7,21	115,97	14,22137
115,92	7,211	115,92	14,23236
115,87	7,235	115,87	14,24337
115,82	7,241	115,82	14,25437
115,78	7,229	115,78	14,26533
115,72	7,219	115,72	14,27623
115,68	7,226	115,68	14,28708
115,62	7,23	115,62	14,29789
115,57	7,235	115,57	14,30867
115,53	7,246	115,53	14,31947
115,47	7,245	115,47	14,33027
115,43	7,248	115,43	14,34107
115,37	7,254	115,37	14,35185
115,33	7,268	115,33	14,36265
115,28	7,28	115,28	14,37347
115,24	7,282	115,24	14,38435
115,18	7,282	115,18	14,39531
115,13	7,279	115,13	14,40639
115,08	7,285	115,08	14,41759
115,03	7,287	115,03	14,42889
114,99	7,289	114,99	14,44026
114,93	7,289	114,93	14,45165
114,89	7,292	114,89	14,46305
114,83	7,3	114,83	14,47443
114,79	7,304	114,79	14,48578
114,74	7,315	114,74	14,49712
114,68	7,318	114,68	14,50845
114,64	7,321	114,64	14,51977
114,58	7,33	114,58	14,5311
114,54	7,334	114,54	14,54247
114,49	7,338	114,49	14,55388
114,44	7,337	114,44	14,56533
114,4	7,335	114,4	14,5768
114,36	7,333	114,36	14,58827
114,31	7,338	114,31	14,59974
114,26	7,354	114,26	14,6112
114,21	7,359	114,21	14,62263
114,17	7,362	114,17	14,63405
114,11	7,369	114,11	14,64547
114,05	7,366	114,05	14,65689
114,01	7,371	114,01	14,66833
113,96	7,374	113,96	14,67977
113,92	7,378	113,92	14,69122
113,86	7,38	113,86	14,70266
113,82	7,383	113,82	14,71408
113,76	7,387	113,76	14,72549
113,72	7,391	113,72	14,73694
113,67	7,395	113,67	14,74846
113,63	7,401	113,63	14,76007
113,57	7,418	113,57	14,77176
113,54	7,42	113,54	14,78349
113,49	7,422	113,49	14,79524
113,43	7,418	113,43	14,80697
113,39	7,414	113,39	14,81871
113,34	7,418	113,34	14,8305
113,29	7,435	113,29	14,84237
113,24	7,435	113,24	14,85433
113,2	7,434	113,2	14,86638
113,14	7,434	113,14	14,87848
113,1	7,45	113,1	14,89058
113,04	7,454	113,04	14,90263
113	7,454	113	14,91462
112,95	7,455	112,95	14,92657
112,89	7,462	112,89	14,9385
112,85	7,471	112,85	14,95042
112,79	7,485	112,79	14,96232
112,75	7,485	112,75	14,97419
112,7	7,485	112,7	14,98602
112,65	7,485	112,65	14,99778
112,6	7,491	112,6	15,00949
112,54	7,492	112,54	15,02115
112,5	7,498	112,5	15,0328
112,45	7,504	112,45	15,04444
112,41	7,51	112,41	15,05611
112,35	7,511	112,35	15,06782
112,31	7,512	112,31	15,07961
112,25	7,514	112,25	15,09151
112,21	7,522	112,21	15,10353
112,15	7,531	112,15	15,11568
112,11	7,535	112,11	15,12792
112,06	7,54	112,06	15,14021
112,02	7,544	112,02	15,15252
111,96	7,549	111,96	15,16482
111,9	7,556	111,9	15,1771
111,86	7,561	111,86	15,18941
111,81	7,564	111,81	15,20178
111,77	7,569	111,77	15,21421
111,71	7,576	111,71	15,22673
111,67	7,578	111,67	15,23932
111,61	7,579	111,61	15,25198
111,56	7,582	111,56	15,26469
111,52	7,584	111,52	15,27741
111,46	7,588	111,46	15,29014
111,42	7,591	111,42	15,30284
111,36	7,593	111,36	15,3155
111,32	7,604	111,32	15,32814
111,27	7,611	111,27	15,34076
111,22	7,614	111,22	15,35336
111,17	7,618	111,17	15,36592
111,11	7,622	111,11	15,37847
111,07	7,627	111,07	15,39101
111,02	7,632	111,02	15,40356
110,98	7,635	110,98	15,41614
110,92	7,641	110,92	15,42873
110,88	7,646	110,88	15,44135
110,82	7,657	110,82	15,45398
110,78	7,656	110,78	15,4666
110,72	7,659	110,72	15,47922
110,67	7,66	110,67	15,49183
110,63	7,67	110,63	15,50443
110,57	7,676	110,57	15,51703
110,53	7,68	110,53	15,52966
110,47	7,682	110,47	15,54232
110,43	7,688	110,43	15,55501
110,38	7,69	110,38	15,56776
110,34	7,687	110,34	15,58055
110,28	7,697	110,28	15,59338
110,24	7,701	110,24	15,60624
110,18	7,709	110,18	15,61914
110,13	7,714	110,13	15,63207
110,09	7,715	110,09	15,64502
110,03	7,715	110,03	15,65798
109,99	7,716	109,99	15,67092
109,93	7,732	109,93	15,68385
109,89	7,733	109,89	15,69676
109,84	7,73	109,84	15,70965
109,79	7,731	109,79	15,72252
109,74	7,739	109,74	15,73534
109,68	7,754	109,68	15,74809
109,64	7,756	109,64	15,76077
109,59	7,755	109,59	15,7734
109,54	7,768	109,54	15,78599
109,49	7,768	109,49	15,79855
109,45	7,765	109,45	15,81112
109,39	7,775	109,39	15,82369
109,34	7,781	109,34	15,83627
109,3	7,779	109,3	15,84885
109,24	7,778	109,24	15,86142
109,2	7,786	109,2	15,87397
109,14	7,795	109,14	15,88649
109,1	7,795	109,1	15,89899
109,05	7,795	109,05	15,91147
109,01	7,805	109,01	15,92392
108,95	7,821	108,95	15,93636
108,91	7,824	108,91	15,94878
108,85	7,829	108,85	15,9612
108,8	7,835	108,8	15,97364
108,76	7,837	108,76	15,98609
108,7	7,837	108,7	15,99856
108,66	7,841	108,66	16,01108
108,6	7,847	108,6	16,02365
108,56	7,849	108,56	16,03625
108,51	7,862	108,51	16,04886
108,45	7,866	108,45	16,0615
108,41	7,871	108,41	16,07416
108,35	7,874	108,35	16,08684
108,31	7,874	108,31	16,09955
108,26	7,875	108,26	16,11229
108,21	7,888	108,21	16,12507
108,16	7,898	108,16	16,13792
108,1	7,898	108,1	16,15083
108,06	7,897	108,06	16,16384
108,01	7,897	108,01	16,17694
107,96	7,901	107,96	16,19015
107,91	7,909	107,91	16,20344
107,87	7,92	107,87	16,2168
107,81	7,931	107,81	16,23024
107,76	7,94	107,76	16,24378
107,71	7,942	107,71	16,25742
107,66	7,943	107,66	16,27118
107,62	7,946	107,62	16,28505
107,56	7,951	107,56	16,29905
107,52	7,954	107,52	16,31317
107,46	7,964	107,46	16,3274
107,41	7,967	107,41	16,34176
107,37	7,968	107,37	16,35623
107,31	7,972	107,31	16,3708
107,27	7,983	107,27	16,38546
107,21	7,993	107,21	16,40021
107,17	7,997	107,17	16,41505
107,12	8,002	107,12	16,42998
107,08	8,005	107,08	16,44501
107,02	8,007	107,02	16,46015
106,96	8,01	106,96	16,47541
106,92	8,011	106,92	16,49077
106,87	8,025	106,87	16,50625
106,83	8,029	106,83	16,52181
106,77	8,024	106,77	16,53746
106,73	8,025	106,73	16,55319
106,67	8,044	106,67	16,56903
106,62	8,053	106,62	16,58498
