AlphA. deg.	Ni Ka XRF, A.u. curve 4	Total external reflection, A.u.	AlphA. deg.	Ni Ka XRF, A.u. curve 2	AlphA. deg.	Exponential fitting curve 3	AlphA. deg.	Exponential fitting curve 5
--	--	--	--	--	0,0591	0,24508	0,0561	0,05396
--	--	--	--	--	0,05924	0,24587	0,05619	0,05415
--	--	--	--	--	0,05938	0,24665	0,05634	0,05445
--	--	--	--	--	0,05952	0,24744	0,05649	0,05475
--	--	--	--	--	0,05967	0,24823	0,05664	0,05506
--	--	--	--	--	0,05981	0,24903	0,05679	0,05536
--	--	--	--	--	0,05995	0,24982	0,05694	0,05567
--	--	--	--	--	0,06009	0,25061	0,05709	0,05598
--	--	--	--	--	0,0601	0,25064	0,05724	0,05629
--	--	--	--	--	0,06023	0,25141	0,05739	0,0566
--	--	--	--	--	0,06037	0,2522	0,05754	0,05691
--	--	--	--	--	0,06052	0,253	0,05769	0,05722
--	--	--	--	--	0,06066	0,2538	0,05784	0,05754
--	--	--	--	--	0,0608	0,2546	0,05799	0,05786
--	--	--	--	--	0,06094	0,2554	0,05814	0,05818
--	--	--	--	--	0,06108	0,2562	0,05829	0,0585
--	--	--	--	--	0,06123	0,25701	0,05843	0,05882
--	--	--	--	--	0,06137	0,25781	0,05858	0,05914
--	--	--	--	--	0,06151	0,25862	0,05873	0,05946
--	--	--	--	--	0,06165	0,25942	0,05881	0,05963
--	--	--	--	--	0,06179	0,26023	0,05888	0,05979
--	--	--	--	--	0,06194	0,26104	0,05903	0,06012
--	--	--	--	--	0,06208	0,26185	0,05918	0,06045
--	--	--	--	--	0,06222	0,26266	0,05933	0,06078
--	--	--	--	--	0,06236	0,26348	0,05948	0,06111
--	--	--	--	--	0,0625	0,26429	0,05963	0,06144
--	--	--	--	--	0,06251	0,26433	0,05978	0,06178
--	--	--	--	--	0,06264	0,26511	0,05993	0,06211
--	--	--	--	--	0,06279	0,26592	0,06008	0,06245
--	--	--	--	--	0,06293	0,26674	0,06023	0,06279
--	--	--	--	--	0,06307	0,26756	0,06038	0,06313
--	--	--	--	--	0,06321	0,26838	0,06053	0,06347
--	--	--	--	--	0,06335	0,2692	0,06068	0,06382
--	--	--	--	--	0,0635	0,27002	0,06083	0,06416
--	--	--	--	--	0,06364	0,27085	0,06098	0,06451
--	--	--	--	--	0,06378	0,27167	0,06113	0,06486
--	--	--	--	--	0,06392	0,2725	0,06128	0,06521
--	--	--	--	--	0,06406	0,27332	0,06143	0,06556
--	--	--	--	--	0,06421	0,27415	0,06158	0,06591
--	--	--	--	--	0,06435	0,27498	0,06173	0,06627
--	--	--	--	--	0,06449	0,27581	0,06183	0,06649
--	--	--	--	--	0,06463	0,27665	0,06188	0,06663
--	--	--	--	--	0,06477	0,27748	0,06203	0,06698
--	--	--	--	--	0,06491	0,27831	0,06218	0,06734
--	--	--	--	--	0,06506	0,27915	0,06233	0,06771
--	--	--	--	--	0,0652	0,27999	0,06248	0,06807
--	--	--	--	--	0,06534	0,28082	0,06263	0,06843
--	--	--	--	--	0,06548	0,28166	0,06278	0,0688
--	--	--	--	--	0,06562	0,2825	0,06293	0,06917
--	--	--	--	--	0,06577	0,28335	0,06308	0,06954
--	--	--	--	--	0,06591	0,28419	0,06323	0,06991
--	--	--	--	--	0,06605	0,28503	0,06338	0,07028
--	--	--	--	--	0,06613	0,2855	0,06353	0,07066
--	--	--	--	--	0,06619	0,28588	0,06368	0,07104
--	--	--	--	--	0,06633	0,28673	0,06383	0,07141
--	--	--	--	--	0,06648	0,28758	0,06398	0,07179
--	--	--	--	--	0,06662	0,28842	0,06413	0,07218
--	--	--	--	--	0,06676	0,28928	0,06428	0,07256
--	--	--	--	--	0,0669	0,29013	0,06443	0,07295
--	--	--	--	--	0,06704	0,29098	0,06458	0,07333
--	--	--	--	--	0,06718	0,29183	0,06473	0,07372
--	--	--	--	--	0,06733	0,29269	0,06488	0,07411
--	--	--	--	--	0,06747	0,29355	0,06503	0,0745
--	--	--	--	--	0,06761	0,29441	0,06518	0,0749
--	--	--	--	--	0,06775	0,29527	0,06529	0,0752
--	--	--	--	--	0,06789	0,29613	0,06533	0,07529
--	--	--	--	--	0,06804	0,29699	0,06548	0,07569
--	--	--	--	--	0,06818	0,29785	0,06563	0,07609
--	--	--	--	--	0,06832	0,29872	0,06578	0,07649
--	--	--	--	--	0,06846	0,29958	0,06593	0,0769
--	--	--	--	--	0,0686	0,30045	0,06608	0,0773
--	--	--	--	--	0,06875	0,30132	0,06623	0,07771
--	--	--	--	--	0,06889	0,30219	0,06638	0,07812
--	--	--	--	--	0,06899	0,30283	0,06653	0,07853
--	--	--	--	--	0,06903	0,30306	0,06668	0,07894
--	--	--	--	--	0,06917	0,30393	0,06683	0,07936
--	--	--	--	--	0,06931	0,3048	0,06698	0,07977
--	--	--	--	--	0,06945	0,30568	0,06713	0,08019
--	--	--	--	--	0,0696	0,30655	0,06728	0,08061
--	--	--	--	--	0,06974	0,30743	0,06743	0,08103
--	--	--	--	--	0,06988	0,30831	0,06756	0,08139
--	--	--	--	--	0,07002	0,30919	0,06758	0,08146
--	--	--	--	--	0,07016	0,31007	0,06773	0,08188
--	--	--	--	--	0,07031	0,31095	0,06788	0,08231
--	--	--	--	--	0,07045	0,31184	0,06803	0,08274
--	--	--	--	--	0,07059	0,31272	0,06818	0,08317
--	--	--	--	--	0,07073	0,31361	0,06833	0,08361
--	--	--	--	--	0,07087	0,3145	0,06848	0,08404
--	--	--	--	--	0,07102	0,31538	0,06863	0,08448
--	--	--	--	--	0,07116	0,31628	0,06878	0,08492
--	--	--	--	--	0,0713	0,31717	0,06893	0,08536
--	--	--	--	--	0,07144	0,31806	0,06908	0,08581
--	--	--	--	--	0,07158	0,31895	0,06923	0,08625
--	--	--	--	--	0,07172	0,31985	0,06938	0,0867
--	--	--	--	--	0,07186	0,32069	0,06953	0,08715
--	--	--	--	--	0,07187	0,32075	0,06968	0,0876
--	--	--	--	--	0,07201	0,32164	0,06983	0,08805
--	--	--	--	--	0,07215	0,32254	0,06998	0,08851
--	--	--	--	--	0,07229	0,32344	0,07012	0,08897
--	--	--	--	--	0,07243	0,32435	0,07027	0,08943
--	--	--	--	--	0,07258	0,32525	0,07042	0,08989
--	--	--	--	--	0,07272	0,32616	0,07057	0,09036
--	--	--	--	--	0,07286	0,32706	0,07072	0,09082
--	--	--	--	--	0,073	0,32797	0,07087	0,09129
--	--	--	--	--	0,07314	0,32888	0,07102	0,09176
--	--	--	--	--	0,07328	0,32979	0,07117	0,09223
--	--	--	--	--	0,07343	0,3307	0,07117	0,09223
--	--	--	--	--	0,07357	0,33161	0,07132	0,09271
--	--	--	--	--	0,07371	0,33253	0,07147	0,09319
--	--	--	--	--	0,07385	0,33344	0,07162	0,09367
--	--	--	--	--	0,07399	0,33436	0,07177	0,09415
--	--	--	--	--	0,07414	0,33528	0,07192	0,09463
--	--	--	--	--	0,07428	0,3362	0,07207	0,09512
--	--	--	--	--	0,07442	0,33712	0,07222	0,09561
--	--	--	--	--	0,07456	0,33804	0,07237	0,0961
--	--	--	--	--	0,0747	0,33896	0,07252	0,09659
--	--	--	--	--	0,07485	0,33989	0,07267	0,09708
--	--	--	--	--	0,07499	0,34081	0,07282	0,09758
--	--	--	--	--	0,07513	0,34174	0,07297	0,09808
--	--	--	--	--	0,07517	0,34203	0,07312	0,09858
--	--	--	--	--	0,07527	0,34267	0,07327	0,09909
--	--	--	--	--	0,07541	0,3436	0,07342	0,09959
--	--	--	--	--	0,07555	0,34453	0,07357	0,1001
--	--	--	--	--	0,0757	0,34547	0,07372	0,10061
--	--	--	--	--	0,07584	0,3464	0,07374	0,10066
--	--	--	--	--	0,07598	0,34734	0,07387	0,10112
--	--	--	--	--	0,07612	0,34827	0,07402	0,10164
--	--	--	--	--	0,07626	0,34921	0,07417	0,10216
--	--	--	--	--	0,07641	0,35015	0,07432	0,10268
--	--	--	--	--	0,07655	0,35109	0,07447	0,1032
--	--	--	--	--	0,07669	0,35204	0,07462	0,10373
--	--	--	--	--	0,07683	0,35298	0,07477	0,10425
--	--	--	--	--	0,07697	0,35392	0,07492	0,10478
--	--	--	--	--	0,07712	0,35487	0,07507	0,10532
--	--	--	--	--	0,07726	0,35582	0,07522	0,10585
--	--	--	--	--	0,0774	0,35677	0,07537	0,10639
--	--	--	--	--	0,07754	0,35772	0,07552	0,10693
--	--	--	--	--	0,07768	0,35867	0,07567	0,10747
--	--	--	--	--	0,07774	0,35904	0,07582	0,10801
--	--	--	--	--	0,07782	0,35963	0,07597	0,10856
--	--	--	--	--	0,07797	0,36058	0,07612	0,10911
--	--	--	--	--	0,07811	0,36154	0,07627	0,10966
--	--	--	--	--	0,07825	0,3625	0,07642	0,11022
--	--	--	--	--	0,07839	0,36346	0,07657	0,11077
--	--	--	--	--	0,07853	0,36442	0,07672	0,11133
--	--	--	--	--	0,07868	0,36538	0,07675	0,11146
--	--	--	--	--	0,07882	0,36634	0,07687	0,11189
--	--	--	--	--	0,07896	0,36731	0,07702	0,11246
--	--	--	--	--	0,0791	0,36828	0,07717	0,11303
--	--	--	--	--	0,07924	0,36924	0,07732	0,1136
--	--	--	--	--	0,07939	0,37021	0,07747	0,11417
--	--	--	--	--	0,07953	0,37118	0,07762	0,11474
--	--	--	--	--	0,07967	0,37216	0,07777	0,11532
--	--	--	--	--	0,07981	0,37313	0,07792	0,1159
--	--	--	--	--	0,07995	0,3741	0,07807	0,11648
--	--	--	--	--	0,08009	0,37508	0,07822	0,11707
--	--	--	--	--	0,08024	0,37606	0,07837	0,11766
--	--	--	--	--	0,08038	0,37704	0,07852	0,11825
--	--	--	--	--	0,08052	0,37802	0,07867	0,11884
--	--	--	--	--	0,08066	0,379	0,07882	0,11944
--	--	--	--	--	0,08075	0,37963	0,07897	0,12004
--	--	--	--	--	0,0808	0,37999	0,07912	0,12064
--	--	--	--	--	0,08095	0,38097	0,07927	0,12124
--	--	--	--	--	0,08109	0,38196	0,07942	0,12185
--	--	--	--	--	0,08123	0,38295	0,07957	0,12246
--	--	--	--	--	0,08137	0,38393	0,07962	0,12267
--	--	--	--	--	0,08151	0,38493	0,07972	0,12307
--	--	--	--	--	0,08166	0,38592	0,07987	0,12369
--	--	--	--	--	0,0818	0,38691	0,08002	0,12431
--	--	--	--	--	0,08194	0,38791	0,08017	0,12493
--	--	--	--	--	0,08208	0,3889	0,08032	0,12555
--	--	--	--	--	0,08222	0,3899	0,08047	0,12618
--	--	--	--	--	0,08236	0,3909	0,08062	0,12681
--	--	--	--	--	0,08251	0,3919	0,08077	0,12744
--	--	--	--	--	0,08265	0,39291	0,08092	0,12808
--	--	--	--	--	0,08279	0,39391	0,08107	0,12872
--	--	--	--	--	0,08293	0,39492	0,08122	0,12936
--	--	--	--	--	0,08307	0,39592	0,08137	0,13
--	--	--	--	--	0,08322	0,39693	0,08152	0,13065
--	--	--	--	--	0,08336	0,39794	0,08167	0,1313
--	--	--	--	--	0,0835	0,39895	0,08181	0,13195
--	--	--	--	--	0,08362	0,3998	0,08196	0,13261
--	--	--	--	--	0,08364	0,39997	0,08211	0,13327
--	--	--	--	--	0,08378	0,40098	0,08226	0,13393
--	--	--	--	--	0,08393	0,402	0,08241	0,13459
--	--	--	--	--	0,08407	0,40301	0,08256	0,13526
--	--	--	--	--	0,08421	0,40403	0,08271	0,13593
--	--	--	--	--	0,08435	0,40505	0,08286	0,13661
--	--	--	--	--	0,08449	0,40608	0,08293	0,13693
--	--	--	--	--	0,08463	0,4071	0,08301	0,13728
--	--	--	--	--	0,08478	0,40812	0,08316	0,13796
--	--	--	--	--	0,08492	0,40915	0,08331	0,13865
--	--	--	--	--	0,08506	0,41018	0,08346	0,13933
--	--	--	--	--	0,0852	0,41121	0,08361	0,14002
--	--	--	--	--	0,08534	0,41224	0,08376	0,14072
--	--	--	--	--	0,08549	0,41327	0,08391	0,14141
--	--	--	--	--	0,08563	0,41431	0,08406	0,14211
--	--	--	--	--	0,08577	0,41534	0,08421	0,14281
--	--	--	--	--	0,08591	0,41638	0,08436	0,14352
--	--	--	--	--	0,08605	0,41742	0,08451	0,14423
--	--	--	--	--	0,0862	0,41846	0,08466	0,14494
--	--	--	--	--	0,08634	0,4195	0,08481	0,14565
--	--	--	--	--	0,08648	0,42054	0,08496	0,14637
--	--	--	--	--	0,08662	0,42159	0,08511	0,14709
--	--	--	--	--	0,08676	0,42263	0,08526	0,14782
--	--	--	--	--	0,0869	0,42368	0,08541	0,14855
--	--	--	--	--	0,08705	0,42473	0,08556	0,14928
--	--	--	--	--	0,08709	0,42502	0,08571	0,15001
--	--	--	--	--	0,08719	0,42578	0,08586	0,15075
--	--	--	--	--	0,08733	0,42683	0,08601	0,15149
--	--	--	--	--	0,08747	0,42789	0,08616	0,15224
--	--	--	--	--	0,08761	0,42894	0,08625	0,15269
--	--	--	--	--	0,08776	0,43	0,08631	0,15299
--	--	--	--	--	0,0879	0,43106	0,08646	0,15374
--	--	--	--	--	0,08804	0,43212	0,08661	0,15449
--	--	--	--	--	0,08818	0,43318	0,08676	0,15525
--	--	--	--	--	0,08832	0,43424	0,08691	0,15602
--	--	--	--	--	0,08847	0,43531	0,08706	0,15678
--	--	--	--	--	0,08861	0,43638	0,08721	0,15755
--	--	--	--	--	0,08875	0,43744	0,08736	0,15832
--	--	--	--	--	0,08889	0,43851	0,08751	0,1591
--	--	--	--	--	0,08903	0,43958	0,08766	0,15988
--	--	--	--	--	0,08917	0,44066	0,08781	0,16066
--	--	--	--	--	0,08932	0,44173	0,08796	0,16145
--	--	--	--	--	0,08946	0,44281	0,08811	0,16224
--	--	--	--	--	0,0896	0,44388	0,08826	0,16303
--	--	--	--	--	0,08974	0,44496	0,08841	0,16383
--	--	--	--	--	0,08988	0,44604	0,08856	0,16463
--	--	--	--	--	0,09003	0,44713	0,08871	0,16544
--	--	--	--	--	0,0901	0,4477	0,08886	0,16625
--	--	--	--	--	0,09017	0,44821	0,08897	0,16683
--	--	--	--	--	0,09031	0,4493	0,08901	0,16706
--	--	--	--	--	0,09045	0,45038	0,08916	0,16787
--	--	--	--	--	0,09059	0,45147	0,08931	0,16869
--	--	--	--	--	0,09074	0,45256	0,08946	0,16952
--	--	--	--	--	0,09088	0,45365	0,08961	0,17034
--	--	--	--	--	0,09102	0,45475	0,08976	0,17117
--	--	--	--	--	0,09116	0,45584	0,08991	0,17201
--	--	--	--	--	0,0913	0,45694	0,09006	0,17285
--	--	--	--	--	0,09144	0,45804	0,09021	0,17369
--	--	--	--	--	0,09159	0,45914	0,09036	0,17454
--	--	--	--	--	0,09173	0,46024	0,09051	0,17539
--	--	--	--	--	0,09187	0,46134	0,09066	0,17624
--	--	--	--	--	0,09201	0,46244	0,09081	0,1771
--	--	--	--	--	0,09215	0,46355	0,09096	0,17796
--	--	--	--	--	0,0923	0,46466	0,09111	0,17883
--	--	--	--	--	0,09244	0,46577	0,09126	0,17969
--	--	--	--	--	0,09258	0,46688	0,09141	0,18057
--	--	--	--	--	0,09272	0,46799	0,09156	0,18145
--	--	--	--	--	0,09286	0,46911	0,09168	0,18217
--	--	--	--	--	0,09301	0,47022	0,09171	0,18233
--	--	--	--	--	0,09312	0,4711	0,09186	0,18321
--	--	--	--	--	0,09315	0,47134	0,09201	0,1841
--	--	--	--	--	0,09329	0,47246	0,09216	0,185
--	--	--	--	--	0,09343	0,47358	0,09231	0,18589
--	--	--	--	--	0,09357	0,4747	0,09246	0,1868
--	--	--	--	--	0,09371	0,47583	0,09261	0,1877
--	--	--	--	--	0,09386	0,47695	0,09276	0,18861
--	--	--	--	--	0,094	0,47808	0,09291	0,18952
--	--	--	--	--	0,09414	0,47921	0,09306	0,19044
--	--	--	--	--	0,09428	0,48034	0,09321	0,19137
--	--	--	--	--	0,09442	0,48147	0,09336	0,19229
--	--	--	--	--	0,09457	0,48261	0,0935	0,19322
--	--	--	--	--	0,09471	0,48374	0,09365	0,19416
--	--	--	--	--	0,09485	0,48488	0,0938	0,1951
--	--	--	--	--	0,09499	0,48602	0,09395	0,19604
--	--	--	--	--	0,09513	0,48716	0,0941	0,19699
--	--	--	--	--	0,09528	0,4883	0,09425	0,19794
--	--	--	--	--	0,09542	0,48945	0,0944	0,1989
--	--	--	--	--	0,09556	0,4906	0,09455	0,19986
--	--	--	--	--	0,09568	0,49157	0,0947	0,20082
--	--	--	--	--	0,0957	0,49174	0,09485	0,20179
--	--	--	--	--	0,09584	0,49289	0,095	0,20277
--	--	--	--	--	0,09598	0,49404	0,09515	0,20375
--	--	--	--	--	0,09613	0,4952	0,0953	0,20473
--	--	--	--	--	0,09627	0,49635	0,09545	0,20569
--	--	--	--	--	0,09641	0,49751	0,09545	0,20572
--	--	--	--	--	0,09655	0,49866	0,0956	0,20671
--	--	--	--	--	0,09669	0,49982	0,09575	0,20771
--	--	--	--	--	0,09684	0,50098	0,0959	0,20871
--	--	--	--	--	0,09698	0,50215	0,09605	0,20971
--	--	--	--	--	0,09712	0,50331	0,0962	0,21072
--	--	--	--	--	0,09726	0,50448	0,09635	0,21174
--	--	--	--	--	0,0974	0,50565	0,0965	0,21276
--	--	--	--	--	0,09755	0,50682	0,09665	0,21378
--	--	--	--	--	0,09769	0,50799	0,0968	0,21481
--	--	--	--	--	0,09783	0,50916	0,09695	0,21584
--	--	--	--	--	0,09797	0,51034	0,0971	0,21688
--	--	--	--	--	0,09811	0,51151	0,09725	0,21793
--	--	--	--	--	0,09825	0,51269	0,0974	0,21897
--	--	--	--	--	0,0984	0,51387	0,09755	0,22003
--	--	--	--	--	0,09854	0,51505	0,0977	0,22108
--	--	--	--	--	0,09868	0,51624	0,09785	0,22214
--	--	--	--	--	0,0987	0,51637	0,098	0,22321
--	--	--	--	--	0,09882	0,51742	0,09801	0,2233
--	--	--	--	--	0,09896	0,51861	0,09815	0,22428
--	--	--	--	--	0,09911	0,5198	0,0983	0,22536
--	--	--	--	--	0,09925	0,52099	0,09845	0,22644
--	--	--	--	--	0,09939	0,52218	0,0986	0,22753
--	--	--	--	--	0,09953	0,52337	0,09875	0,22862
--	--	--	--	--	0,09967	0,52457	0,0989	0,22972
--	--	--	--	--	0,09982	0,52577	0,09905	0,23082
--	--	--	--	--	0,09996	0,52697	0,0992	0,23192
--	--	--	--	--	0,1001	0,52817	0,09935	0,23303
--	--	--	--	--	0,10024	0,52937	0,0995	0,23415
--	--	--	--	--	0,10038	0,53058	0,09965	0,23527
--	--	--	--	--	0,10052	0,53178	0,0998	0,2364
--	--	--	--	--	0,10067	0,53299	0,09995	0,23753
--	--	--	--	--	0,10081	0,5342	0,1001	0,23867
--	--	--	--	--	0,10095	0,53541	0,10025	0,23981
--	--	--	--	--	0,10109	0,53663	0,1004	0,24096
--	--	--	--	--	0,10123	0,53784	0,10055	0,24211
--	--	--	--	--	0,10138	0,53906	0,1007	0,24327
--	--	--	--	--	0,10152	0,54028	0,10085	0,24443
--	--	--	--	--	0,10166	0,5415	0,101	0,2456
--	--	--	--	--	0,1018	0,54272	0,10115	0,24677
--	--	--	--	--	0,10186	0,54322	0,10118	0,24702
--	--	--	--	--	0,10194	0,54394	0,1013	0,24795
--	--	--	--	--	0,10209	0,54517	0,10145	0,24914
--	--	--	--	--	0,10223	0,5464	0,1016	0,25033
--	--	--	--	--	0,10237	0,54763	0,10175	0,25152
--	--	--	--	--	0,10251	0,54886	0,1019	0,25272
--	--	--	--	--	0,10265	0,55009	0,10205	0,25393
--	--	--	--	--	0,10279	0,55133	0,1022	0,25514
--	--	--	--	--	0,10294	0,55256	0,10235	0,25636
--	--	--	--	--	0,10308	0,5538	0,1025	0,25758
--	--	--	--	--	0,10322	0,55504	0,10265	0,25881
--	--	--	--	--	0,10336	0,55628	0,1028	0,26004
--	--	--	--	--	0,1035	0,55753	0,10295	0,26128
--	--	--	--	--	0,10365	0,55877	0,1031	0,26253
--	--	--	--	--	0,10379	0,56002	0,10325	0,26378
--	--	--	--	--	0,10393	0,56127	0,1034	0,26504
--	--	--	--	--	0,10407	0,56252	0,10355	0,2663
--	--	--	--	--	0,10421	0,56378	0,1037	0,26757
--	--	--	--	--	0,10436	0,56503	0,10385	0,26884
--	--	--	--	--	0,1045	0,56629	0,104	0,27012
--	--	--	--	--	0,10464	0,56755	0,10404	0,2705
--	--	--	--	--	0,10478	0,56881	0,10415	0,2714
--	--	--	--	--	0,10492	0,57007	0,1043	0,2727
--	--	--	--	--	0,10503	0,57103	0,10445	0,27399
--	--	--	--	--	0,10506	0,57134	0,1046	0,2753
--	--	--	--	--	0,10521	0,5726	0,10475	0,27661
--	--	--	--	--	0,10535	0,57387	0,1049	0,27792
--	--	--	--	--	0,10549	0,57514	0,10505	0,27924
--	--	--	--	--	0,10563	0,57641	0,10519	0,28057
--	--	--	--	--	0,10577	0,57769	0,10534	0,2819
--	--	--	--	--	0,10592	0,57896	0,10549	0,28324
--	--	--	--	--	0,10606	0,58024	0,10564	0,28459
--	--	--	--	--	0,1062	0,58152	0,10579	0,28594
--	--	--	--	--	0,10634	0,5828	0,10594	0,28729
--	--	--	--	--	0,10648	0,58408	0,10609	0,28866
--	--	--	--	--	0,10663	0,58537	0,10624	0,29003
--	--	--	--	--	0,10677	0,58665	0,10639	0,2914
--	--	--	--	--	0,10691	0,58794	0,10646	0,29201
--	--	--	--	--	0,10705	0,58923	0,10654	0,29279
--	--	--	--	--	0,10719	0,59053	0,10669	0,29418
--	--	--	--	--	0,10733	0,59182	0,10684	0,29557
--	--	--	--	--	0,10748	0,59312	0,10699	0,29697
--	--	--	--	--	0,10762	0,59441	0,10714	0,29838
--	--	--	--	--	0,10776	0,59571	0,10729	0,29979
--	--	--	--	--	0,1079	0,59702	0,10744	0,30121
--	--	--	--	--	0,10804	0,59832	0,10759	0,30264
--	--	--	--	--	0,10819	0,59963	0,10774	0,30408
--	--	--	--	--	0,10833	0,60093	0,10789	0,30552
--	--	--	--	--	0,10835	0,60114	0,10804	0,30696
--	--	--	--	--	0,10847	0,60224	0,10819	0,30842
--	--	--	--	--	0,10861	0,60356	0,10834	0,30988
--	--	--	--	--	0,10875	0,60487	0,10849	0,31134
--	--	--	--	--	0,1089	0,60618	0,10864	0,31281
--	--	--	--	--	0,10904	0,6075	0,10879	0,31429
--	--	--	--	--	0,10918	0,60882	0,10894	0,31578
--	--	--	--	--	0,10932	0,61014	0,10909	0,31727
--	--	--	--	--	0,10946	0,61147	0,10924	0,31878
--	--	--	--	--	0,1096	0,61279	0,10939	0,32028
--	--	--	--	--	0,10975	0,61412	0,10954	0,3218
--	--	--	--	--	0,10989	0,61545	0,10962	0,32259
--	--	--	--	--	0,11003	0,61678	0,10969	0,32332
--	--	--	--	--	0,11017	0,61811	0,10984	0,32484
--	--	--	--	--	0,11031	0,61945	0,10999	0,32638
--	--	--	--	--	0,11046	0,62078	0,11014	0,32792
--	--	--	--	--	0,1106	0,62212	0,11029	0,32947
--	--	--	--	--	0,11074	0,62346	0,11044	0,33103
--	--	--	--	--	0,11088	0,62481	0,11059	0,33259
--	--	--	--	--	0,11091	0,62508	0,11074	0,33416
--	--	--	--	--	0,11102	0,62615	0,11089	0,33574
--	--	--	--	--	0,11117	0,6275	0,11104	0,33732
--	--	--	--	--	0,11131	0,62885	0,11119	0,33891
--	--	--	--	--	0,11145	0,6302	0,11134	0,34051
--	--	--	--	--	0,11159	0,63155	0,11149	0,34212
--	--	--	--	--	0,11173	0,6329	0,11164	0,34373
--	--	--	--	--	0,11187	0,63426	0,11179	0,34535
--	--	--	--	--	0,11202	0,63562	0,11194	0,34698
--	--	--	--	--	0,11216	0,63698	0,11209	0,34862
--	--	--	--	--	0,1123	0,63834	0,11224	0,35026
--	--	--	--	--	0,11244	0,63971	0,11239	0,35191
--	--	--	--	--	0,11258	0,64107	0,11254	0,35357
--	--	--	--	--	0,11273	0,64244	0,11269	0,35523
--	--	--	--	--	0,11287	0,64381	0,11284	0,35691
--	--	--	--	--	0,11301	0,64519	0,11299	0,35859
--	--	--	--	--	0,11315	0,64656	0,11309	0,35973
--	--	--	--	--	0,11329	0,64794	0,11314	0,36027
--	--	--	--	--	0,11344	0,64932	0,11329	0,36197
--	--	--	--	--	0,11347	0,64965	0,11344	0,36367
--	--	--	--	--	0,11358	0,6507	0,11359	0,36539
--	--	--	--	--	0,11372	0,65208	0,11374	0,36711
--	--	--	--	--	0,11386	0,65346	0,11389	0,36883
--	--	--	--	--	0,114	0,65485	0,11404	0,37057
--	--	--	--	--	0,11414	0,65624	0,11419	0,37231
--	--	--	--	--	0,11429	0,65763	0,11434	0,37406
--	--	--	--	--	0,11443	0,65902	0,11449	0,37582
--	--	--	--	--	0,11457	0,66042	0,11464	0,37759
--	--	--	--	--	0,11471	0,66182	0,11479	0,37936
--	--	--	--	--	0,11485	0,66322	0,11494	0,38115
--	--	--	--	--	0,115	0,66462	0,11509	0,38294
--	--	--	--	--	0,11514	0,66602	0,11524	0,38474
--	--	--	--	--	0,11528	0,66743	0,11539	0,38654
--	--	--	--	--	0,11542	0,66883	0,11554	0,38836
--	--	--	--	--	0,11556	0,67024	0,11569	0,39018
--	--	--	--	--	0,11571	0,67165	0,11584	0,39202
--	--	--	--	--	0,11585	0,67307	0,11596	0,39354
--	--	--	--	--	0,11599	0,67448	0,11599	0,39386
--	--	--	--	--	0,11613	0,6759	0,11614	0,39571
--	--	--	--	--	0,11627	0,67732	0,11629	0,39756
--	--	--	--	--	0,11641	0,67874	0,11644	0,39943
--	--	--	--	--	0,11656	0,68017	0,11659	0,40131
--	--	--	--	--	0,1167	0,68159	0,11674	0,40319
--	--	--	--	--	0,11684	0,68302	0,11688	0,40508
--	--	--	--	--	0,11698	0,68445	0,11703	0,40698
--	--	--	--	--	0,11709	0,68554	0,11718	0,40889
--	--	--	--	--	0,11712	0,68588	0,11733	0,41081
--	--	--	--	--	0,11727	0,68732	0,11748	0,41273
--	--	--	--	--	0,11741	0,68875	0,11763	0,41467
--	--	--	--	--	0,11755	0,69019	0,11778	0,41661
--	--	--	--	--	0,11769	0,69163	0,11793	0,41857
--	--	--	--	--	0,11783	0,69308	0,11808	0,42053
--	--	--	--	--	0,11798	0,69452	0,11823	0,4225
--	--	--	--	--	0,11812	0,69597	0,11838	0,42448
--	--	--	--	--	0,11826	0,69742	0,11853	0,42647
--	--	--	--	--	0,1184	0,69887	0,11868	0,42846
--	--	--	--	--	0,11854	0,70032	0,11883	0,43047
--	--	--	--	--	0,11868	0,70178	0,11898	0,43249
--	--	--	--	--	0,11883	0,70324	0,11913	0,43451
--	--	--	--	--	0,11897	0,7047	0,11927	0,43637
--	--	--	--	--	0,11911	0,70616	0,11928	0,43655
--	--	--	--	--	0,11925	0,70762	0,11943	0,43859
--	--	--	--	--	0,11939	0,70909	0,11958	0,44064
--	--	--	--	--	0,11954	0,71056	0,11973	0,4427
--	--	--	--	--	0,11965	0,71174	0,11988	0,44478
--	--	--	--	--	0,11968	0,71203	0,12003	0,44686
--	--	--	--	--	0,11982	0,7135	0,12018	0,44895
--	--	--	--	--	0,11996	0,71498	0,12033	0,45105
--	--	--	--	--	0,1201	0,71645	0,12048	0,45316
--	--	--	--	--	0,12025	0,71793	0,12063	0,45528
--	--	--	--	--	0,12039	0,71942	0,12078	0,45741
--	--	--	--	--	0,12053	0,7209	0,12093	0,45955
--	--	--	--	--	0,12067	0,72239	0,12108	0,46169
--	--	--	--	--	0,12081	0,72387	0,12123	0,46385
--	--	--	--	--	0,12095	0,72536	0,12138	0,46602
--	--	--	--	--	0,1211	0,72686	0,12153	0,4682
--	--	--	--	--	0,12124	0,72835	0,12168	0,47037
--	--	--	--	--	0,12138	0,72985	0,12168	0,47039
--	--	--	--	--	0,12152	0,73135	0,12183	0,47258
--	--	--	--	--	0,12166	0,73285	0,12198	0,47479
