Mean molecule area A2/molecule	Surface pressure, mN/m	Mean molecule area A2/molecule	Cs-1, mN/m
142,2716	8,19497	139,8956	9,17701
142,2586	8,19496	139,8706	9,17299
142,2466	8,19716	139,8576	9,16898
142,2306	8,19907	139,8456	9,16496
142,2186	8,20089	139,8336	9,16092
142,2066	8,20195	139,8176	9,15688
142,1906	8,20342	139,8056	9,15285
142,1786	8,20655	139,7926	9,14882
142,1656	8,2086	139,7776	9,1448
142,1506	8,21075	139,7646	9,14077
142,1376	8,20929	139,7496	9,13675
142,1256	8,2148	139,7366	9,13274
142,1126	8,21313	139,7246	9,12872
142,0976	8,21286	139,7116	9,12471
142,0846	8,21278	139,6966	9,1207
142,0726	8,21379	139,6846	9,11669
142,0606	8,21481	139,6716	9,11267
142,0446	8,21488	139,6566	9,10864
142,0326	8,21797	139,6436	9,1046
142,0196	8,21811	139,6286	9,10057
142,0046	8,21869	139,6156	9,09654
141,9916	8,22278	139,6036	9,09253
141,9796	8,22541	139,5876	9,08855
141,9666	8,22406	139,5756	9,08457
141,9516	8,2268	139,5626	9,08059
141,9266	8,22453	139,5506	9,07663
141,9146	8,22816	139,5386	9,07266
141,8986	8,22705	139,5256	9,0687
141,8866	8,22341	139,5136	9,06472
141,8736	8,22079	139,5006	9,06075
141,8616	8,21992	139,4886	9,05678
141,8486	8,21986	139,4756	9,05279
141,8336	8,22335	139,4636	9,04881
141,8206	8,22291	139,4516	9,04483
141,8086	8,22849	139,4386	9,04086
141,7926	8,23045	139,4136	9,03688
141,7806	8,2345	139,4016	9,03289
141,7686	8,24026	139,3886	9,02891
141,7526	8,23976	139,3766	9,02493
141,7406	8,24094	139,3606	9,02094
141,7276	8,24235	139,3486	9,01696
141,7126	8,24218	139,3366	9,01302
141,6996	8,24498	139,3236	9,00909
141,6846	8,24513	139,3086	9,00517
141,6716	8,24401	139,2956	9,00123
141,6596	8,24472	139,2806	8,9973
141,6466	8,24296	139,2676	8,99337
141,6346	8,24179	139,2556	8,98945
141,6196	8,24405	139,2426	8,98552
141,6066	8,24459	139,2276	8,98158
141,5946	8,24977	139,2146	8,97763
141,5816	8,24817	139,2026	8,97367
141,5666	8,2495	139,1876	8,96969
141,5536	8,24968	139,1746	8,96571
141,5416	8,25109	139,1626	8,96174
141,5286	8,25274	139,1496	8,95778
141,5166	8,25401	139,1346	8,95383
141,5016	8,25646	139,1216	8,94987
141,4886	8,25615	139,1096	8,94592
141,4766	8,25332	139,0966	8,94195
141,4636	8,25373	139,0846	8,93799
141,4486	8,25459	139,0696	8,93404
141,4356	8,25615	139,0566	8,93008
141,4236	8,25908	139,0446	8,92613
141,4106	8,26037	139,0316	8,92216
141,3956	8,26226	139,0196	8,91819
141,3826	8,26407	139,0036	8,91423
141,3706	8,26722	138,9916	8,91026
141,3586	8,26811	138,9786	8,90631
141,3456	8,27038	138,9636	8,90237
141,3306	8,27235	138,9506	8,89843
141,3176	8,27041	138,9386	8,89448
141,3056	8,27098	138,9266	8,89054
141,2926	8,27108	138,9136	8,88661
141,2776	8,26967	138,8986	8,88267
141,2646	8,26931	138,8856	8,87874
141,2526	8,2702	138,8736	8,87482
141,2406	8,27286	138,8576	8,87092
141,2276	8,27348	138,8456	8,86703
141,2126	8,27649	138,8326	8,86311
141,1996	8,27709	138,8206	8,85921
141,1876	8,2793	138,8086	8,85531
141,1746	8,28132	138,7926	8,8514
141,1466	8,28395	138,7806	8,84749
141,1346	8,28302	138,7676	8,84357
141,1226	8,28302	138,7556	8,83965
141,1066	8,27852	138,7396	8,83573
141,0946	8,27755	138,7276	8,83182
141,0816	8,28077	138,7146	8,82791
141,0696	8,27895	138,6906	8,82399
141,0536	8,28039	138,6746	8,82009
141,0416	8,27623	138,6626	8,81622
141,0286	8,28013	138,6496	8,81234
141,0166	8,28177	138,6346	8,80846
141,0006	8,28381	138,6216	8,80458
140,9886	8,28698	138,6096	8,80072
140,9766	8,2885	138,5966	8,79686
140,9636	8,29185	138,5846	8,79301
140,9516	8,28821	138,5686	8,78915
140,9356	8,29287	138,5566	8,78529
140,9236	8,29345	138,5446	8,78144
140,9106	8,29855	138,5286	8,77759
140,8986	8,29216	138,5166	8,77374
140,8826	8,29024	138,5036	8,76989
140,8706	8,2949	138,4916	8,76602
140,8586	8,29421	138,4756	8,76216
140,8456	8,30057	138,4636	8,7583
140,8336	8,30147	138,4506	8,75445
140,8206	8,29649	138,4386	8,7506
140,8056	8,29952	138,4266	8,74677
140,7926	8,30435	138,4136	8,74294
140,7806	8,30765	138,4016	8,73911
140,7686	8,30801	138,3886	8,73529
140,7526	8,30769	138,3736	8,73148
140,7406	8,30877	138,3606	8,72767
140,7276	8,30974	138,3486	8,72387
140,7156	8,30913	138,3356	8,72007
140,7026	8,31048	138,3206	8,71628
140,6876	8,30959	138,3086	8,71249
140,6746	8,30723	138,2956	8,70869
140,6626	8,30824	138,2836	8,70488
140,6376	8,3102	138,2706	8,70108
140,6226	8,31196	138,2586	8,69729
140,6096	8,31534	138,2456	8,6935
140,5976	8,31658	138,2176	8,68972
140,5816	8,31714	138,2026	8,68595
140,5696	8,32088	138,1906	8,68218
140,5566	8,32094	138,1776	8,67841
140,5446	8,32177	138,1656	8,67464
140,5286	8,32101	138,1496	8,67088
140,5166	8,32468	138,1406	8,66713
140,5036	8,32316	138,1246	8,66338
140,4886	8,32312	138,1156	8,65963
140,4766	8,32417	138,1036	8,65588
140,4636	8,32558	138,0906	8,65214
140,4486	8,32452	138,0786	8,64841
140,4356	8,32439	138,0656	8,64468
140,4236	8,32647	138,0536	8,64095
140,4106	8,32869	138,0406	8,63723
140,3986	8,33199	138,0286	8,63352
140,3826	8,33488	138,0036	8,62981
140,3706	8,33564	137,9916	8,6261
140,3586	8,33822	137,9786	8,62239
140,3456	8,33718	137,9666	8,6187
140,3336	8,33734	137,9536	8,61501
140,3176	8,34209	137,9416	8,61133
140,3056	8,34109	137,9296	8,60765
140,2926	8,34029	137,9166	8,60399
140,2776	8,34096	137,9046	8,60032
140,2646	8,33997	137,8916	8,59665
140,2526	8,33965	137,8796	8,593
140,2396	8,34283	137,8666	8,58934
140,2276	8,34503	137,8516	8,58569
140,2156	8,34663	137,8426	8,58203
140,1996	8,34807	137,8266	8,57837
140,1876	8,35029	137,8016	8,57473
140,1746	8,35209	137,7896	8,57111
140,1626	8,35502	137,7736	8,56749
140,1466	8,35584	137,7616	8,56388
140,1346	8,35414	137,7486	8,56027
140,1216	8,35802	137,7336	8,55667
140,1096	8,35898	137,7216	8,55307
140,0936	8,35488	137,7086	8,54947
140,0816	8,35277	137,6966	8,54588
140,0696	8,35657	137,6806	8,5423
140,0566	8,35796	137,6686	8,53874
140,0416	8,35905	137,6556	8,53516
140,0286	8,36032	137,6436	8,53158
140,0166	8,36245	137,6306	8,52799
140,0006	8,36485	137,6156	8,52439
139,9886	8,36864	137,6026	8,52081
139,9756	8,37059	137,5906	8,51724
139,9636	8,37203	137,5756	8,51368
139,9476	8,37272	137,5626	8,51011
139,9356	8,37286	137,5476	8,50657
139,9236	8,37616	137,5346	8,50303
139,9106	8,36893	137,5226	8,4995
139,8956	8,37384	137,5066	8,49598
139,8706	8,37183	137,4946	8,49246
139,8576	8,37345	137,4816	8,48893
139,8456	8,37461	137,4696	8,48541
139,8336	8,37208	137,4576	8,48189
139,8176	8,37361	137,4446	8,47837
139,8056	8,37257	137,4296	8,47485
139,7926	8,3754	137,4166	8,47133
139,7776	8,37685	137,4046	8,46784
139,7646	8,37287	137,3916	8,46434
139,7496	8,377	137,3766	8,46085
139,7366	8,37417	137,3636	8,45736
139,7246	8,3804	137,3516	8,45387
139,7116	8,37845	137,3356	8,45038
139,6966	8,38444	137,3236	8,4469
139,6846	8,38402	137,3076	8,44344
139,6716	8,38558	137,2956	8,43997
139,6566	8,3861	137,2836	8,43651
139,6436	8,38765	137,2706	8,43306
139,6286	8,39109	137,2586	8,42961
139,6156	8,39173	137,2456	8,42615
139,6036	8,3947	137,2336	8,42269
139,5876	8,39408	137,2176	8,41925
139,5756	8,39928	137,2056	8,41582
139,5626	8,39612	137,1926	8,41239
139,5506	8,39732	137,1776	8,40896
139,5386	8,39517	137,1656	8,40554
139,5256	8,39602	137,1526	8,40213
139,5136	8,39777	137,1406	8,39872
139,5006	8,39579	137,1246	8,3953
139,4886	8,39421	137,1126	8,39189
139,4756	8,39126	137,0996	8,38849
139,4636	8,39673	137,0846	8,38509
139,4516	8,3982	137,0746	8,3817
139,4386	8,40161	137,0596	8,37832
139,4136	8,40109	137,0466	8,37495
139,4016	8,40598	137,0346	8,37158
139,3886	8,40693	137,0226	8,36821
139,3766	8,41117	137,0066	8,36485
139,3606	8,41242	136,9946	8,36151
139,3486	8,41299	136,9816	8,35817
139,3366	8,40844	136,9666	8,35483
139,3236	8,41246	136,9536	8,35151
139,3086	8,41134	136,9416	8,34817
139,2956	8,41109	136,9256	8,34484
139,2806	8,40923	136,9136	8,3415
139,2676	8,41054	136,8886	8,33814
139,2556	8,41294	136,8736	8,33478
139,2426	8,41536	136,8606	8,33141
139,2276	8,41614	136,8486	8,32806
139,2146	8,4142	136,8356	8,3247
139,2026	8,4181	136,8236	8,32135
139,1876	8,41836	136,8076	8,31802
139,1746	8,42248	136,7956	8,3147
139,1626	8,42244	136,7826	8,31138
139,1496	8,42271	136,7706	8,30808
139,1346	8,42134	136,7556	8,30479
139,1216	8,42039	136,7426	8,3015
139,1096	8,42329	136,7306	8,29821
139,0966	8,42084	136,7176	8,29493
139,0846	8,42111	136,7056	8,29167
139,0696	8,42325	136,6896	8,28842
139,0566	8,41991	136,6776	8,28516
139,0446	8,42081	136,6646	8,28192
139,0316	8,42183	136,6496	8,27867
139,0196	8,42749	136,6376	8,27541
139,0036	8,42949	136,6216	8,27215
138,9916	8,429	136,6096	8,2689
138,9786	8,43035	136,5936	8,26565
138,9636	8,43312	136,5816	8,26242
138,9506	8,43122	136,5686	8,25918
138,9386	8,43324	136,5536	8,25596
138,9266	8,43291	136,5406	8,25275
138,9136	8,43382	136,5286	8,24957
138,8986	8,43431	136,5126	8,2464
138,8856	8,43446	136,5006	8,24325
138,8736	8,43499	136,4876	8,2401
138,8576	8,43539	136,4756	8,23696
138,8456	8,43589	136,4636	8,23382
138,8326	8,43515	136,4476	8,23069
138,8206	8,43868	136,4356	8,22755
138,8086	8,44166	136,4226	8,22442
138,7926	8,44433	136,4076	8,2213
138,7806	8,44741	136,3946	8,21819
138,7676	8,44521	136,3826	8,21508
138,7556	8,44722	136,3696	8,21198
138,7396	8,4478	136,3576	8,20889
138,7276	8,44813	136,3416	8,20581
138,7146	8,447	136,3296	8,20274
138,6906	8,45042	136,3176	8,19966
138,6746	8,45063	136,3046	8,1966
138,6626	8,45426	136,2926	8,19353
138,6496	8,45575	136,2766	8,19046
138,6346	8,45366	136,2646	8,1874
138,6216	8,45641	136,2516	8,18435
138,6096	8,45487	136,2366	8,18132
138,5966	8,45923	136,2236	8,17829
138,5846	8,46075	136,2116	8,17527
138,5686	8,4615	136,1996	8,17225
138,5566	8,46426	136,1836	8,16924
138,5446	8,46382	136,1716	8,16622
138,5286	8,46218	136,1556	8,16319
138,5166	8,464	136,1436	8,16017
138,5036	8,45921	136,1306	8,15717
138,4916	8,46166	136,1186	8,15418
138,4756	8,46097	136,1026	8,1512
138,4636	8,46373	136,0906	8,14824
138,4506	8,46272	136,0776	8,14528
138,4386	8,46076	136,0656	8,14234
138,4266	8,46282	136,0536	8,1394
138,4136	8,46523	136,0376	8,13648
138,4016	8,46725	136,0256	8,13355
138,3886	8,47134	136,0126	8,13064
138,3736	8,46971	135,9976	8,12773
138,3606	8,4698	135,9846	8,12481
138,3486	8,46884	135,9726	8,12189
138,3356	8,46941	135,9566	8,11897
138,3206	8,46981	135,9446	8,11606
138,3086	8,47109	135,9316	8,11315
138,2956	8,46796	135,9196	8,11025
138,2836	8,4704	135,9036	8,10735
138,2706	8,4691	135,8916	8,10446
138,2586	8,46999	135,8766	8,10158
138,2456	8,47327	135,8636	8,09869
138,2176	8,47252	135,8516	8,0958
138,2026	8,47693	135,8386	8,09293
138,1906	8,4771	135,8236	8,09006
138,1776	8,48037	135,8106	8,08719
138,1656	8,4807	135,7986	8,08432
138,1496	8,48028	135,7826	8,08147
138,1406	8,48382	135,7706	8,07863
138,1246	8,48325	135,7586	8,07579
138,1156	8,48577	135,7456	8,07296
138,1036	8,48467	135,7306	8,07012
138,0906	8,4827	135,7176	8,06728
138,0786	8,48471	135,7056	8,06445
138,0656	8,48849	135,6896	8,06162
138,0536	8,48937	135,6776	8,0588
138,0406	8,49065	135,6526	8,05598
138,0286	8,49338	135,6366	8,05317
138,0036	8,49738	135,6246	8,05037
137,9916	8,4958	135,6126	8,04757
137,9786	8,50208	135,5996	8,04478
137,9666	8,49955	135,5876	8,04201
137,9536	8,49976	135,5746	8,03923
137,9416	8,49978	135,5626	8,03646
137,9296	8,50362	135,5496	8,0337
137,9166	8,49816	135,5406	8,03095
137,9046	8,49878	135,5286	8,0282
137,8916	8,50142	135,5156	8,02546
137,8796	8,50039	135,5036	8,02272
137,8666	8,49443	135,4906	8,01997
137,8516	8,50052	135,4666	8,01723
137,8426	8,50144	135,4506	8,0145
137,8266	8,50104	135,4386	8,01177
137,8016	8,50512	135,4256	8,00905
137,7896	8,50592	135,4136	8,00634
137,7736	8,50797	135,4006	8,00363
137,7616	8,50871	135,3886	8,00093
137,7486	8,50554	135,3726	7,99822
137,7336	8,50815	135,3606	7,99553
137,7216	8,50946	135,3486	7,99285
137,7086	8,50981	135,3356	7,99016
137,6966	8,50758	135,3206	7,98747
137,6806	8,51105	135,3076	7,9848
137,6686	8,5095	135,2956	7,98214
137,6556	8,50792	135,2826	7,97948
137,6436	8,51063	135,2706	7,97683
137,6306	8,51447	135,2546	7,9742
137,6156	8,51344	135,2426	7,97158
137,6026	8,51579	135,2296	7,96896
137,5906	8,51466	135,2176	7,96634
137,5756	8,51182	135,2056	7,96373
137,5626	8,5127	135,1896	7,96111
137,5476	8,51392	135,1776	7,95849
137,5346	8,51214	135,1646	7,95589
137,5226	8,51324	135,1526	7,95329
137,5066	8,51433	135,1396	7,95071
137,4946	8,51513	135,1246	7,94814
137,4816	8,51535	135,1116	7,94556
137,4696	8,51828	135,0996	7,94298
137,4576	8,51821	135,0876	7,9404
137,4446	8,5225	135,0716	7,93783
137,4296	8,52344	135,0596	7,93526
137,4166	8,52628	135,0466	7,9327
137,4046	8,52698	135,0346	7,93014
137,3916	8,53198	135,0066	7,92759
137,3766	8,53241	134,9906	7,92504
137,3636	8,53486	134,9786	7,92249
137,3516	8,53712	134,9656	7,91994
137,3356	8,53617	134,9566	7,9174
137,3236	8,53767	134,9446	7,91488
137,3076	8,53565	134,9316	7,91237
137,2956	8,53537	134,9196	7,90986
137,2836	8,53528	134,9066	7,90734
137,2706	8,53608	134,8946	7,90483
137,2586	8,53983	134,8826	7,90233
137,2456	8,53829	134,8696	7,89985
137,2336	8,54165	134,8576	7,89737
137,2176	8,54379	134,8446	7,89489
137,2056	8,54449	134,8196	7,89243
137,1926	8,54519	134,8076	7,88998
137,1776	8,54492	134,7956	7,88754
137,1656	8,54846	134,7796	7,8851
137,1526	8,54912	134,7676	7,88268
137,1406	8,54848	134,7546	7,88027
137,1246	8,54866	134,7426	7,87786
137,1126	8,54604	134,7266	7,87545
137,0996	8,54573	134,7146	7,87304
137,0846	8,54626	134,7016	7,87062
137,0746	8,54559	134,6896	7,8682
137,0596	8,54863	134,6746	7,86579
137,0466	8,54709	134,6616	7,86339
137,0346	8,55185	134,6496	7,86101
137,0226	8,55373	134,6366	7,85863
137,0066	8,55712	134,6246	7,85627
136,9946	8,55606	134,6086	7,85391
136,9816	8,56014	134,5966	7,85155
136,9666	8,55899	134,5836	7,84919
136,9536	8,55897	134,5686	7,84684
136,9416	8,55922	134,5566	7,84451
136,9256	8,55963	134,5436	7,84218
136,9136	8,5626	134,5316	7,83986
136,8886	8,55961	134,5156	7,83755
136,8736	8,55904	134,5036	7,83525
136,8606	8,56162	134,4876	7,83296
136,8486	8,56235	134,4756	7,83068
136,8356	8,56465	134,4626	7,82839
136,8236	8,56505	134,4506	7,82611
136,8076	8,56724	134,4346	7,82385
136,7956	8,56917	134,4226	7,82159
136,7826	8,57305	134,4106	7,81935
136,7706	8,57315	134,3976	7,81711
136,7556	8,57699	134,3826	7,81488
136,7426	8,57559	134,3696	7,81266
136,7306	8,57584	134,3576	7,81044
136,7176	8,57535	134,3446	7,80823
136,7056	8,57319	134,3296	7,80603
136,6896	8,576	134,3166	7,80383
136,6776	8,57571	134,3046	7,80162
136,6646	8,57988	134,2916	7,79942
136,6496	8,57931	134,2766	7,79724
136,6376	8,58276	134,2646	7,79507
136,6216	8,57763	134,2516	7,79289
136,6096	8,58483	134,2366	7,79072
136,5936	8,58307	134,2236	7,78856
136,5816	8,58494	134,2116	7,78641
136,5686	8,58787	134,1956	7,78426
136,5536	8,58683	134,1836	7,78212
136,5406	8,58762	134,1706	7,77998
136,5286	8,58847	134,1556	7,77784
136,5126	8,58874	134,1426	7,7757
136,5006	8,58648	134,1306	7,77358
136,4876	8,58863	134,1186	7,77145
136,4756	8,58791	134,1026	7,76933
136,4636	8,58809	134,0906	7,76721
136,4476	8,5897	134,0776	7,76509
136,4356	8,59059	134,0626	7,76297
136,4226	8,59264	134,0496	7,76088
136,4076	8,59658	134,0376	7,75881
136,3946	8,5963	134,0246	7,75673
136,3826	8,59865	134,0126	7,75465
136,3696	8,60085	133,9966	7,75259
136,3576	8,59979	133,9846	7,75054
136,3416	8,59828	133,9596	7,74849
136,3296	8,59176	133,9446	7,74644
136,3176	8,59492	133,9316	7,74441
136,3046	8,59317	133,9196	7,74237
136,2926	8,59534	133,9066	7,74035
136,2766	8,59854	133,8916	7,73833
136,2646	8,59818	133,8786	7,73633
136,2516	8,59435	133,8666	7,73432
136,2366	8,59652	133,8506	7,73233
136,2236	8,60086	133,8386	7,73034
136,2116	8,60421	133,8226	7,72835
136,1996	8,60463	133,8106	7,72637
136,1836	8,60512	133,7986	7,72439
136,1716	8,60591	133,7856	7,72243
136,1556	8,60572	133,7736	7,72047
136,1436	8,60659	133,7606	7,71851
136,1306	8,60638	133,7486	7,71656
136,1186	8,60852	133,7366	7,71461
136,1026	8,61126	133,7236	7,71266
136,0906	8,60971	133,7116	7,71072
136,0776	8,61029	133,6986	7,70878
136,0656	8,61204	133,6836	7,70685
136,0536	8,61623	133,6736	7,70493
136,0376	8,61947	133,6616	7,703
136,0256	8,62007	133,6496	7,70108
136,0126	8,62131	133,6366	7,69917
135,9976	8,62203	133,6116	7,69727
135,9846	8,62562	133,5996	7,69537
135,9726	8,62531	133,5836	7,69349
135,9566	8,62632	133,5716	7,69163
135,9446	8,62461	133,5586	7,68977
135,9316	8,62663	133,5436	7,68791
135,9196	8,62268	133,5316	7,68606
135,9036	8,62502	133,5156	7,68421
135,8916	8,62483	133,5036	7,68238
135,8766	8,627	133,4906	7,68055
135,8636	8,62669	133,4756	7,67874
135,8516	8,62729	133,4626	7,67693
135,8386	8,62926	133,4506	7,67513
135,8236	8,62974	133,4346	7,67333
135,8106	8,6325	133,4226	7,67152
135,7986	8,63411	133,4066	7,66972
135,7826	8,63571	133,3946	7,66793
135,7706	8,63573	133,3816	7,66614
135,7586	8,63512	133,3696	7,66436
135,7456	8,63698	133,3536	7,66259
135,7306	8,63778	133,3416	7,66083
135,7176	8,63624	133,3296	7,65907
135,7056	8,63796	133,3136	7,65733
135,6896	8,63896	133,3016	7,65561
135,6776	8,64089	133,2886	7,65389
135,6526	8,63951	133,2766	7,65219
135,6366	8,64272	133,2606	7,65049
135,6246	8,64438	133,2486	7,6488
135,6126	8,6462	133,2326	7,64712
135,5996	8,64958	133,2206	7,64544
135,5876	8,65024	133,2076	7,64377
135,5746	8,64641	133,1956	7,64211
135,5626	8,65053	133,1836	7,64046
135,5496	8,64631	133,1706	7,63881
135,5406	8,64985	133,1556	7,63717
135,5286	8,64744	133,1426	7,63555
135,5156	8,64982	133,1306	7,63394
135,5036	8,64822	133,1176	7,63232
135,4906	8,64906	133,1026	7,63071
135,4666	8,64857	133,0896	7,62912
135,4506	8,65252	133,0776	7,62752
135,4386	8,65305	133,0656	7,62591
135,4256	8,65531	133,0496	7,62431
135,4136	8,65433	133,0376	7,62271
135,4006	8,65933	133,0246	7,62112
135,3886	8,66149	133,0126	7,61955
135,3726	8,66143	132,9996	7,61798
135,3606	8,65987	132,9876	7,61643
135,3486	8,66325	132,9716	7,61487
135,3356	8,65915	132,9596	7,61332
135,3206	8,66329	132,9476	7,61178
135,3076	8,65983	132,9346	7,61025
135,2956	8,65701	132,9226	7,60872
135,2826	8,66064	132,9096	7,60719
135,2706	8,66412	132,8946	7,60567
135,2546	8,66536	132,8816	7,60415
135,2426	8,66712	132,8696	7,60262
135,2296	8,66883	132,8446	7,60111
135,2176	8,671	132,8326	7,59962
135,2056	8,67161	132,8196	7,59815
135,1896	8,67065	132,8046	7,59668
135,1776	8,67373	132,7916	7,59522
135,1646	8,67504	132,7796	7,59377
135,1526	8,67642	132,7636	7,59233
135,1396	8,6748	132,7516	7,59089
135,1246	8,67419	132,7386	7,58945
135,1116	8,67523	132,7236	7,588
135,0996	8,67375	132,7116	7,58655
135,0876	8,67455	132,6986	7,58511
135,0716	8,67699	132,6866	7,58367
135,0596	8,67706	132,6736	7,58224
135,0466	8,67787	132,6586	7,5808
135,0346	8,68085	132,6456	7,57936
135,0066	8,6833	132,6336	7,57794
134,9906	8,68525	132,6206	7,57653
134,9786	8,68688	132,6056	7,57513
134,9656	8,68923	132,5936	7,57372
134,9566	8,69084	132,5806	7,57232
134,9446	8,68956	132,5656	7,57091
134,9316	8,68986	132,5526	7,56948
134,9196	8,68996	132,5406	7,56806
134,9066	8,69077	132,5276	7,56665
134,8946	8,69235	132,5126	7,56523
134,8826	8,69495	132,4996	7,56382
134,8696	8,69438	132,4876	7,56242
134,8576	8,69622	132,4746	7,56103
134,8446	8,69734	132,4626	7,55963
134,8196	8,69851	132,4506	7,55823
134,8076	8,70193	132,4346	7,55686
134,7956	8,70448	132,4226	7,55549
134,7796	8,70376	132,4096	7,55414
134,7676	8,70471	132,3946	7,55281
134,7546	8,70157	132,3816	7,55147
134,7426	8,7045	132,3696	7,55014
134,7266	8,70154	132,3566	7,54883
134,7146	8,70507	132,3416	7,54752
134,7016	8,70419	132,3286	7,54623
134,6896	8,70424	132,3166	7,54494
134,6746	8,70565	132,3046	7,54366
134,6616	8,70717	132,2886	7,54238
134,6496	8,70803	132,2766	7,54111
134,6366	8,71011	132,2636	7,53983
134,6246	8,71153	132,2516	7,53857
134,6086	8,71352	132,2386	7,53731
134,5966	8,71364	132,2236	7,53605
134,5836	8,71442	132,2106	7,5348
134,5686	8,71668	132,1866	7,53355
134,5566	8,71635	132,1706	7,53231
134,5436	8,71681	132,1586	7,53108
134,5316	8,71587	132,1456	7,52985
134,5156	8,71599	132,1336	7,52863
134,5036	8,71241	132,1206	7,52742
134,4876	8,71239	132,1086	7,52621
134,4756	8,71408	132,0926	7,525
134,4626	8,71654	132,0806	7,5238
134,4506	8,71542	132,0686	7,52259
134,4346	8,71967	132,0556	7,52139
134,4226	8,72137	132,0406	7,52019
134,4106	8,72451	132,0276	7,51899
134,3976	8,72342	132,0156	7,5178
134,3826	8,72483	132,0026	7,51662
134,3696	8,72625	131,9876	7,51545
134,3576	8,72562	131,9746	7,51429
134,3446	8,72882	131,9626	7,51312
134,3296	8,72413	131,9466	7,51196
134,3166	8,72787	131,9346	7,51079
134,3046	8,72635	131,9226	7,50963
134,2916	8,72921	131,9096	7,50846
134,2766	8,72853	131,8976	7,50729
134,2646	8,72888	131,8846	7,50613
134,2516	8,72991	131,8726	7,50495
134,2366	8,73199	131,8566	7,50378
134,2236	8,73624	131,8446	7,50261
134,2116	8,73322	131,8286	7,50144
134,1956	8,73687	131,8166	7,50027
134,1836	8,73497	131,8046	7,4991
134,1706	8,73639	131,7916	7,49793
134,1556	8,73521	131,7796	7,49676
134,1426	8,73529	131,7636	7,49559
134,1306	8,73496	131,7516	7,49442
134,1186	8,73617	131,7386	7,49325
134,1026	8,73918	131,7266	7,49208
134,0906	8,73989	131,7146	7,4909
134,0776	8,73593	131,6986	7,48972
134,0626	8,74207	131,6866	7,48852
134,0496	8,74318	131,6706	7,48733
134,0376	8,74636	131,6586	7,48613
134,0246	8,74857	131,6456	7,48491
134,0126	8,75279	131,6336	7,48369
133,9966	8,75169	131,6056	7,48248
133,9846	8,75091	131,5926	7,48129
133,9596	8,75248	131,5806	7,48009
133,9446	8,75211	131,5686	7,47889
133,9316	8,75219	131,5556	7,47769
133,9196	8,7541	131,5436	7,47649
133,9066	8,75622	131,5336	7,4753
133,8916	8,75241	131,5216	7,47412
133,8786	8,75152	131,5096	7,47295
133,8666	8,75049	131,4966	7,47178
133,8506	8,75425	131,4846	7,47062
133,8386	8,75476	131,4716	7,46946
133,8226	8,75782	131,4466	7,4683
133,8106	8,75529	131,4346	7,46714
133,7986	8,75909	131,4226	7,46598
133,7856	8,75871	131,4096	7,46481
133,7736	8,75919	131,3946	7,46365
133,7606	8,75399	131,3816	7,46248
133,7486	8,75489	131,3696	7,46133
133,7366	8,75271	131,3566	7,46016
133,7236	8,75509	131,3416	7,45898
133,7116	8,75646	131,3286	7,45778
133,6986	8,75518	131,3166	7,45659
133,6836	8,75846	131,3046	7,4554
133,6736	8,76019	131,2886	7,4542
133,6616	8,76445	131,2766	7,45299
133,6496	8,7666	131,2636	7,45179
133,6366	8,7684	131,2516	7,4506
133,6116	8,77055	131,2356	7,4494
133,5996	8,76911	131,2236	7,4482
133,5836	8,76923	131,2106	7,44699
133,5716	8,76581	131,1986	7,44577
133,5586	8,76631	131,1856	7,44456
133,5436	8,76766	131,1706	7,44336
133,5316	8,77035	131,1586	7,44214
133,5156	8,76835	131,1426	7,44091
133,5036	8,76776	131,1306	7,43968
133,4906	8,77072	131,1176	7,43845
133,4756	8,77006	131,1056	7,43722
133,4626	8,77411	131,0896	7,43598
133,4506	8,77585	131,0776	7,43473
133,4346	8,77893	131,0646	7,43349
133,4226	8,78038	131,0526	7,43224
133,4066	8,78361	131,0366	7,43099
133,3946	8,78542	131,0246	7,42973
133,3816	8,78807	131,0126	7,42847
133,3696	8,7901	130,9966	7,42721
133,3536	8,78953	130,9846	7,42594
133,3416	8,78882	130,9716	7,42466
133,3296	8,78818	130,9596	7,42339
133,3136	8,78779	130,9466	7,42212
133,3016	8,78812	130,9316	7,42083
133,2886	8,78917	130,9186	7,41955
133,2766	8,79166	130,9066	7,41826
133,2606	8,79359	130,8946	7,41697
133,2486	8,7923	130,8786	7,41567
133,2326	8,79504	130,8666	7,41437
133,2206	8,79432	130,8536	7,41307
133,2076	8,80046	130,8386	7,41177
133,1956	8,80138	130,8256	7,41046
133,1836	8,80073	130,8136	7,40914
133,1706	8,79863	130,8006	7,40783
133,1556	8,79542	130,7886	7,40651
133,1426	8,79498	130,7726	7,40518
133,1306	8,79225	130,7606	7,40385
133,1176	8,79592	130,7486	7,40253
133,1026	8,79584	130,7206	7,40121
133,0896	8,79635	130,7076	7,39988
133,0776	8,79912	130,6956	7,39854
133,0656	8,80068	130,6796	7,39721
133,0496	8,80331	130,6676	7,39587
133,0376	8,80699	130,6546	7,39452
133,0246	8,80863	130,6426	7,39316
133,0126	8,80855	130,6306	7,3918
132,9996	8,80955	130,6146	7,39043
132,9876	8,81128	130,6026	7,38905
132,9716	8,8101	130,5866	7,38765
132,9596	8,81318	130,5746	7,38625
132,9476	8,8114	130,5616	7,38483
132,9346	8,81519	130,5466	7,3834
132,9226	8,8116	130,5336	7,38197
132,9096	8,81227	130,5216	7,38053
