Mean molecule area A2/molecule	Surface pressure, mN/m	Mean molecule area A2/molecule	Cs-1, mN/m
228,8476	1,01747	226,4746	-1,14627
228,8356	1,01955	226,4596	-1,14583
228,8196	1,01905	226,4466	-1,1454
228,8076	1,01728	226,4346	-1,14499
228,7956	1,01792	226,4226	-1,1446
228,7796	1,01168	226,4096	-1,14421
228,7676	1,01648	226,3976	-1,14382
228,7546	1,01429	226,3816	-1,14345
228,7396	1,01368	226,3696	-1,14307
228,7266	1,0177	226,3566	-1,1427
228,7146	1,01383	226,3446	-1,14233
228,7016	1,01337	226,3326	-1,14196
228,6866	1,016	226,3196	-1,14161
228,6736	1,01248	226,3046	-1,14126
228,6616	1,0148	226,2796	-1,14092
228,6496	1,01127	226,2636	-1,14058
228,6366	1,00952	226,2516	-1,14026
228,6246	1,01192	226,2386	-1,13994
228,6086	1,00869	226,2296	-1,13964
228,5966	1,01507	226,2176	-1,13935
228,5836	1,01201	226,2046	-1,13907
228,5716	1,00967	226,1896	-1,13881
228,5556	1,01439	226,1796	-1,13856
228,5436	1,00924	226,1646	-1,13832
228,5316	1,01289	226,1516	-1,13807
228,5186	1,01261	226,1396	-1,13786
228,5066	1,00937	226,1276	-1,13767
228,4936	1,01473	226,1146	-1,1375
228,4816	1,01091	226,1026	-1,13734
228,4656	1,01214	226,0896	-1,13718
228,4536	1,01318	226,0646	-1,13704
228,4406	1,01107	226,0526	-1,13691
228,4286	1,01414	226,0406	-1,1368
228,4006	1,01192	226,0246	-1,13673
228,3886	1,01173	226,0126	-1,13666
228,3756	1,01511	225,9996	-1,13662
228,3636	1,01238	225,9876	-1,1366
228,3506	1,01205	225,9746	-1,1366
228,3386	1,01113	225,9596	-1,13662
228,3226	1,00919	225,9466	-1,13667
228,3106	1,00866	225,9346	-1,13674
228,2956	1,00831	225,9226	-1,13684
228,2826	1,00603	225,9066	-1,13697
228,2706	1,01018	225,8946	-1,13711
228,2576	1,00576	225,8816	-1,13728
228,2426	1,00892	225,8666	-1,13748
228,2296	1,00813	225,8536	-1,1377
228,2176	1,00962	225,8416	-1,13796
228,2016	1,01441	225,8286	-1,13823
228,1926	1,00828	225,8136	-1,13854
228,1766	1,00991	225,8006	-1,13886
228,1646	1,0106	225,7886	-1,13922
228,1526	1,00921	225,7726	-1,13961
228,1396	1,01106	225,7606	-1,14002
228,1276	1,00998	225,7486	-1,14045
228,1116	1,01136	225,7356	-1,14089
228,0996	1,00933	225,7236	-1,14136
228,0866	1,01342	225,7076	-1,14186
228,0746	1,00549	225,6956	-1,14239
228,0626	1,00586	225,6826	-1,14296
228,0466	1,01165	225,6706	-1,14356
228,0346	1,00943	225,6586	-1,1442
228,0216	1,01097	225,6426	-1,14487
228,0096	1,00635	225,6306	-1,14557
227,9966	1,00851	225,6176	-1,14628
227,9846	1,01097	225,6056	-1,14703
227,9686	1,01095	225,5896	-1,14781
227,9566	1,00739	225,5776	-1,14861
227,9446	1,0092	225,5646	-1,14945
227,9286	1,0079	225,5526	-1,15033
227,9166	1,01024	225,5366	-1,15124
227,9036	1,00579	225,5246	-1,15217
227,8786	1,00934	225,5126	-1,15311
227,8666	1,00799	225,4996	-1,1541
227,8536	1,00633	225,4876	-1,15511
227,8416	1,00921	225,4596	-1,15615
227,8266	1,00746	225,4436	-1,15722
227,8136	1,00834	225,4316	-1,15832
227,8016	1,00724	225,4216	-1,15945
227,7856	1,00722	225,4066	-1,16062
227,7736	1,00836	225,3936	-1,16182
227,7606	1,00436	225,3816	-1,16304
227,7486	1,00647	225,3696	-1,1643
227,7356	1,00373	225,3596	-1,16559
227,7206	1,00374	225,3476	-1,16691
227,7076	1,00379	225,3346	-1,16826
227,6956	1,00404	225,3226	-1,16965
227,6806	1,00395	225,3106	-1,17106
227,6676	1,00272	225,2976	-1,17249
227,6556	1,00459	225,2726	-1,17395
227,6396	1,00422	225,2576	-1,17543
227,6276	1,00681	225,2446	-1,17693
227,6146	1,00664	225,2326	-1,17845
227,6026	1,00492	225,2206	-1,18
227,5896	1,00555	225,2076	-1,18156
227,5746	1,00431	225,1926	-1,18314
227,5616	1,00273	225,1796	-1,18472
227,5496	1,00417	225,1676	-1,18631
227,5376	1,00276	225,1516	-1,18791
227,5246	1,00319	225,1396	-1,18951
227,5126	1,00603	225,1266	-1,19112
227,4996	1,00332	225,1116	-1,19272
227,4846	1,00547	225,0986	-1,19431
227,4716	1,00518	225,0866	-1,1959
227,4596	1,00168	225,0746	-1,19748
227,4436	1,00602	225,0586	-1,19905
227,4316	1,00342	225,0466	-1,20061
227,4196	1,00418	225,0306	-1,20215
227,4036	1,0034	225,0186	-1,20368
227,3916	1,00154	225,0026	-1,2052
227,3786	1,00326	224,9906	-1,2067
227,3666	0,99891	224,9776	-1,20817
227,3506	1,00403	224,9656	-1,20963
227,3386	1,00013	224,9526	-1,21106
227,3256	0,99792	224,9376	-1,21246
227,3136	1,00622	224,9256	-1,21382
227,2856	0,99733	224,9126	-1,21516
227,2736	0,99987	224,9006	-1,21645
227,2606	1,00168	224,8876	-1,2177
227,2486	0,99221	224,8726	-1,21892
227,2356	0,99881	224,8596	-1,22008
227,2236	0,99932	224,8446	-1,22121
227,2116	0,99679	224,8316	-1,22228
227,1986	1,00503	224,8196	-1,22331
227,1866	0,99991	224,8066	-1,22429
227,1736	1,00034	224,7916	-1,22521
227,1616	1,00579	224,7796	-1,22608
227,1486	1,00046	224,7666	-1,22688
227,1366	1,00348	224,7516	-1,22762
227,1246	1,00122	224,7386	-1,22829
227,1116	0,9974	224,7266	-1,22889
227,0866	1,00211	224,7136	-1,22942
227,0746	0,99693	224,7016	-1,22988
227,0586	0,99661	224,6886	-1,23027
227,0466	0,99942	224,6736	-1,23058
227,0336	0,99701	224,6606	-1,23081
227,0186	0,99945	224,6486	-1,23096
227,0056	1,00167	224,6366	-1,23102
226,9906	0,99986	224,6236	-1,231
226,9786	1,00075	224,6086	-1,2309
226,9656	1,00276	224,5956	-1,23071
226,9506	1,00098	224,5836	-1,23042
226,9376	1,00176	224,5706	-1,23005
226,9256	1,00241	224,5556	-1,22958
226,9126	1,00002	224,5426	-1,22902
226,8976	1,00386	224,5306	-1,22836
226,8846	1,00043	224,5186	-1,2276
226,8726	1,00276	224,4906	-1,22675
226,8606	1,00276	224,4776	-1,22579
226,8476	1,00243	224,4656	-1,22472
226,8326	1,00449	224,4526	-1,22355
226,8196	1,00274	224,4406	-1,22226
226,8076	1,00208	224,4286	-1,22086
226,7916	1,00587	224,4156	-1,21935
226,7796	1,00158	224,4036	-1,21772
226,7666	1,00315	224,3906	-1,21598
226,7516	1,00783	224,3786	-1,21412
226,7386	1,00035	224,3656	-1,21214
226,7266	1,01072	224,3536	-1,21002
226,7146	1,00225	224,3416	-1,20778
226,7016	1,00289	224,3286	-1,2054
226,6866	1,00891	224,3166	-1,20289
226,6736	0,9976	224,2916	-1,20024
226,6616	1,00635	224,2786	-1,19745
226,6486	1,0017	224,2666	-1,19454
226,6336	0,9983	224,2506	-1,19148
226,6206	1,0081	224,2386	-1,18829
226,6086	0,99813	224,2266	-1,18495
226,5926	1,00072	224,2136	-1,18148
226,5806	1,00579	224,2016	-1,17786
226,5686	0,99439	224,1856	-1,17411
226,5556	1,00607	224,1736	-1,17023
226,5406	1,00185	224,1606	-1,16623
226,5276	0,99757	224,1456	-1,16207
226,5126	1,008	224,1326	-1,15779
226,4996	0,9976	224,1206	-1,15335
226,4876	1,00163	224,1086	-1,14878
226,4746	1,0093	224,0926	-1,14406
226,4596	0,99515	224,0806	-1,13919
226,4466	1,00957	224,0676	-1,13417
226,4346	0,99974	224,0526	-1,129
226,4226	1,00391	224,0396	-1,1237
226,4096	1,01028	224,0276	-1,11824
226,3976	0,99974	224,0116	-1,11263
226,3816	1,00958	223,9996	-1,10687
226,3696	1,0076	223,9866	-1,10099
226,3566	1,0024	223,9746	-1,09496
226,3446	1,01296	223,9626	-1,08878
226,3326	1,00023	223,9466	-1,08246
226,3196	1,00808	223,9346	-1,076
226,3046	1,00723	223,9216	-1,06939
226,2796	0,99767	223,9096	-1,06264
226,2636	1,00808	223,8966	-1,05574
226,2516	0,99795	223,8816	-1,0487
226,2386	0,99897	223,8686	-1,04152
226,2296	1,00377	223,8536	-1,03419
226,2176	0,99509	223,8416	-1,02672
226,2046	1,00518	223,8286	-1,01912
226,1896	1,00191	223,8166	-1,01139
226,1796	0,99805	223,8006	-1,00352
226,1646	1,00595	223,7886	-0,99551
226,1516	0,99546	223,7756	-0,98737
226,1396	1,00594	223,7636	-0,97911
226,1276	0,99934	223,7506	-0,97072
226,1146	0,9967	223,7386	-0,9622
226,1026	1,00509	223,7226	-0,95356
226,0896	0,99421	223,7106	-0,94478
226,0646	0,99917	223,6986	-0,93589
226,0526	0,99911	223,6826	-0,92686
226,0406	0,99429	223,6706	-0,91772
226,0246	1,00361	223,6576	-0,90844
226,0126	0,99483	223,6426	-0,89905
225,9996	0,99801	223,6296	-0,88955
225,9876	1,00125	223,6046	-0,87995
225,9746	0,99398	223,5926	-0,87022
225,9596	1,00306	223,5806	-0,86038
225,9466	0,99572	223,5676	-0,85041
225,9346	0,99657	223,5526	-0,84033
225,9226	1,0039	223,5396	-0,83014
225,9066	0,99474	223,5276	-0,81984
225,8946	1,00342	223,5116	-0,80941
225,8816	1,00115	223,4996	-0,79887
225,8666	0,99722	223,4866	-0,78822
225,8536	1,00465	223,4746	-0,77745
225,8416	0,9985	223,4586	-0,76657
225,8286	1,00508	223,4466	-0,75559
225,8136	1,00865	223,4316	-0,7445
225,8006	0,99686	223,4186	-0,7333
225,7886	1,00853	223,4066	-0,722
225,7726	1,00176	223,3936	-0,71058
225,7606	1,00331	223,3816	-0,69907
225,7486	1,00743	223,3656	-0,68746
225,7356	0,99358	223,3536	-0,67575
225,7236	1,00469	223,3376	-0,66394
225,7076	0,99947	223,3256	-0,65203
225,6956	1,00217	223,3126	-0,64002
225,6826	1,00489	223,3006	-0,62791
225,6706	0,99885	223,2886	-0,61572
225,6586	1,00386	223,2756	-0,60343
225,6426	1,00265	223,2606	-0,59106
225,6306	1,00194	223,2476	-0,57858
225,6176	1,00612	223,2356	-0,56602
225,6056	1,00112	223,2226	-0,55337
225,5896	0,99977	223,2076	-0,54064
225,5776	1,00268	223,1946	-0,52782
225,5646	0,99749	223,1826	-0,51492
225,5526	1,00159	223,1666	-0,50194
225,5366	0,99974	223,1546	-0,48887
225,5246	0,99602	223,1426	-0,47572
225,5126	0,99963	223,1296	-0,46249
225,4996	0,99699	223,1146	-0,44919
225,4876	0,99696	223,1016	-0,43583
225,4596	0,99857	223,0896	-0,42238
225,4436	0,99656	223,0766	-0,40885
225,4316	1,00031	223,0646	-0,39524
225,4216	0,99617	223,0526	-0,38157
225,4066	0,9962	223,0366	-0,36783
225,3936	0,99801	223,0246	-0,35402
225,3816	0,99461	223,0116	-0,34015
225,3696	0,99768	222,9996	-0,32623
225,3596	0,99827	222,9836	-0,31224
225,3476	0,99593	222,9716	-0,29821
225,3346	1,00151	222,9586	-0,28411
225,3226	1,00201	222,9466	-0,26997
225,3106	1,00374	222,9306	-0,25578
225,2976	0,99893	222,9186	-0,24154
225,2726	0,99861	222,9066	-0,22723
225,2576	1,0014	222,8936	-0,21288
225,2446	1,00038	222,8786	-0,19849
225,2326	1,00328	222,8656	-0,18405
225,2206	0,99963	222,8506	-0,16957
225,2076	1,00111	222,8376	-0,15503
225,1926	0,99778	222,8256	-0,14046
225,1796	0,99063	222,7976	-0,12583
225,1676	0,99623	222,7846	-0,11116
225,1516	0,99473	222,7726	-0,09645
225,1396	0,9968	222,7606	-0,08171
225,1266	0,99303	222,7446	-0,06692
225,1116	0,99138	222,7326	-0,0521
225,0986	0,99558	222,7196	-0,03724
225,0866	0,99417	222,7076	-0,02234
225,0746	0,99567	222,6916	-0,00742
225,0586	0,99416	222,6796	0,00755
225,0466	0,99699	222,6666	0,02253
225,0306	0,99619	222,6516	0,03755
225,0186	0,9971	222,6386	0,05262
225,0026	0,99123	222,6266	0,06768
224,9906	0,99173	222,6146	0,08276
224,9776	0,99416	222,5986	0,09789
224,9656	0,98976	222,5866	0,11304
224,9526	0,99483	222,5736	0,12824
224,9376	0,993	222,5586	0,14346
224,9256	0,9924	222,5456	0,1587
224,9126	0,99603	222,5336	0,17396
224,9006	0,99176	222,5206	0,18924
224,8876	0,99001	222,5086	0,20455
224,8726	0,9946	222,4936	0,21989
224,8596	0,9865	222,4806	0,23523
224,8446	0,99195	222,4686	0,25061
224,8316	0,99419	222,4556	0,26599
224,8196	0,99083	222,4436	0,2814
224,8066	0,99042	222,4276	0,29678
224,7916	0,99197	222,4156	0,31217
224,7796	0,99169	222,4026	0,32757
224,7666	0,99124	222,3906	0,34299
224,7516	0,99604	222,3746	0,35841
224,7386	0,9892	222,3626	0,37385
224,7266	0,99374	222,3506	0,3893
224,7136	0,99187	222,3376	0,40474
224,7016	0,99061	222,3256	0,4202
224,6886	0,99752	222,3096	0,43564
224,6736	0,99008	222,2976	0,4511
224,6606	0,99509	222,2816	0,46656
224,6486	0,99635	222,2696	0,48204
224,6366	0,99114	222,2566	0,49753
224,6236	0,99618	222,2446	0,51303
224,6086	0,99166	222,2326	0,52852
224,5956	0,99388	222,2166	0,544
224,5836	0,99355	222,2046	0,55949
224,5706	0,99457	222,1916	0,57497
224,5556	0,99352	222,1796	0,59044
224,5426	0,99494	222,1666	0,60588
224,5306	0,99383	222,1516	0,62134
224,5186	0,99752	222,1386	0,63677
224,4906	0,99669	222,1266	0,65214
224,4776	0,99456	222,1106	0,66749
224,4656	0,99955	222,0986	0,68285
224,4526	0,99463	222,0866	0,6982
224,4406	0,99395	222,0736	0,71354
224,4286	0,99651	222,0586	0,72887
224,4156	0,9908	222,0456	0,7442
224,4036	0,99348	222,0336	0,75952
224,3906	0,99512	222,0206	0,77478
224,3786	0,98964	222,0056	0,79002
224,3656	0,99708	221,9926	0,80522
224,3536	0,99289	221,9646	0,82039
224,3416	0,99346	221,9526	0,83554
224,3286	0,99524	221,9406	0,85069
224,3166	0,99337	221,9276	0,86582
224,2916	0,99227	221,9156	0,88093
224,2786	0,98963	221,8996	0,89604
224,2666	0,99127	221,8876	0,91112
224,2506	0,99285	221,8746	0,92619
224,2386	0,98975	221,8626	0,9412
224,2266	0,99123	221,8506	0,95619
224,2136	0,99142	221,8376	0,97116
224,2016	0,98851	221,8256	0,98612
224,1856	0,99055	221,8126	1,00105
224,1736	0,9865	221,8006	1,01597
224,1606	0,98751	221,7876	1,03085
224,1456	0,98831	221,7756	1,04569
224,1326	0,98453	221,7636	1,0605
224,1206	0,98996	221,7506	1,07528
224,1086	0,98394	221,7226	1,09002
224,0926	0,98397	221,7106	1,10472
224,0806	0,98375	221,7006	1,11939
224,0676	0,98026	221,6886	1,13403
224,0526	0,98429	221,6736	1,14864
224,0396	0,98115	221,6606	1,16322
224,0276	0,97944	221,6486	1,17778
224,0116	0,98488	221,6356	1,1923
223,9996	0,98066	221,6236	1,2068
223,9866	0,98188	221,6106	1,22126
223,9746	0,98634	221,5986	1,2357
223,9626	0,98055	221,5866	1,2501
223,9466	0,98409	221,5736	1,26448
223,9346	0,98147	221,5616	1,27882
223,9216	0,98131	221,5366	1,29314
223,9096	0,9833	221,5236	1,30742
223,8966	0,97938	221,5086	1,32168
223,8816	0,98138	221,4956	1,3359
223,8686	0,97962	221,4836	1,3501
223,8536	0,97998	221,4716	1,36428
223,8416	0,98149	221,4556	1,37843
223,8286	0,98192	221,4436	1,39254
223,8166	0,97758	221,4306	1,4035
223,8006	0,97908	221,4156	1,41443
223,7886	0,97845	221,4026	1,42454
223,7756	0,9783	221,3906	1,43464
223,7636	0,97951	221,3776	1,44475
223,7506	0,97673	221,3626	1,45485
223,7386	0,98034	221,3506	1,46494
223,7226	0,97923	221,3376	1,47503
223,7106	0,98037	221,3256	1,48512
223,6986	0,98303	221,3096	1,4952
223,6826	0,97979	221,2976	1,50526
223,6706	0,98273	221,2846	1,51532
223,6576	0,98118	221,2696	1,52538
223,6426	0,98072	221,2566	1,53545
223,6296	0,98365	221,2446	1,54551
223,6046	0,98269	221,2286	1,55558
223,5926	0,98174	221,2166	1,56564
223,5806	0,98428	221,2036	1,5757
223,5676	0,98176	221,1916	1,58576
223,5526	0,98326	221,1796	1,59584
223,5396	0,98619	221,1636	1,60592
223,5276	0,98193	221,1516	1,616
223,5116	0,9839	221,1386	1,62609
223,4996	0,98254	221,1266	1,63618
223,4866	0,98268	221,1106	1,64628
223,4746	0,98448	221,0986	1,65638
223,4586	0,98301	221,0856	1,66647
223,4466	0,98502	221,0706	1,67655
223,4316	0,9837	221,0586	1,68661
223,4186	0,98387	221,0456	1,69667
223,4066	0,98626	221,0336	1,70675
223,3936	0,98626	221,0206	1,71684
223,3816	0,98782	221,0056	1,72692
223,3656	0,98681	220,9926	1,73701
223,3536	0,98718	220,9806	1,7471
223,3376	0,99033	220,9676	1,7572
223,3256	0,98889	220,9556	1,7673
223,3126	0,98834	220,9436	1,7774
223,3006	0,98883	220,9276	1,78751
223,2886	0,98792	220,9156	1,79761
223,2756	0,9886	220,9026	1,80771
223,2606	0,98813	220,8906	1,8178
223,2476	0,98612	220,8746	1,82788
223,2356	0,98746	220,8626	1,83798
223,2226	0,98569	220,8466	1,84807
223,2076	0,98674	220,8346	1,85817
223,1946	0,98531	220,8216	1,86827
223,1826	0,98442	220,8096	1,87837
223,1666	0,98729	220,7976	1,88847
223,1546	0,98199	220,7816	1,89858
223,1426	0,98544	220,7696	1,90876
223,1296	0,98494	220,7566	1,91896
223,1146	0,98472	220,7416	1,92914
223,1016	0,98634	220,7286	1,9393
223,0896	0,98591	220,7166	1,94947
223,0766	0,98586	220,7006	1,95962
223,0646	0,98655	220,6886	1,96975
223,0526	0,98487	220,6756	1,97988
223,0366	0,98571	220,6636	1,99001
223,0246	0,9846	220,6486	2,00014
223,0116	0,98359	220,6356	2,01025
222,9996	0,98575	220,6206	2,02037
222,9836	0,97999	220,6076	2,0305
222,9716	0,98289	220,5926	2,04063
222,9586	0,9849	220,5796	2,05074
222,9466	0,98046	220,5676	2,06087
222,9306	0,9843	220,5516	2,071
222,9186	0,98312	220,5396	2,08113
222,9066	0,98576	220,5266	2,09127
222,8936	0,9863	220,5116	2,10143
222,8786	0,9884	220,4986	2,11158
222,8656	0,98936	220,4866	2,12174
222,8506	0,99007	220,4706	2,13191
222,8376	0,99151	220,4586	2,14208
222,8256	0,98963	220,4466	2,15226
222,7976	0,99041	220,4306	2,16244
222,7846	0,99131	220,4186	2,17263
222,7726	0,99031	220,4056	2,18283
222,7606	0,98964	220,3936	2,19303
222,7446	0,992	220,3776	2,20324
222,7326	0,98838	220,3656	2,21345
222,7196	0,99271	220,3526	2,22367
222,7076	0,98742	220,3376	2,23389
222,6916	0,98869	220,3256	2,24413
222,6796	0,99216	220,3126	2,25437
222,6666	0,985	220,3006	2,26462
222,6516	0,99112	220,2726	2,27488
222,6386	0,9852	220,2596	2,28514
222,6266	0,98521	220,2476	2,2954
222,6146	0,99053	220,2316	2,30568
222,5986	0,98487	220,2226	2,31597
222,5866	0,98839	220,2106	2,32626
222,5736	0,98689	220,1976	2,33657
222,5586	0,98284	220,1856	2,34689
222,5456	0,98765	220,1726	2,35722
222,5336	0,98421	220,1606	2,36755
222,5206	0,98349	220,1476	2,37789
222,5086	0,98733	220,1356	2,38824
222,4936	0,98552	220,1236	2,39862
222,4806	0,98893	220,1106	2,40901
222,4686	0,99027	220,0986	2,41942
222,4556	0,98613	220,0736	2,42984
222,4436	0,98828	220,0616	2,44028
222,4276	0,99029	220,0456	2,45073
222,4156	0,98236	220,0336	2,46119
222,4026	0,98964	220,0206	2,47166
222,3906	0,98362	220,0086	2,48213
222,3746	0,9817	219,9926	2,4926
222,3626	0,98562	219,9806	2,50308
222,3506	0,97977	219,9676	2,51356
222,3376	0,98194	219,9556	2,52405
222,3256	0,98086	219,9426	2,53455
222,3096	0,978	219,9276	2,54507
222,2976	0,98066	219,9156	2,5556
222,2816	0,97988	219,9026	2,56614
222,2696	0,97744	219,8906	2,5767
222,2566	0,97894	219,8746	2,58729
222,2446	0,97698	219,8626	2,5979
222,2326	0,97979	219,8496	2,60853
222,2166	0,98016	219,8376	2,61916
222,2046	0,97963	219,8246	2,62981
222,1916	0,98131	219,8096	2,64048
222,1796	0,97823	219,7966	2,65116
222,1666	0,9818	219,7846	2,66185
222,1516	0,97674	219,7726	2,67256
222,1386	0,97835	219,7596	2,68327
222,1266	0,97708	219,7446	2,694
222,1106	0,97711	219,7316	2,70474
222,0986	0,97738	219,7196	2,71549
222,0866	0,98022	219,7066	2,72626
222,0736	0,97714	219,6916	2,73705
222,0586	0,98122	219,6786	2,74785
222,0456	0,97805	219,6666	2,75866
222,0336	0,97905	219,6546	2,76949
222,0206	0,98187	219,6386	2,78033
222,0056	0,9779	219,6266	2,79118
221,9926	0,98024	219,6136	2,80205
221,9646	0,97798	219,6016	2,81294
221,9526	0,97828	219,5856	2,82387
221,9406	0,98127	219,5736	2,8348
221,9276	0,9812	219,5606	2,84575
221,9156	0,97959	219,5486	2,85672
221,8996	0,98194	219,5206	2,8677
221,8876	0,9777	219,5086	2,8787
221,8746	0,98066	219,4956	2,88971
221,8626	0,98232	219,4806	2,90074
221,8506	0,98423	219,4676	2,91178
221,8376	0,98713	219,4556	2,92284
221,8256	0,9827	219,4426	2,9339
221,8126	0,98706	219,4276	2,94499
221,8006	0,98199	219,4146	2,95611
221,7876	0,98342	219,4026	2,96725
221,7756	0,9833	219,3906	2,97841
221,7636	0,98536	219,3746	2,98959
221,7506	0,98137	219,3626	3,00079
221,7226	0,98471	219,3466	3,012
221,7106	0,98432	219,3346	3,02324
221,7006	0,98481	219,3216	3,03449
221,6886	0,9849	219,3096	3,04576
221,6736	0,98459	219,2936	3,05703
221,6606	0,98521	219,2816	3,06833
221,6486	0,98568	219,2686	3,07964
221,6356	0,98496	219,2566	3,09098
221,6236	0,9828	219,2416	3,10234
221,6106	0,98192	219,2286	3,11371
221,5986	0,98178	219,2166	3,12511
221,5866	0,97831	219,2036	3,13652
221,5736	0,98088	219,1916	3,14794
221,5616	0,97791	219,1786	3,15939
221,5366	0,97608	219,1636	3,17086
221,5236	0,97515	219,1506	3,18234
221,5086	0,97626	219,1386	3,19384
221,4956	0,97285	219,1266	3,20536
221,4836	0,97344	219,1106	3,2169
221,4716	0,97333	219,0986	3,22846
221,4556	0,97179	219,0856	3,24004
221,4436	0,97089	219,0736	3,25164
221,4306	0,96909	219,0606	3,26326
221,4156	0,97091	219,0486	3,27491
221,4026	0,96978	219,0326	3,28657
221,3906	0,96927	219,0206	3,29825
221,3776	0,96819	219,0086	3,30995
221,3626	0,96717	218,9926	3,32168
221,3506	0,96822	218,9806	3,33343
221,3376	0,96845	218,9676	3,34519
221,3256	0,96805	218,9556	3,35698
221,3096	0,96861	218,9426	3,36878
221,2976	0,96451	218,9276	3,38061
221,2846	0,96951	218,9146	3,39245
221,2696	0,96729	218,9026	3,40431
221,2566	0,96613	218,8906	3,41619
221,2446	0,96675	218,8626	3,42809
221,2286	0,96373	218,8496	3,44001
221,2166	0,96681	218,8376	3,45195
221,2036	0,966	218,8216	3,4639
221,1916	0,96412	218,8096	3,47588
221,1796	0,96815	218,7966	3,48787
221,1636	0,96041	218,7846	3,49988
221,1516	0,96366	218,7686	3,5119
221,1386	0,96415	218,7536	3,52395
221,1266	0,96083	218,7406	3,53601
221,1106	0,96342	218,7286	3,54809
221,0986	0,95862	218,7166	3,5602
221,0856	0,95778	218,7036	3,57232
221,0706	0,96112	218,6886	3,58444
221,0586	0,96021	218,6756	3,59656
221,0456	0,96278	218,6636	3,6087
221,0336	0,96364	218,6506	3,62088
221,0206	0,96481	218,6386	3,63307
221,0056	0,96681	218,6266	3,64528
220,9926	0,96387	218,6136	3,65753
220,9806	0,96684	218,6016	3,66981
220,9676	0,96637	218,5886	3,68211
220,9556	0,96458	218,5736	3,69443
220,9436	0,9679	218,5606	3,70677
220,9276	0,96426	218,5486	3,71913
220,9156	0,96438	218,5356	3,73151
220,9026	0,96434	218,5236	3,74391
220,8906	0,96133	218,5116	3,75634
220,8746	0,96465	218,4986	3,76876
220,8626	0,96201	218,4736	3,78118
220,8466	0,96224	218,4586	3,79362
220,8346	0,95986	218,4486	3,80607
220,8216	0,96037	218,4336	3,81855
220,8096	0,95886	218,4216	3,83105
220,7976	0,95884	218,4086	3,84357
220,7816	0,95822	218,3936	3,85612
220,7696	0,95752	218,3806	3,8687
220,7566	0,95509	218,3686	3,88131
220,7416	0,95784	218,3556	3,89394
220,7286	0,95587	218,3406	3,90658
220,7166	0,95642	218,3276	3,91924
220,7006	0,95973	218,3156	3,93191
220,6886	0,9557	218,3026	3,9446
220,6756	0,95923	218,2906	3,9573
220,6636	0,95653	218,2756	3,97002
220,6486	0,95494	218,2626	3,98275
220,6356	0,96136	218,2506	3,9955
220,6206	0,95523	218,2376	4,00827
220,6076	0,96093	218,2256	4,02104
220,5926	0,95914	218,2096	4,03383
220,5796	0,954	218,1976	4,04664
220,5676	0,95962	218,1846	4,05948
220,5516	0,95557	218,1726	4,07233
220,5396	0,95537	218,1606	4,0852
220,5266	0,957	218,1446	4,09808
220,5116	0,95583	218,1326	4,11098
220,4986	0,959	218,1196	4,12391
220,4866	0,96048	218,1046	4,13685
220,4706	0,95712	218,0916	4,1498
220,4586	0,96059	218,0796	4,16278
220,4466	0,95656	218,0666	4,17578
220,4306	0,95673	218,0516	4,1888
220,4186	0,9598	218,0396	4,20183
220,4056	0,953	218,0266	4,21488
220,3936	0,95821	218,0116	4,22794
220,3776	0,95701	217,9986	4,24101
220,3656	0,95506	217,9866	4,2541
220,3526	0,96218	217,9706	4,2672
220,3376	0,95585	217,9586	4,28032
220,3256	0,95836	217,9456	4,29346
220,3126	0,96157	217,9306	4,30662
220,3006	0,95854	217,9176	4,31979
220,2726	0,96348	217,9056	4,33297
220,2596	0,96213	217,8936	4,34618
220,2476	0,96002	217,8776	4,35939
220,2316	0,96248	217,8656	4,37262
220,2226	0,96262	217,8526	4,38588
220,2106	0,9623	217,8376	4,39914
220,1976	0,96077	217,8246	4,41242
220,1856	0,96155	217,8126	4,42571
220,1726	0,96096	217,7996	4,43901
220,1606	0,96044	217,7846	4,45233
220,1476	0,96118	217,7716	4,46567
220,1356	0,95754	217,7596	4,47902
220,1236	0,9608	217,7346	4,4924
220,1106	0,95725	217,7226	4,50579
220,0986	0,95937	217,7066	4,51918
220,0736	0,9615	217,6946	4,5326
220,0616	0,96148	217,6816	4,54603
220,0456	0,96138	217,6666	4,55947
220,0336	0,96437	217,6536	4,57292
220,0206	0,95962	217,6416	4,58639
220,0086	0,9604	217,6286	4,59988
219,9926	0,95993	217,6136	4,61338
219,9806	0,9599	217,6016	4,6269
219,9676	0,96049	217,5856	4,64043
219,9556	0,95797	217,5736	4,65397
219,9426	0,95915	217,5576	4,66752
219,9276	0,95834	217,5456	4,6811
219,9156	0,95638	217,5326	4,6947
219,9026	0,95946	217,5206	4,70831
219,8906	0,95639	217,5076	4,72193
219,8746	0,95703	217,4926	4,73557
219,8626	0,95848	217,4796	4,74922
219,8496	0,95267	217,4676	4,76289
219,8376	0,95644	217,4516	4,77656
219,8246	0,95458	217,4396	4,79026
219,8096	0,9526	217,4276	4,80396
219,7966	0,95483	217,4116	4,81768
219,7846	0,94861	217,3996	4,83141
219,7726	0,95403	217,3866	4,84516
219,7596	0,95027	217,3716	4,85891
219,7446	0,95495	217,3586	4,87267
219,7316	0,95636	217,3466	4,88645
219,7196	0,95373	217,3336	4,90024
219,7066	0,95859	217,3186	4,91405
219,6916	0,95972	217,3056	4,92786
219,6786	0,95741	217,2936	4,94171
