AlphA. deg.	Ni Ka XRF, A.u. curve 2	Total external reflection, A.u.	AlphA. deg.	Ni Ka XRF, A.u. curve 4	AlphA. deg.	Exponential fitting curve 3	AlphA. deg.	Exponential fitting curve 5
--	--	--	--	--	0,03669	0,09497	0,03922	0,04455
--	--	--	--	--	0,03676	0,09532	0,03931	0,0448
--	--	--	--	--	0,03678	0,09541	0,03941	0,04506
--	--	--	--	--	0,03687	0,09584	0,0395	0,04531
--	--	--	--	--	0,03696	0,09628	0,0396	0,04557
--	--	--	--	--	0,03705	0,09672	0,03969	0,04583
--	--	--	--	--	0,03713	0,09716	0,03979	0,04609
--	--	--	--	--	0,03722	0,09761	0,03988	0,04635
--	--	--	--	--	0,03731	0,09805	0,03998	0,04661
--	--	--	--	--	0,0374	0,0985	0,04007	0,04688
--	--	--	--	--	0,03749	0,09895	0,04017	0,04714
--	--	--	--	--	0,03758	0,09939	0,04026	0,04741
--	--	--	--	--	0,03767	0,09985	0,04035	0,04767
--	--	--	--	--	0,03776	0,1003	0,04045	0,04794
--	--	--	--	--	0,03785	0,10075	0,04054	0,04821
--	--	--	--	--	0,03794	0,10121	0,04064	0,04848
--	--	--	--	--	0,03803	0,10166	0,04073	0,04876
--	--	--	--	--	0,03812	0,10212	0,04083	0,04903
--	--	--	--	--	0,03821	0,10258	0,04092	0,04931
--	--	--	--	--	0,0383	0,10304	0,04102	0,04958
--	--	--	--	--	0,03839	0,10351	0,04111	0,04986
--	--	--	--	--	0,03847	0,10397	0,04121	0,05014
--	--	--	--	--	0,0385	0,10411	0,0413	0,05042
--	--	--	--	--	0,03856	0,10444	0,0414	0,05071
--	--	--	--	--	0,03865	0,10491	0,04149	0,05099
--	--	--	--	--	0,03874	0,10538	0,04158	0,05127
--	--	--	--	--	0,03883	0,10585	0,04168	0,05156
--	--	--	--	--	0,03892	0,10632	0,04177	0,05185
--	--	--	--	--	0,03901	0,1068	0,04187	0,05214
--	--	--	--	--	0,0391	0,10727	0,04196	0,05243
--	--	--	--	--	0,03919	0,10775	0,042	0,05254
--	--	--	--	--	0,03928	0,10823	0,04206	0,05272
--	--	--	--	--	0,03937	0,10871	0,04215	0,05302
--	--	--	--	--	0,03946	0,1092	0,04225	0,05331
--	--	--	--	--	0,03955	0,10968	0,04234	0,05361
--	--	--	--	--	0,03964	0,11017	0,04244	0,05391
--	--	--	--	--	0,03972	0,11066	0,04253	0,05421
--	--	--	--	--	0,03981	0,11114	0,04262	0,05451
--	--	--	--	--	0,0399	0,11164	0,04272	0,05481
--	--	--	--	--	0,03999	0,11213	0,04281	0,05511
--	--	--	--	--	0,04008	0,11262	0,04291	0,05542
--	--	--	--	--	0,04017	0,11312	0,043	0,05573
--	--	--	--	--	0,04026	0,11361	0,0431	0,05604
--	--	--	--	--	0,04026	0,11362	0,04319	0,05635
--	--	--	--	--	0,04035	0,11412	0,04329	0,05666
--	--	--	--	--	0,04044	0,11462	0,04338	0,05697
--	--	--	--	--	0,04053	0,11513	0,04348	0,05729
--	--	--	--	--	0,04062	0,11563	0,04357	0,0576
--	--	--	--	--	0,04071	0,11614	0,04367	0,05792
--	--	--	--	--	0,0408	0,11665	0,04376	0,05824
--	--	--	--	--	0,04089	0,11716	0,04385	0,05856
--	--	--	--	--	0,04098	0,11767	0,04395	0,05888
--	--	--	--	--	0,04106	0,11819	0,04404	0,05921
--	--	--	--	--	0,04115	0,1187	0,04414	0,05953
--	--	--	--	--	0,04124	0,11922	0,04423	0,05986
--	--	--	--	--	0,04133	0,11974	0,04433	0,06019
--	--	--	--	--	0,04142	0,12026	0,04442	0,06052
--	--	--	--	--	0,04151	0,12078	0,04452	0,06085
--	--	--	--	--	0,0416	0,12131	0,04461	0,06119
--	--	--	--	--	0,04169	0,12184	0,04471	0,06152
--	--	--	--	--	0,04178	0,12237	0,0448	0,06186
--	--	--	--	--	0,04187	0,1229	0,0449	0,0622
--	--	--	--	--	0,04196	0,12343	0,04499	0,06254
--	--	--	--	--	0,042	0,12368	0,04508	0,06288
--	--	--	--	--	0,04205	0,12396	0,04518	0,06323
--	--	--	--	--	0,04214	0,1245	0,04527	0,06357
--	--	--	--	--	0,04223	0,12504	0,04537	0,06392
--	--	--	--	--	0,04232	0,12558	0,04546	0,06427
--	--	--	--	--	0,0424	0,12612	0,0455	0,06441
--	--	--	--	--	0,04249	0,12666	0,04556	0,06462
--	--	--	--	--	0,04258	0,12721	0,04565	0,06497
--	--	--	--	--	0,04267	0,12776	0,04575	0,06533
--	--	--	--	--	0,04276	0,12831	0,04584	0,06568
--	--	--	--	--	0,04285	0,12886	0,04594	0,06604
--	--	--	--	--	0,04294	0,12941	0,04603	0,0664
--	--	--	--	--	0,04303	0,12997	0,04612	0,06676
--	--	--	--	--	0,04312	0,13052	0,04622	0,06713
--	--	--	--	--	0,04321	0,13108	0,04631	0,06749
--	--	--	--	--	0,0433	0,13164	0,04641	0,06786
--	--	--	--	--	0,04339	0,13221	0,0465	0,06823
--	--	--	--	--	0,04348	0,13277	0,0466	0,0686
--	--	--	--	--	0,04357	0,13334	0,04669	0,06897
--	--	--	--	--	0,04366	0,13391	0,04679	0,06935
--	--	--	--	--	0,04374	0,13448	0,04688	0,06972
--	--	--	--	--	0,04376	0,13458	0,04698	0,0701
--	--	--	--	--	0,04383	0,13505	0,04707	0,07048
--	--	--	--	--	0,04392	0,13563	0,04717	0,07086
--	--	--	--	--	0,04401	0,1362	0,04726	0,07125
--	--	--	--	--	0,0441	0,13678	0,04726	0,07125
--	--	--	--	--	0,04419	0,13736	0,04735	0,07163
--	--	--	--	--	0,04428	0,13795	0,04745	0,07202
--	--	--	--	--	0,04437	0,13853	0,04754	0,07241
--	--	--	--	--	0,04446	0,13912	0,04764	0,0728
--	--	--	--	--	0,04455	0,13971	0,04773	0,07319
--	--	--	--	--	0,04464	0,1403	0,04783	0,07359
--	--	--	--	--	0,04473	0,14089	0,04792	0,07399
--	--	--	--	--	0,04482	0,14149	0,04802	0,07438
--	--	--	--	--	0,04491	0,14208	0,04811	0,07479
--	--	--	--	--	0,045	0,14268	0,04821	0,07519
--	--	--	--	--	0,04508	0,14329	0,0483	0,07559
--	--	--	--	--	0,04517	0,14389	0,0484	0,076
--	--	--	--	--	0,04526	0,14449	0,04849	0,07641
--	--	--	--	--	0,04535	0,1451	0,04858	0,07682
--	--	--	--	--	0,04544	0,14571	0,04868	0,07723
--	--	--	--	--	0,0455	0,14611	0,04877	0,07765
--	--	--	--	--	0,04553	0,14632	0,04887	0,07807
--	--	--	--	--	0,04562	0,14694	0,04896	0,07849
--	--	--	--	--	0,04571	0,14755	0,049	0,07865
--	--	--	--	--	0,0458	0,14817	0,04906	0,07891
--	--	--	--	--	0,04589	0,14879	0,04915	0,07933
--	--	--	--	--	0,04598	0,14942	0,04925	0,07976
--	--	--	--	--	0,04607	0,15004	0,04934	0,08018
--	--	--	--	--	0,04616	0,15067	0,04944	0,08061
--	--	--	--	--	0,04625	0,1513	0,04953	0,08105
--	--	--	--	--	0,04634	0,15193	0,04962	0,08148
--	--	--	--	--	0,04642	0,15256	0,04972	0,08192
--	--	--	--	--	0,04651	0,1532	0,04981	0,08236
--	--	--	--	--	0,0466	0,15384	0,04991	0,0828
--	--	--	--	--	0,04669	0,15448	0,05	0,08324
--	--	--	--	--	0,04678	0,15512	0,0501	0,08368
--	--	--	--	--	0,04687	0,15577	0,05019	0,08413
--	--	--	--	--	0,04696	0,15641	0,05029	0,08458
--	--	--	--	--	0,04705	0,15706	0,05038	0,08503
--	--	--	--	--	0,04714	0,15771	0,05048	0,08549
--	--	--	--	--	0,04723	0,15837	0,05057	0,08594
--	--	--	--	--	0,04726	0,1586	0,05067	0,0864
--	--	--	--	--	0,04732	0,15902	0,05076	0,08686
--	--	--	--	--	0,04741	0,15968	0,05085	0,08732
--	--	--	--	--	0,0475	0,16034	0,05095	0,08779
--	--	--	--	--	0,04759	0,16101	0,05104	0,08826
--	--	--	--	--	0,04768	0,16167	0,05114	0,08873
--	--	--	--	--	0,04776	0,16234	0,05123	0,0892
--	--	--	--	--	0,04785	0,16301	0,05133	0,08967
--	--	--	--	--	0,04794	0,16368	0,05142	0,09015
--	--	--	--	--	0,04803	0,16436	0,05152	0,09063
--	--	--	--	--	0,04812	0,16503	0,05161	0,09111
--	--	--	--	--	0,04821	0,16571	0,05171	0,0916
--	--	--	--	--	0,0483	0,16639	0,0518	0,09208
--	--	--	--	--	0,04839	0,16708	0,0519	0,09257
--	--	--	--	--	0,04848	0,16777	0,05199	0,09306
--	--	--	--	--	0,04857	0,16845	0,05208	0,09356
--	--	--	--	--	0,04866	0,16915	0,05218	0,09405
--	--	--	--	--	0,04875	0,16984	0,05227	0,09455
--	--	--	--	--	0,04884	0,17054	0,05237	0,09505
--	--	--	--	--	0,04893	0,17123	0,05246	0,09555
--	--	--	--	--	0,049	0,17182	0,0525	0,09575
--	--	--	--	--	0,04902	0,17193	0,05256	0,09606
--	--	--	--	--	0,0491	0,17264	0,05265	0,09657
--	--	--	--	--	0,04919	0,17334	0,05275	0,09708
--	--	--	--	--	0,04928	0,17405	0,05284	0,09759
--	--	--	--	--	0,04937	0,17476	0,05294	0,09811
--	--	--	--	--	0,04946	0,17548	0,05303	0,09863
--	--	--	--	--	0,04955	0,17619	0,05312	0,09915
--	--	--	--	--	0,04964	0,17691	0,05322	0,09967
--	--	--	--	--	0,04973	0,17763	0,05331	0,1002
--	--	--	--	--	0,04982	0,17835	0,05341	0,10073
--	--	--	--	--	0,04991	0,17908	0,0535	0,10126
--	--	--	--	--	0,05	0,17981	0,0536	0,10179
--	--	--	--	--	0,05009	0,18054	0,05369	0,10233
--	--	--	--	--	0,05018	0,18127	0,05379	0,10287
--	--	--	--	--	0,05027	0,18201	0,05388	0,10341
--	--	--	--	--	0,05036	0,18275	0,05398	0,10396
--	--	--	--	--	0,05044	0,18349	0,05407	0,10451
--	--	--	--	--	0,05053	0,18423	0,05417	0,10506
--	--	--	--	--	0,05062	0,18498	0,05426	0,10561
--	--	--	--	--	0,05071	0,18573	0,05435	0,10617
--	--	--	--	--	0,05076	0,18613	0,05445	0,10672
--	--	--	--	--	0,0508	0,18648	0,05454	0,10729
--	--	--	--	--	0,05089	0,18723	0,05464	0,10785
--	--	--	--	--	0,05098	0,18799	0,05473	0,10842
--	--	--	--	--	0,05107	0,18875	0,05483	0,10899
--	--	--	--	--	0,05116	0,18951	0,05492	0,10956
--	--	--	--	--	0,05125	0,19028	0,05502	0,11013
--	--	--	--	--	0,05134	0,19104	0,05511	0,11071
--	--	--	--	--	0,05143	0,19181	0,05521	0,11129
--	--	--	--	--	0,05152	0,19259	0,0553	0,11188
--	--	--	--	--	0,05161	0,19336	0,0554	0,11246
--	--	--	--	--	0,0517	0,19414	0,05549	0,11305
--	--	--	--	--	0,05178	0,19492	0,05558	0,11365
--	--	--	--	--	0,05187	0,1957	0,05568	0,11424
--	--	--	--	--	0,05196	0,19649	0,05577	0,11484
--	--	--	--	--	0,05205	0,19728	0,05587	0,11544
--	--	--	--	--	0,05214	0,19807	0,05596	0,11605
--	--	--	--	--	0,05223	0,19887	0,056	0,11629
--	--	--	--	--	0,05232	0,19966	0,05606	0,11665
--	--	--	--	--	0,05241	0,20046	0,05615	0,11726
--	--	--	--	--	0,0525	0,20127	0,05625	0,11788
--	--	--	--	--	0,0525	0,20127	0,05634	0,11849
--	--	--	--	--	0,05259	0,20207	0,05644	0,11911
--	--	--	--	--	0,05268	0,20288	0,05653	0,11974
--	--	--	--	--	0,05277	0,20369	0,05662	0,12036
--	--	--	--	--	0,05286	0,20451	0,05672	0,12099
--	--	--	--	--	0,05295	0,20532	0,05681	0,12162
--	--	--	--	--	0,05304	0,20614	0,05691	0,12226
--	--	--	--	--	0,05312	0,20697	0,057	0,1229
--	--	--	--	--	0,05321	0,20779	0,0571	0,12354
--	--	--	--	--	0,0533	0,20862	0,05719	0,12418
--	--	--	--	--	0,05339	0,20945	0,05729	0,12483
--	--	--	--	--	0,05348	0,21028	0,05738	0,12548
--	--	--	--	--	0,05357	0,21112	0,05748	0,12614
--	--	--	--	--	0,05366	0,21196	0,05757	0,12679
--	--	--	--	--	0,05375	0,2128	0,05767	0,12745
--	--	--	--	--	0,05384	0,21365	0,05776	0,12812
--	--	--	--	--	0,05393	0,2145	0,05785	0,12879
--	--	--	--	--	0,05402	0,21535	0,05795	0,12946
--	--	--	--	--	0,05411	0,21621	0,05804	0,13013
--	--	--	--	--	0,0542	0,21706	0,05814	0,13081
--	--	--	--	--	0,05426	0,21768	0,05823	0,13149
--	--	--	--	--	0,05429	0,21792	0,05833	0,13217
--	--	--	--	--	0,05437	0,21879	0,05842	0,13286
--	--	--	--	--	0,05446	0,21966	0,05852	0,13355
--	--	--	--	--	0,05455	0,22052	0,05861	0,13425
--	--	--	--	--	0,05464	0,2214	0,05871	0,13494
--	--	--	--	--	0,05473	0,22227	0,0588	0,13564
--	--	--	--	--	0,05482	0,22315	0,0589	0,13635
--	--	--	--	--	0,05491	0,22403	0,05899	0,13706
--	--	--	--	--	0,055	0,22492	0,05908	0,13777
--	--	--	--	--	0,05509	0,22581	0,05918	0,13848
--	--	--	--	--	0,05518	0,2267	0,05927	0,1392
--	--	--	--	--	0,05527	0,22759	0,05937	0,13992
--	--	--	--	--	0,05536	0,22849	0,05946	0,14065
--	--	--	--	--	0,05545	0,22939	0,0595	0,14094
--	--	--	--	--	0,05554	0,23029	0,05956	0,14138
--	--	--	--	--	0,05563	0,2312	0,05965	0,14211
--	--	--	--	--	0,05571	0,23211	0,05975	0,14285
--	--	--	--	--	0,0558	0,23302	0,05984	0,14359
--	--	--	--	--	0,05589	0,23394	0,05994	0,14433
--	--	--	--	--	0,05598	0,23486	0,06003	0,14508
--	--	--	--	--	0,056	0,23504	0,06012	0,14583
--	--	--	--	--	0,05607	0,23578	0,06022	0,14659
--	--	--	--	--	0,05616	0,23671	0,06031	0,14735
--	--	--	--	--	0,05625	0,23764	0,06041	0,14811
--	--	--	--	--	0,05634	0,23857	0,0605	0,14888
--	--	--	--	--	0,05643	0,23951	0,0606	0,14965
--	--	--	--	--	0,05652	0,24045	0,06069	0,15042
--	--	--	--	--	0,05661	0,24139	0,06079	0,1512
--	--	--	--	--	0,0567	0,24233	0,06088	0,15198
--	--	--	--	--	0,05679	0,24328	0,06098	0,15276
--	--	--	--	--	0,05688	0,24423	0,06107	0,15355
--	--	--	--	--	0,05697	0,24519	0,06117	0,15435
--	--	--	--	--	0,05705	0,24615	0,06126	0,15514
--	--	--	--	--	0,05714	0,24711	0,06135	0,15595
--	--	--	--	--	0,05723	0,24808	0,06145	0,15675
--	--	--	--	--	0,05732	0,24904	0,06154	0,15756
--	--	--	--	--	0,05741	0,25002	0,06164	0,15837
--	--	--	--	--	0,0575	0,25099	0,06173	0,15919
--	--	--	--	--	0,05759	0,25197	0,06183	0,16001
--	--	--	--	--	0,05768	0,25295	0,06192	0,16084
--	--	--	--	--	0,05776	0,25383	0,06202	0,16167
--	--	--	--	--	0,05777	0,25394	0,06211	0,1625
--	--	--	--	--	0,05786	0,25493	0,06221	0,16334
--	--	--	--	--	0,05795	0,25592	0,0623	0,16418
--	--	--	--	--	0,05804	0,25692	0,0624	0,16502
--	--	--	--	--	0,05813	0,25792	0,06249	0,16588
--	--	--	--	--	0,05822	0,25892	0,06258	0,16673
--	--	--	--	--	0,05831	0,25993	0,06268	0,16759
--	--	--	--	--	0,05839	0,26094	0,06277	0,16845
--	--	--	--	--	0,05848	0,26195	0,06287	0,16932
--	--	--	--	--	0,05857	0,26297	0,06296	0,17019
--	--	--	--	--	0,05866	0,26399	0,063	0,17053
--	--	--	--	--	0,05875	0,26501	0,06306	0,17107
--	--	--	--	--	0,05884	0,26604	0,06315	0,17195
--	--	--	--	--	0,05893	0,26707	0,06325	0,17283
--	--	--	--	--	0,05902	0,26811	0,06334	0,17372
--	--	--	--	--	0,05911	0,26914	0,06344	0,17461
--	--	--	--	--	0,0592	0,27019	0,06353	0,17551
--	--	--	--	--	0,05929	0,27123	0,06362	0,17641
--	--	--	--	--	0,05938	0,27228	0,06372	0,17732
--	--	--	--	--	0,05947	0,27334	0,06381	0,17823
--	--	--	--	--	0,0595	0,27373	0,06391	0,17914
--	--	--	--	--	0,05956	0,27439	0,064	0,18006
--	--	--	--	--	0,05965	0,27545	0,0641	0,18099
--	--	--	--	--	0,05973	0,27652	0,06419	0,18192
--	--	--	--	--	0,05982	0,27758	0,06429	0,18285
--	--	--	--	--	0,05991	0,27866	0,06438	0,18379
--	--	--	--	--	0,06	0,27973	0,06448	0,18473
--	--	--	--	--	0,06009	0,28081	0,06457	0,18568
--	--	--	--	--	0,06018	0,28189	0,06467	0,18663
--	--	--	--	--	0,06027	0,28298	0,06476	0,18759
--	--	--	--	--	0,06036	0,28407	0,06485	0,18855
--	--	--	--	--	0,06045	0,28517	0,06495	0,18952
--	--	--	--	--	0,06054	0,28626	0,06504	0,19049
--	--	--	--	--	0,06063	0,28736	0,06514	0,19147
--	--	--	--	--	0,06072	0,28847	0,06523	0,19245
--	--	--	--	--	0,06081	0,28958	0,06533	0,19343
--	--	--	--	--	0,0609	0,29069	0,06542	0,19443
--	--	--	--	--	0,06099	0,29181	0,06552	0,19542
--	--	--	--	--	0,06107	0,29293	0,06561	0,19642
--	--	--	--	--	0,06116	0,29406	0,06571	0,19743
--	--	--	--	--	0,06125	0,29519	0,0658	0,19844
--	--	--	--	--	0,06126	0,29527	0,0659	0,19945
--	--	--	--	--	0,06134	0,29632	0,06599	0,20047
--	--	--	--	--	0,06143	0,29746	0,06608	0,2015
--	--	--	--	--	0,06152	0,2986	0,06618	0,20253
--	--	--	--	--	0,06161	0,29974	0,06627	0,20357
--	--	--	--	--	0,0617	0,30089	0,06637	0,20461
--	--	--	--	--	0,06179	0,30204	0,06646	0,20565
--	--	--	--	--	0,06188	0,3032	0,0665	0,20607
--	--	--	--	--	0,06197	0,30436	0,06656	0,20671
--	--	--	--	--	0,06206	0,30553	0,06665	0,20776
--	--	--	--	--	0,06215	0,3067	0,06675	0,20882
--	--	--	--	--	0,06224	0,30787	0,06684	0,20989
--	--	--	--	--	0,06233	0,30905	0,06694	0,21096
--	--	--	--	--	0,06241	0,31023	0,06703	0,21204
--	--	--	--	--	0,0625	0,31141	0,06712	0,21312
--	--	--	--	--	0,06259	0,3126	0,06722	0,21421
--	--	--	--	--	0,06268	0,3138	0,06731	0,21531
--	--	--	--	--	0,06277	0,31499	0,06741	0,21641
--	--	--	--	--	0,06286	0,31619	0,0675	0,21751
--	--	--	--	--	0,06295	0,3174	0,0676	0,21862
--	--	--	--	--	0,063	0,31807	0,06769	0,21974
--	--	--	--	--	0,06304	0,31861	0,06779	0,22086
--	--	--	--	--	0,06313	0,31983	0,06788	0,22198
--	--	--	--	--	0,06322	0,32104	0,06798	0,22312
--	--	--	--	--	0,06331	0,32227	0,06807	0,22425
--	--	--	--	--	0,0634	0,3235	0,06817	0,2254
--	--	--	--	--	0,06349	0,32473	0,06826	0,22655
--	--	--	--	--	0,06358	0,32596	0,06835	0,2277
--	--	--	--	--	0,06367	0,3272	0,06845	0,22886
--	--	--	--	--	0,06375	0,32845	0,06854	0,23003
--	--	--	--	--	0,06384	0,3297	0,06864	0,2312
--	--	--	--	--	0,06393	0,33095	0,06873	0,23238
--	--	--	--	--	0,06402	0,33221	0,06883	0,23356
--	--	--	--	--	0,06411	0,33347	0,06892	0,23475
--	--	--	--	--	0,0642	0,33474	0,06902	0,23595
--	--	--	--	--	0,06429	0,33601	0,06911	0,23715
--	--	--	--	--	0,06438	0,33728	0,06921	0,23836
--	--	--	--	--	0,06447	0,33856	0,0693	0,23957
--	--	--	--	--	0,06456	0,33985	0,0694	0,24079
--	--	--	--	--	0,06465	0,34113	0,06949	0,24202
--	--	--	--	--	0,06474	0,34243	0,06958	0,24325
--	--	--	--	--	0,06476	0,34276	0,06968	0,24449
--	--	--	--	--	0,06483	0,34372	0,06977	0,24573
--	--	--	--	--	0,06492	0,34503	0,06987	0,24698
--	--	--	--	--	0,06501	0,34633	0,06996	0,24824
--	--	--	--	--	0,06509	0,34764	0,07	0,24873
--	--	--	--	--	0,06518	0,34896	0,07006	0,2495
--	--	--	--	--	0,06527	0,35028	0,07015	0,25077
--	--	--	--	--	0,06536	0,35161	0,07025	0,25204
--	--	--	--	--	0,06545	0,35294	0,07034	0,25332
--	--	--	--	--	0,06554	0,35427	0,07044	0,25461
--	--	--	--	--	0,06563	0,35561	0,07053	0,2559
--	--	--	--	--	0,06572	0,35695	0,07062	0,2572
--	--	--	--	--	0,06581	0,3583	0,07072	0,25851
--	--	--	--	--	0,0659	0,35965	0,07081	0,25982
--	--	--	--	--	0,06599	0,36101	0,07091	0,26114
--	--	--	--	--	0,06608	0,36237	0,071	0,26247
--	--	--	--	--	0,06617	0,36374	0,0711	0,2638
--	--	--	--	--	0,06626	0,36511	0,07119	0,26514
--	--	--	--	--	0,06635	0,36649	0,07129	0,26649
--	--	--	--	--	0,06643	0,36787	0,07138	0,26784
--	--	--	--	--	0,0665	0,36889	0,07148	0,2692
--	--	--	--	--	0,06652	0,36926	0,07157	0,27057
--	--	--	--	--	0,06661	0,37065	0,07167	0,27194
--	--	--	--	--	0,0667	0,37204	0,07176	0,27332
--	--	--	--	--	0,06679	0,37344	0,07185	0,27471
--	--	--	--	--	0,06688	0,37485	0,07195	0,2761
--	--	--	--	--	0,06697	0,37626	0,07204	0,2775
--	--	--	--	--	0,06706	0,37768	0,07214	0,27891
--	--	--	--	--	0,06715	0,3791	0,07223	0,28032
--	--	--	--	--	0,06724	0,38052	0,07233	0,28174
--	--	--	--	--	0,06733	0,38195	0,07242	0,28317
--	--	--	--	--	0,06742	0,38339	0,07252	0,28461
--	--	--	--	--	0,06751	0,38483	0,07261	0,28605
--	--	--	--	--	0,0676	0,38627	0,07271	0,2875
--	--	--	--	--	0,06769	0,38772	0,0728	0,28896
--	--	--	--	--	0,06777	0,38918	0,0729	0,29042
--	--	--	--	--	0,06786	0,39064	0,07299	0,29189
--	--	--	--	--	0,06795	0,3921	0,07308	0,29337
--	--	--	--	--	0,06804	0,39358	0,07318	0,29486
--	--	--	--	--	0,06813	0,39505	0,07327	0,29635
--	--	--	--	--	0,06822	0,39653	0,07337	0,29785
--	--	--	--	--	0,06826	0,39718	0,07346	0,29936
--	--	--	--	--	0,06831	0,39802	0,0735	0,29995
--	--	--	--	--	0,0684	0,39951	0,07356	0,30087
--	--	--	--	--	0,06849	0,40101	0,07365	0,3024
--	--	--	--	--	0,06858	0,40251	0,07375	0,30393
--	--	--	--	--	0,06867	0,40401	0,07384	0,30547
--	--	--	--	--	0,06876	0,40553	0,07394	0,30701
--	--	--	--	--	0,06885	0,40704	0,07403	0,30856
--	--	--	--	--	0,06894	0,40857	0,07412	0,31013
--	--	--	--	--	0,06902	0,4101	0,07422	0,31169
--	--	--	--	--	0,06911	0,41163	0,07431	0,31327
--	--	--	--	--	0,0692	0,41317	0,07441	0,31486
--	--	--	--	--	0,06929	0,41471	0,0745	0,31645
--	--	--	--	--	0,06938	0,41626	0,0746	0,31805
--	--	--	--	--	0,06947	0,41782	0,07469	0,31966
--	--	--	--	--	0,06956	0,41938	0,07479	0,32127
--	--	--	--	--	0,06965	0,42094	0,07488	0,3229
--	--	--	--	--	0,06974	0,42251	0,07498	0,32453
--	--	--	--	--	0,06983	0,42409	0,07507	0,32617
--	--	--	--	--	0,06992	0,42567	0,07517	0,32782
--	--	--	--	--	0,07	0,42712	0,07526	0,32947
--	--	--	--	--	0,07001	0,42726	0,07526	0,32947
--	--	--	--	--	0,0701	0,42885	0,07535	0,33114
--	--	--	--	--	0,07019	0,43045	0,07545	0,33281
--	--	--	--	--	0,07028	0,43206	0,07554	0,33449
--	--	--	--	--	0,07036	0,43367	0,07564	0,33618
--	--	--	--	--	0,07045	0,43528	0,07573	0,33788
--	--	--	--	--	0,07054	0,4369	0,07583	0,33959
--	--	--	--	--	0,07063	0,43853	0,07592	0,3413
--	--	--	--	--	0,07072	0,44016	0,07602	0,34303
--	--	--	--	--	0,07081	0,4418	0,07611	0,34476
--	--	--	--	--	0,0709	0,44344	0,07621	0,3465
--	--	--	--	--	0,07099	0,44509	0,0763	0,34825
--	--	--	--	--	0,07108	0,44675	0,0764	0,35001
--	--	--	--	--	0,07117	0,44841	0,07649	0,35177
--	--	--	--	--	0,07126	0,45008	0,07658	0,35355
--	--	--	--	--	0,07135	0,45175	0,07668	0,35533
--	--	--	--	--	0,07144	0,45343	0,07677	0,35712
--	--	--	--	--	0,07153	0,45511	0,07687	0,35893
--	--	--	--	--	0,07162	0,4568	0,07696	0,36074
--	--	--	--	--	0,0717	0,4585	0,077	0,36145
--	--	--	--	--	0,07176	0,45955	0,07706	0,36256
--	--	--	--	--	0,07179	0,4602	0,07715	0,36438
--	--	--	--	--	0,07188	0,46191	0,07725	0,36622
--	--	--	--	--	0,07197	0,46362	0,07734	0,36807
--	--	--	--	--	0,07206	0,46534	0,07744	0,36993
--	--	--	--	--	0,07215	0,46707	0,07753	0,37179
--	--	--	--	--	0,07224	0,4688	0,07762	0,37366
--	--	--	--	--	0,07233	0,47054	0,07772	0,37555
--	--	--	--	--	0,07242	0,47228	0,07781	0,37744
--	--	--	--	--	0,07251	0,47403	0,07791	0,37934
--	--	--	--	--	0,0726	0,47579	0,078	0,38126
--	--	--	--	--	0,07269	0,47755	0,0781	0,38318
--	--	--	--	--	0,07278	0,47932	0,07819	0,38511
--	--	--	--	--	0,07287	0,48109	0,07829	0,38705
--	--	--	--	--	0,07296	0,48288	0,07838	0,389
--	--	--	--	--	0,07304	0,48466	0,07848	0,39096
--	--	--	--	--	0,07313	0,48646	0,07857	0,39293
--	--	--	--	--	0,07322	0,48826	0,07867	0,39491
--	--	--	--	--	0,07331	0,49006	0,07876	0,3969
--	--	--	--	--	0,0734	0,49187	0,07885	0,39889
--	--	--	--	--	0,07349	0,49369	0,07895	0,4009
--	--	--	--	--	0,0735	0,49387	0,07904	0,40292
--	--	--	--	--	0,07358	0,49552	0,07914	0,40495
--	--	--	--	--	0,07367	0,49735	0,07923	0,40699
--	--	--	--	--	0,07376	0,49918	0,07933	0,40904
--	--	--	--	--	0,07385	0,50103	0,07942	0,4111
--	--	--	--	--	0,07394	0,50288	0,07952	0,41317
--	--	--	--	--	0,07403	0,50474	0,07961	0,41524
--	--	--	--	--	0,07412	0,5066	0,07971	0,41733
--	--	--	--	--	0,07421	0,50847	0,0798	0,41943
--	--	--	--	--	0,0743	0,51034	0,0799	0,42154
--	--	--	--	--	0,07438	0,51223	0,07999	0,42367
--	--	--	--	--	0,07447	0,51412	0,08008	0,4258
--	--	--	--	--	0,07456	0,51601	0,08018	0,42794
--	--	--	--	--	0,07465	0,51792	0,08027	0,43009
--	--	--	--	--	0,07474	0,51982	0,08037	0,43225
--	--	--	--	--	0,07483	0,52174	0,08046	0,43443
--	--	--	--	--	0,07492	0,52366	0,0805	0,43529
--	--	--	--	--	0,07501	0,52559	0,08056	0,43661
--	--	--	--	--	0,0751	0,52753	0,08065	0,43881
--	--	--	--	--	0,07519	0,52947	0,08075	0,44102
--	--	--	--	--	0,07526	0,53103	0,08084	0,44323
--	--	--	--	--	0,07528	0,53142	0,08094	0,44546
--	--	--	--	--	0,07537	0,53338	0,08103	0,4477
--	--	--	--	--	0,07546	0,53534	0,08112	0,44995
--	--	--	--	--	0,07555	0,53731	0,08122	0,45221
--	--	--	--	--	0,07564	0,53929	0,08131	0,45449
--	--	--	--	--	0,07572	0,54127	0,08141	0,45677
--	--	--	--	--	0,07581	0,54326	0,0815	0,45906
--	--	--	--	--	0,0759	0,54526	0,0816	0,46137
